"id","sequence","active","description","invoice_label","type_tax_use","name","description@es","description@ca","amount","amount_type","tax_group_id","analytic","l10n_es_type","l10n_es_exempt_reason","l10n_es_bien_inversion","tax_scope","include_base_amount","repartition_line_ids/repartition_type","repartition_line_ids/tag_ids","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/factor_percent","invoice_label@es","children_tax_ids","price_include_override","fiscal_position_ids","original_tax_ids","invoice_legal_notes"
"","","","","","","","","","","","","","","","","","","tax","mod303[15]","refund","account_common_477","-100","","","","","",""
"account_tax_template_p_iva_isub","","True","Tax Only","","none","Subtract Base","DUA No Base","DUA No Base","-100.0","percent","tax_group_no_base","","ignore","","","consu","","base","","invoice","","","","","tax_excluded","fp_dua","",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","","","","","","",""
"account_tax_template_p_iva4_ibc_group","","True","VAT 4% import DUA","","purchase","4% EX G Group DUA","IVA 4% Importaciones DUA bienes corrientes","IVA 4% Importacions DUA béns corrents","0.0","group","tax_group_iva_0","","","","","consu","","base","","invoice","","","","account_tax_template_p_iva_isub,account_tax_template_p_iva4_ibc","","fp_dua","account_tax_template_p_iva4_bc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","","","","","","",""
"account_tax_template_p_iva10_ibc_group","","True","VAT 10% import DUA","","purchase","10% EX G Group DUA","IVA 10% Importaciones DUA bienes corrientes","IVA 10% Importacions DUA béns corrents","0.0","group","tax_group_iva_0","","","","","consu","","base","","invoice","","","","account_tax_template_p_iva_isub,account_tax_template_p_iva10_ibc","","fp_dua","account_tax_template_p_iva10_bc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","","","","","","",""
"account_tax_template_p_iva21_ibc_group","","True","VAT 21% import DUA","","purchase","21% EX G DUA","IVA 21% Importaciones DUA bienes corrientes","IVA 21% Importacions DUA béns corrents","0.0","group","tax_group_iva_0","","","","","consu","","base","","invoice","","","","account_tax_template_p_iva_isub,account_tax_template_p_iva21_ibc","","fp_dua","account_tax_template_p_iva21_bc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","","","","","","",""
"account_tax_template_p_dua_exempt","","True","Exempt DUA","","purchase","Exempt DUA","DUA exento","DUA exempt","0.0","percent","tax_group_dua_exempt","","ignore","","","consu","","base","","invoice","","100","","","","fp_extra","account_tax_template_p_iva21_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva5_bc,account_tax_template_p_iva4_bc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","100","","","","","",""
"account_tax_template_s_iva0_g_i","","True","VAT 0% intra-community (good)","Intra-Community (Goods)","sale","0% EU G","IVA 0% Venta de bienes intracomunitario","IVA 0% Venta de bienes intracomunitario","0.0","percent","tax_group_iva_0","","exento","E5","","consu","","base","mod303[59]||mod390[103]","invoice","","","Intracomunitario exento (Bienies)","","","fp_intra","account_tax_template_s_iva7-5b,account_tax_template_s_iva21b,account_tax_template_s_iva2b,account_tax_template_s_iva4b,account_tax_template_s_iva5b,account_tax_template_s_iva10b,account_tax_template_s_iva0b","Exempt intra-community supplies - Article 138 of the Directive 2006/112/EC"
"","","","","","","","","","","","","","","","","","","tax","","invoice","","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod303[59]||mod390[103]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","","","","","","",""
"account_tax_template_s_iva0_g_e","","True","VAT 0% export (goods)","Non-EU","sale","0% EX G","IVA 0% Extracomunitaria (Bienes)","IVA 0% Venta de bienes extracomunitari","0.0","percent","tax_group_iva_0","","exento","E2","","consu","","base","mod303[60]||mod390[104]","invoice","","","Extracomunitario (Bienes)","","","fp_extra","account_tax_template_s_iva7-5b,account_tax_template_s_iva21b,account_tax_template_s_iva2b,account_tax_template_s_iva4b,account_tax_template_s_iva5b,account_tax_template_s_iva10b,account_tax_template_s_iva0b",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod303[60]||mod390[104]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","","","","","","",""
"account_tax_template_s_irpf9","1000","True","9% Withholding income tax ","Withholding 9%","sale","9% WHI","Retenciones a cuenta IRPF 9%","Retencions a compte IRPF 9%","-9.0","percent","tax_group_retenciones_9","","retencion","","","","","base","","invoice","","","Retención 9%","","tax_excluded","fp_irpf9","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf18","1000","True","18% Withholding income tax","Withholding 18%","sale","18% WHI","Retenciones a cuenta IRPF 18%","Retencions a compte IRPF 18%","-18.0","percent","tax_group_retenciones_18","","retencion","","","","","base","","invoice","","","Retención 18%","","tax_excluded","fp_irpf18","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf19","1000","True","19% Withholding income tax","Withholding 19%","sale","19% WHI","Retenciones a cuenta IRPF 19%","Retencions a compte IRPF 19%","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","","invoice","","","Retención 19%","","tax_excluded","fp_irpf19","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf19a","1000","True","19% Withholding (leases)","Withholding 19% (Lease)","sale","19% WH lease","Retenciones a cuenta 19% (Arrendamientos)","Retencions a compte 19% (arrendaments)","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","","invoice","","","Retención 19% (Arrend.)","","tax_excluded","fp_irpf19a","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf195a","1000","True","19.5% Withholding (leases)","Withholding 19,5% (Lease)","sale","19.5% WH lease","Retenciones a cuenta 19,5% (Arrendamientos)","Retencions a compte 19,5% (arrendaments)","-19.5","percent","tax_group_retenciones_19-5","","retencion","","","","","base","","invoice","","","Retención 19,5% (Arrend.)","","tax_excluded","fp_irpf195a","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_p_irpf19","1000","True","19% Withholding income tax","","purchase","19% WHI","Retenciones IRPF 19%","Retencions IRPF 19%","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf19","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf20a","1000","True","20% Withholding (leases)","","purchase","20% WH lease","Retenciones 20% (Arrendamientos)","Retencions 20% (arrendaments)","-20.0","percent","tax_group_retenciones_20","","retencion","","","","","base","mod115[02]","invoice","","","","","","fp_irpf20a","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod115[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf18","1000","True","18% Withholding income tax","","purchase","18% WHI","Retenciones IRPF 18%","Retencions IRPF 18%","-18.0","percent","tax_group_retenciones_18","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf18","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf19a","1000","True","19% Withholding (leases)","","purchase","19% WH lease","Retenciones 19% (Arrendamientos)","Retencions 19% (arrendaments)","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","mod115[02]","invoice","","","","","","fp_irpf19a","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod115[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf195a","1000","True","19.5% Withholding (leases)","","purchase","19.5% WH lease","Retenciones 19,5% (Arrendamientos)","Retencions 19,5% (arrendaments)","-19.5","percent","tax_group_retenciones_19-5","","retencion","","","","","base","mod115[02]","invoice","","","","","","fp_irpf195a","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod115[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf7","1000","True","7% Withholding income tax","","purchase","7% WHI","Retenciones IRPF 7%","Retencions IRPF 7%","-7.0","percent","tax_group_retenciones_7","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf7","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf9","1000","True","9% Withholding income tax","","purchase","9% WHI","Retenciones IRPF 9%","Retencions IRPF 9%","-9.0","percent","tax_group_retenciones_9","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf9","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf24","1000","True","24% Withholding income tax","","purchase","24% WHI","Retenciones IRPF 24%","Retencions IRPF 24%","-24.0","percent","tax_group_retenciones_24","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf24","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf24_rdc","1000","True","24% Withholding on capital","","purchase","24% WH RDC","Retenciones IRPF 24% (Rendimientos del capital)","Retencions IRPF 24% (rendiments del capital)","-24.0","percent","tax_group_retenciones_24","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf24","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_s_irpf20","1000","True","20% Withholding income tax","Withholding 20%","sale","20% WHI","Retenciones a cuenta IRPF 20%","Retencions a compte IRPF 20%","-20.0","percent","tax_group_retenciones_20","","retencion","","","","","base","","invoice","","","Retención 20%","","tax_excluded","fp_irpf20","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf20a","1000","True","20% Withholding (leases)","Withholding 20% (Lease)","sale","20% WH lease","Retenciones a cuenta 20% (Arrendamientos)","Retencions a compte 20% (arrendaments)","-20.0","percent","tax_group_retenciones_20","","retencion","","","","","base","","invoice","","","Retención 20% (Arrend.)","","tax_excluded","fp_irpf20a","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf24","1000","True","24% Withholding income tax","Withholding 24%","sale","24% WHI","Retenciones a cuenta IRPF 24%","Retencions a compte IRPF 24%","-24.0","percent","tax_group_retenciones_24","","retencion","","","","","base","","invoice","","","Retención 24%","","tax_excluded","fp_irpf24","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf24_rdc","1000","True","24% Withholding on Capital","Retención 24% RC","sale","24% WH RDC","Retención 24% (Rendimientos del capital)","Retenció 24% (rendiments del capital)","-24.0","percent","tax_group_retenciones_24","","retencion","","","","","base","","invoice","","","Retención 24%","","tax_excluded","fp_irpf24","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf1","1000","True","1% Withholding income tax","Withholding 1%","sale","1% WHI","Retenciones a cuenta IRPF 1%","Retencions a compte IRPF 1%","-1.0","percent","tax_group_retenciones_1","","retencion","","","","","base","","invoice","","","Retención 1%","","tax_excluded","fp_irpf1","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf2","1000","True","2% Withholding income tax","Withholding 2%","sale","2% WHI","Retenciones a cuenta IRPF 2%","Retencions a compte IRPF 2%","-2.0","percent","tax_group_retenciones_2","","retencion","","","","","base","","invoice","","","Retención 2%","","tax_excluded","fp_irpf2","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf21","1000","True","21% Withholding income tax","Withholding 21%","sale","21% WHI","Retenciones a cuenta IRPF 21%","Retencions a compte IRPF 21%","-21.0","percent","tax_group_retenciones_21","","retencion","","","","","base","","invoice","","","Retención 21%","","tax_excluded","fp_irpf21","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf21a","1000","True","21% Withholding (leases)","Withholding 21% (Lease)","sale","21% WH lease","Retenciones a cuenta 21% (Arrendamientos)","Retencions a compte 21% (arrendaments)","-21.0","percent","tax_group_retenciones_21","","retencion","","","","","base","","invoice","","","Retención 21% (Arrend.)","","tax_excluded","fp_irpf21a","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf7","1000","True","7% Withholding income tax","Withholding 7%","sale","7% WHI","Retenciones a cuenta IRPF 7%","Retencions a compte IRPF 7%","-7.0","percent","tax_group_retenciones_7","","retencion","","","","","base","","invoice","","","Retención 7%","","tax_excluded","fp_irpf7","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_s_irpf15","1000","True","15% Withholding income tax","Withholding 15%","sale","15% WHI","Retenciones a cuenta IRPF 15%","Retencions a compte IRPF 15%","-15.0","percent","tax_group_retenciones_15","","retencion","","","","","base","","invoice","","","Retención 15%","","tax_excluded","fp_irpf15","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva0_ns,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","","","","","","",""
"account_tax_template_p_irpf1","1000","True","1% Withholding income tax","","purchase","1% WHI","Retenciones IRPF 1%","Retencions IRPF 1%","-1.0","percent","tax_group_retenciones_1","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf1","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf15","1000","True","15% Withholding income tax","","purchase","15% WHI","Retenciones IRPF 15%","Retencions IRPF 15%","-15.0","percent","tax_group_retenciones_15","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf15","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf21t","1000","True","15% Withholding income tax (workers)","","purchase","15% WHI worker","Retenciones IRPF (Trabajadores)","Retencions IRPF (treballadors)","-15.0","percent","tax_group_retenciones_15","","retencion","","","","","base","mod111[02]","invoice","","","","","","fp_irpf15","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf21te","1000","True","15% Withholding income tax (workers) in cash","","purchase","15% WHI worker cash","Retenciones IRPF (Trabajadores) en especie","Retencions IRPF (treballadors) en especie","-15.0","percent","tax_group_retenciones_15","","retencion","","","","","base","mod111[05]","invoice","","","","","","fp_irpf15","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[06]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[05]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[06]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf15e","1000","True","15% Withholding income tax in cash","","purchase","15% WHI cash","Retenciones IRPF 15% en especie","Retencions IRPF 15% en especie","-15.0","percent","tax_group_retenciones_15","","retencion","","","","","base","mod111[11]","invoice","","","","","","fp_irpf15","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[12]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[11]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[12]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf7e","1000","True","7% Withholding income tax in cash","","purchase","7% WHI cash","Retenciones IRPF 7% en especie","Retencions IRPF 7% en especie","-7.0","percent","tax_group_retenciones_7","","retencion","","","","","base","mod111[11]","invoice","","","","","","fp_irpf7","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[12]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[11]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[12]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf20","1000","True","20% Withholding income tax","","purchase","20% WHI","Retenciones IRPF 20%","Retencions IRPF 20%","-20.0","percent","tax_group_retenciones_20","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf20","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
