"id","name","name@es","name@ca","code","account_type","reconcile","non_trade","description","description@es","description@ca","asset_model_ids"
"account_common_7082","Returns of semi-finished goods sold","Devoluciones de ventas de productos semiterminados","Devolucions de vendes de productes semiacabats","7082","income","False","","","","",""
"account_common_7083","Returns of by-products and waste sold","Devoluciones de ventas de subproductos y residuos","Devolucions de vendes de subproductes i residus","7083","income","False","","","","",""
"account_common_7084","Returns of containers and packaging sold","Devoluciones de ventas de envases y embalajes","Devolucions de vendes d’envasos i embalatges","7084","income","False","","","","",""
"account_common_7090","""Rappels"" of merchandise sales","""Rappels"" sobre ventas de mercaderías","Ràpels sobre vendes de mercaderies","7090","income","False","","","","",""
"account_common_7091","""Rappels"" of finished goods sales","""Rappels"" sobre ventas de productos terminados","Ràpels sobre vendes de productes acabats","7091","income","False","","","","",""
"account_common_7092","""Rappels"" of semi-finished goods sales","""Rappels"" sobre ventas de productos semiterminados","Ràpels sobre vendes de productes semiacabats","7092","income","False","","","","",""
"account_common_7093","""Rappels"" of by-products and waste sales","""Rappels"" sobre ventas de subproductos y residuos","Ràpels sobre vendes de subproductes i residus","7093","income","False","","","","",""
"account_common_7094","""Rappels"" of containers and packaging sales","""Rappels"" sobre ventas de envases y embalajes","Ràpels sobre vendes d’envasos i embalatges","7094","income","False","","","","",""
"account_common_710","Changes in inventories of work in progress","Variación de existencias de productos en curso","Variació d’existències de productes en curs","710","income","False","","","","",""
"account_common_711","Changes in inventories of semi-finished goods","Variación de existencias de productos semiterminados","Variació d’existències de productes semiacabats","711","income","False","","","","",""
"account_common_712","Changes in inventories of finished goods","Variación de existencias de productos terminados","Variació d’existències de productes acabats","712","income","False","","","","",""
"account_common_713","Changes in inventories of by-products, waste and recovered materials","Variación de existencias de subproductos, residuos y materiales recuperados","Variació d’existències de subproductes, residus i materials recuperats","713","income","False","","","","",""
"account_common_730","Work carried out by the company for intangible assets","Trabajos realizados para el inmovilizado intangible","Treballs realitzats per a l’immobilitzat intangible","730","income","False","","","","",""
"account_common_731","Work carried out by the company for property, plant and equipment","Trabajos realizados para el inmovilizado material","Treballs realitzats per a l’immobilitzat material","731","income","False","","","","",""
"account_common_732","Work carried out by the company for investment property","Trabajos realizados en inversiones inmobiliarias","Treballs realitzats en inversions immobiliàries","732","income","False","","","","",""
"account_common_733","Work carried out by the company for property, plant and equipment in progress","Trabajos realizados para el inmovilizado material en curso","Treballs realitzats per a l’immobilitzat material en curs","733","income","False","","","","",""
"account_common_740","Operating grants, donations and bequests","Subvenciones, donaciones y legados a la explotación","Subvencions, donacions i llegats a l’explotació","740","income","False","","","","",""
"account_common_746","Capital grants, donations and bequests taken to income of a non-financial nature","Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio de carácter no financiero","Subvencions, donacions i llegats de capital transferits al resultat de l’exercici","746","income","False","","","","",""
"account_common_7461","Capital grants, donations and bequests taken to income of a financial nature","Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio de carácter financiero","Subvencions, donacions i llegats de capital transferits al resultat de l’exercici de caràcter financer","7461","income","False","","","","",""
"account_common_747","Other grants, donations and bequests taken to income","Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio","Altres subvencions, donacions i llegats transferits al resultat de l’exercici","747","income","False","","","","",""
"account_common_7510","Losses transferred (trustee)","Pérdida transferido (gestor)","Pèrdua transferida (gestor)","7510","income","False","","","","",""
"account_common_7511","Attributable profit (non-trustee venturer or associate)","Beneficio atribuido (partícipe o asociado no gestor)","Benefici atribuït (partícip o associat no gestor)","7511","income","False","","","","",""
"account_common_752","Income from lease agreements","Ingresos por arrendamientos","Ingressos per arrendaments","752","income","False","","","","",""
"account_common_753","Income from transfer of industrial property rights","Ingresos de propiedad industrial cedida en explotación","Ingressos de propietat industrial cedida en explotació","753","income","False","","","","",""
"account_common_754","Commission income","Ingresos por comisiones","Ingressos per comissions","754","income","False","","","","",""
"account_common_755","Income from services to personnel","Ingresos por servicios al personal","Ingressos per serveis al personal","755","income","False","","","","",""
"account_common_759","Income from other services","Ingresos por servicios diversos","Ingressos per serveis diversos","759","income","False","","","","",""
"account_common_7600","Dividends, group companies","Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo","Ingressos de participacions en instruments de patrimoni, empreses del grup","7600","income","False","","","","",""
"account_common_7601","Dividends, associates","Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas","Ingressos de participacions en instruments de patrimoni, empreses associades","7601","income","False","","","","",""
"account_common_7602","Dividends, other related parties","Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas","Ingressos de participacions en instruments de patrimoni, altres parts vinculades","7602","income","False","","","","",""
"account_common_7603","Dividends, other companies","Ingresos de participaciones en instrumentos de patrimonio, otras empresas","Ingressos de participacions en instruments de patrimoni, altres empreses","7603","income","False","","","","",""
"account_common_7610","Income from debt securities, group companies","Ingresos de valores representativos de deuda, empresas del grupo","Ingressos de valors representatius de deute, empreses del grup","7610","income","False","","","","",""
"account_common_7611","Income from debt securities, associates","Ingresos de valores representativos de deuda, empresas asociadas","Ingressos de valors representatius de deute, empreses associades","7611","income","False","","","","",""
"account_common_7612","Income from debt securities, other related parties","Ingresos de valores representativos de deuda, otras partes vinculadas","Ingressos de valors representatius de deute, altres parts vinculades","7612","income","False","","","","",""
"account_common_7613","Income from debt securities, other companies","Ingresos de valores representativos de deuda, otras empresas","Ingressos de valors representatius de deute, altres empreses","7613","income","False","","","","",""
"account_common_76200","Income from non-current loans, group companies","Ingresos de créditos a largo plazo, empresas del grupo","Ingressos de crèdits a llarg termini, empreses del grup","76200","income","False","","","","",""
"account_common_76201","Income from non-current loans, associates","Ingresos de créditos a largo plazo, empresas asociadas","Ingressos de crèdits a llarg termini, empreses associades","76201","income","False","","","","",""
"account_common_76202","Income from non-current loans, other related parties","Ingresos de créditos a largo plazo, otras partes vinculadas","Ingressos de crèdits a llarg termini, altres parts vinculades","76202","income","False","","","","",""
"account_common_76203","Income from non-current loans, other companies","Ingresos de créditos a largo plazo, otras empresas","Ingressos de crèdits a llarg termini, altres empreses","76203","income","False","","","","",""
"account_common_76210","Income from current loans, group companies","Ingresos de créditos a corto plazo, empresas del grupo","Ingressos de crèdits a curt termini, empreses del grup","76210","income","False","","","","",""
"account_common_76211","Income from current loans, associates","Ingresos de créditos a corto plazo, empresas asociadas","Ingressos de crèdits a curt termini, empreses associades","76211","income","False","","","","",""
"account_common_76212","Income from current loans, other related parties","Ingresos de créditos a corto plazo, otras partes vinculadas","Ingressos de crèdits a curt termini, altres parts vinculades","76212","income","False","","","","",""
"account_common_76213","Income from current loans, other companies","Ingresos de créditos a corto plazo, otras empresas","Ingressos de crèdits a curt termini, altres empreses","76213","income","False","","","","",""
"account_common_7660","Gains on non-current debt securities, group companies","Beneficios en valores representativos de deuda a largo plazo, empresas del grupo","Beneficis en valors representatius de deute a llarg termini, empreses del grup","7660","income","False","","","","",""
"account_common_7661","Gains on non-current debt securities, associates","Beneficios en valores representativos de deuda a largo plazo, empresas asociadas","Beneficis en valors representatius de deute a llarg termini, empreses associades","7661","income","False","","","","",""
"account_common_7662","Gains on non-current debt securities, other related parties","Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas","Beneficis en valors representatius de deute a llarg termini, altres parts vinculades","7662","income","False","","","","",""
"account_common_7663","Gains on non-current investments and debt securities, other companies","Beneficios en valores representativos de deuda a largo plazo, otras empresas","Beneficis en participacions i valors representatius de deute a llarg termini, altres empreses","7663","income","False","","","","",""
"account_common_7665","Gains on current investments and debt securities, group companies","Beneficios en valores representativos de deuda a corto plazo, empresas del grupo","Beneficis en participacions i valors representatius de deute a curt termini, empreses del grup","7665","income","False","","","","",""
"account_common_7666","Gains on current investments and debt securities, associates","Beneficios en valores representativos de deuda a corto plazo, empresas asociadas","Beneficis en participacions i valors representatius de deute a curt termini, empreses associades","7666","income","False","","","","",""
"account_common_7667","Gains on current debt securities, other related parties","Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas","Beneficis en valors representatius de deute a curt termini, altres parts vinculades","7667","income","False","","","","",""
"account_common_7668","Gains on current debt securities, other companies","Beneficios en valores representativos de deuda a corto plazo, otras empresas","Beneficis en valors representatius de deute a curt termini, altres empreses","7668","income","False","","","","",""
"account_common_768","Exchange gains","Diferencias positivas de cambio","Diferències positives de canvi","768","income_other","False","","","","",""
"account_common_769","Other financial income","Otros ingresos financieros","Altres ingressos financers","769","income","False","","","","",""
"account_common_770","Gains on intangible assets","Beneficios procedentes del inmovilizado intangible","Beneficis procedents de l’immobilitzat intangible","770","income","False","","","","",""
"account_common_771","Gains on property, plant and equipment","Beneficios procedentes del inmovilizado material","Beneficis procedents de l’immobilitzat material","771","income","False","","","","",""
"account_common_772","Gains on investment property","Beneficios procedentes de las inversiones inmobiliarias","Beneficis procedents de les inversions immobiliàries","772","income","False","","","","",""
"account_common_7733","Gains on non-current investments, group companies","Beneficios procedentes de participaciones a largo plazo, empresas del grupo","Beneficis procedents de participacions a llarg termini, empreses del grup","7733","income","False","","","","",""
"account_common_7734","Gains on non-current investments, associates","Beneficios procedentes de participaciones a largo plazo, empresas asociadas","Beneficis procedents de participacions a llarg termini, empreses associades","7734","income","False","","","","",""
"account_common_7735","Gains on non-current investments, other related parties","Beneficios procedentes de participaciones a largo plazo, otras partes vinculadas","Beneficis procedents de participacions a llarg termini, altres parts vinculades","7735","income","False","","","","",""
"account_common_775","Gains on transaction with own bonds","Beneficos por operaciones con obligaciones propias","Beneficis per operacions amb obligacions pròpies","775","income","False","","","","",""
"account_common_778","Exceptional income","Ingresos excepcionales","Ingressos excepcionals","778","income","False","","","","",""
"account_common_790","Reversal of impairment of intangible assets","Reversión del deterioro del inmovilizado intangible","Reversió del deteriorament de l’immobilitzat intangible","790","income","False","","","","",""
"account_common_792","Reversal of impairment of investment property","Reversión del deterioro de las inversiones inmobiliarias","Reversió del deteriorament de les inversions immobiliàries","792","income","False","","","","",""
"account_common_7930","Reversal of impairment of finished goods and work in progress","Reversión del deterioro de productos terminados y en curso de fabricación","Reversió del deteriorament de productes acabats i en curs de fabricació","7930","income","False","","","","",""
"account_common_7931","Reversal of impairment of merchandise","Reversión del deterioro de mercaderías","Reversió del deteriorament de mercaderies","7931","income","False","","","","",""
"account_common_7932","Reversal of impairment of raw materials","Reversión del deterioro de materias primas","Reversió del deteriorament de primeres matèries","7932","income","False","","","","",""
"account_common_7933","Reversal of impairment of other supplies","Reversión del deterioro de otros aprovisionamientos","Reversió del deteriorament d’altres aprovisionaments","7933","income","False","","","","",""
"account_common_7951","Surplus provisions for taxes","Exceso de provisión para impuestos","Excés de provisió per a impostos","7951","income","False","","","","",""
"account_common_7952","Surplus provisions for other liabilities","Exceso de provisión para otras responsabilidades","Excés de provisió per a altres responsabilitats","7952","income","False","","","","",""
"account_common_79544","Surplus provisions for onerous contracts","Exceso de provisión por contratos onerosos","Excés de provisió per contractes onerosos","79544","income","False","","","","",""
"account_common_79549","Surplus provisions for other trade operations","Exceso de provisión para otras operaciones comerciales","Excés de provisió per a altres operacions comercials","79549","income","False","","","","",""
"account_common_7955","Surplus provisions for environmental actions","Exceso de provisión para actuaciones medioambientales","Excés de provisió per a actuacions mediambientals","7955","income","False","","","","",""
"account_common_7960","Reversal of impairment of non-current investments, group companies","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses del grup","7960","income","False","","","","",""
"account_common_7961","Reversal of impairment of non-current investments, associates","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses associades","7961","income","False","","","","",""
"account_common_7965","Reversal of impairment of non-current debt securities, group companies","Reversión del deterioro de valores representativos de deuda a largo plazo, empresas del grupo","Reversió del deteriorament de valors representatius de deute a llarg termini, empreses del grup","7965","income","False","","","","",""
"account_common_7966","Reversal of impairment of non-current debt securities, associates","Reversión del deterioro de valores representativos de deuda a largo plazo, empresas asociadas","Reversió del deteriorament de valors representatius de deute a llarg termini, empreses associades","7966","income","False","","","","",""
"account_common_7967","Reversal of impairment of non-current debt securities, other related parties","Reversión del deterioro de valores representativos de deuda a largo plazo, otras partes vinculadas","Reversió del deteriorament de valors representatius de deute a llarg termini, altres parts vinculades","7967","income","False","","","","",""
"account_common_7968","Reversal of impairment of non-current debt securities, other companies","Reversión del deterioro de valores representativos de deuda a largo plazo, otras empresas","Reversió del deteriorament de valors representatius de deute a llarg termini, altres empreses","7968","income","False","","","","",""
"account_common_7970","Reversal of impairment of non-current loans, group companies","Reversión del deterioro de créditos a largo plazo, empresas del grupo","Reversió del deteriorament de crèdits a llarg termini, empreses del grup","7970","income","False","","","","",""
"account_common_7971","Reversal of impairment of non-current loans, associates","Reversión del deterioro de créditos a largo plazo, empresas asociadas","Reversió del deteriorament de crèdits a llarg termini, empreses associades","7971","income","False","","","","",""
"account_common_7972","Reversal of impairment of non-current loans, other related parties","Reversión del deterioro de créditos a largo plazo, otras partes vinculadas","Reversió del deteriorament de crèdits a llarg termini, altres parts vinculades","7972","income","False","","","","",""
"account_common_7973","Reversal of impairment of non-current loans, other companies","Reversión del deterioro de créditos a largo plazo, otras empresas","Reversió del deteriorament de crèdits a llarg termini, altres empreses","7973","income","False","","","","",""
"account_common_7980","Reversal of impairment of current investments, group companies","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo","Reversió del deteriorament de participacions en instruments de patrimoni net a curt termini, empreses del grup","7980","income","False","","","","",""
"account_common_7981","Reversal of impairment of current investments, associates","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas","Reversió del deteriorament de participacions en instruments de patrimoni net a curt termini, empreses associades","7981","income","False","","","","",""
"account_common_7985","Reversal of impairment of current debt securities, group companies","Reversión del deterioro de valores representativos de deuda a corto plazo, empresas del grupo","Reversió del deteriorament en valors representatius de deute a curt termini, empreses del grup","7985","income","False","","","","",""
"account_common_7986","Reversal of impairment of current debt securities, associates","Reversión del deterioro de valores representativos de deuda a corto plazo, empresas asociadas","Reversió del deteriorament en valors representatius de deute a curt termini, empreses associades","7986","income","False","","","","",""
"account_common_7987","Reversal of impairment of current debt securities, other related parties","Reversión del deterioro de valores representativos de deuda a corto plazo, otras partes vinculadas","Reversió del deteriorament en valors representatius de deute a curt termini, altres parts vinculades","7987","income","False","","","","",""
"account_common_7988","Reversal of impairment of current debt securities, other companies","Reversión del deterioro de valores representativos de deuda a corto plazo, otras empresas","Reversió del deteriorament en valors representatius de deute a curt termini, altres empreses","7988","income","False","","","","",""
"account_common_7990","Reversal of impairment of current loans, group companies","Reversión del deterioro de créditos a corto plazo, empresas del grupo","Reversió del deteriorament de crèdits a curt termini, empreses del grup","7990","income","False","","","","",""
"account_common_7991","Reversal of impairment of current loans, associates","Reversión del deterioro de créditos a corto plazo, empresas asociadas","Reversió del deteriorament de crèdits a curt termini, empreses associades","7991","income","False","","","","",""
"account_common_7992","Reversal of impairment of current loans, other related parties","Reversión del deterioro de créditos a corto plazo, otras partes vinculadas","Reversió del deteriorament de crèdits a curt termini, altres parts vinculades","7992","income","False","","","","",""
"account_common_7993","Reversal of impairment of current loans, other companies","Reversión del deterioro de créditos a corto plazo, otras empresas","Reversió del deteriorament de crèdits a curt termini, altres empreses","7993","income","False","","","","",""
