id,city_id:id,start,end
zip_range_4450,city_br_4517,17940-000,17949-999
zip_range_4451,city_br_4518,87915-000,87919-999
zip_range_4452,city_br_4519,62280-000,62296-999
zip_range_4453,city_br_4520,65540-000,65544-999
zip_range_4454,city_br_4521,65145-000,65147-999
zip_range_4455,city_br_201,58300-001,58304-999
zip_range_4456,city_br_4522,15780-000,15784-999
zip_range_4457,city_br_4523,37775-000,37779-999
zip_range_4458,city_br_4524,47150-000,47159-999
zip_range_4459,city_br_4525,36235-000,36239-999
zip_range_4460,city_br_4526,36135-000,36139-999
zip_range_4461,city_br_4527,35326-000,35327-999
zip_range_4462,city_br_4528,75840-000,75844-999
zip_range_4463,city_br_4529,35225-000,35229-999
zip_range_4464,city_br_4530,76395-000,76399-999
zip_range_4465,city_br_4531,79690-000,79699-999
zip_range_4466,city_br_4532,13670-000,13689-999
zip_range_4467,city_br_4533,37540-000,37541-999
zip_range_4468,city_br_4534,77565-000,77569-999
zip_range_4469,city_br_4535,78453-000,78454-999
zip_range_4470,city_br_4536,98780-001,98799-999
zip_range_4471,city_br_4537,38805-000,38809-999
zip_range_4472,city_br_4538,75455-000,75459-999
zip_range_4473,city_br_4539,88763-000,88764-999
zip_range_4474,city_br_4540,49640-000,49649-999
zip_range_4475,city_br_4541,14270-000,14299-999
zip_range_4476,city_br_4542,64518-000,64519-999
zip_range_4477,city_br_4543,69955-000,69959-999
zip_range_4478,city_br_4544,88965-000,88969-999
zip_range_4479,city_br_4545,77375-000,77377-999
zip_range_4480,city_br_4546,15768-000,15769-999
zip_range_4481,city_br_4547,29650-000,29664-999
zip_range_4482,city_br_4548,44590-000,44599-999
zip_range_4483,city_br_4549,58720-000,58722-999
zip_range_4484,city_br_4550,95715-000,95716-999
zip_range_4485,city_br_4551,76480-000,76484-999
zip_range_4486,city_br_4552,85825-000,85825-999
zip_range_4487,city_br_4553,77615-000,77619-999
zip_range_4488,city_br_4554,78650-000,78651-999
zip_range_4489,city_br_4555,56750-000,56759-999
zip_range_4490,city_br_4556,89199-000,89199-999
zip_range_4491,city_br_4557,76500-000,76509-999
zip_range_4492,city_br_4558,85875-000,85876-999
zip_range_4493,city_br_4559,89983-000,89984-999
zip_range_4494,city_br_4560,77885-000,77887-999
zip_range_4495,city_br_4561,38320-000,38349-999
zip_range_4496,city_br_4562,96230-000,96254-999
zip_range_4497,city_br_4563,48880-000,48889-999
zip_range_4498,city_br_289,68925-001,68939-999
zip_range_4499,city_br_4564,47700-000,47729-999
zip_range_4500,city_br_4565,96590-000,96599-999
zip_range_4501,city_br_4566,15765-000,15767-999
zip_range_4502,city_br_4567,37195-000,37199-999
zip_range_4503,city_br_4568,36795-000,36799-999
zip_range_4504,city_br_4569,58985-000,58989-999
zip_range_4505,city_br_195,06500-001,06549-999
zip_range_4506,city_br_4570,35785-000,35788-999
zip_range_4507,city_br_4571,62150-000,62159-999
zip_range_4508,city_br_4572,68560-000,68564-999
zip_range_4509,city_br_4573,63190-000,63194-999
zip_range_4510,city_br_4574,36620-000,36629-999
zip_range_4511,city_br_4575,36146-000,36147-999
zip_range_4512,city_br_4576,57500-000,57509-999
zip_range_4513,city_br_4577,84970-000,84979-999
zip_range_4514,city_br_4578,37278-000,37279-999
zip_range_4515,city_br_4579,36940-000,36946-999
zip_range_4516,city_br_4580,65555-000,65559-999
zip_range_4517,city_br_4581,59520-000,59527-999
zip_range_4518,city_br_4582,57840-000,57859-999
zip_range_4519,city_br_4583,35179-000,35179-999
zip_range_4520,city_br_4584,64615-000,64617-999
zip_range_4521,city_br_4585,35845-000,35849-999
zip_range_4522,city_br_4586,49985-000,49989-999
zip_range_4523,city_br_4587,59350-000,59354-999
zip_range_4524,city_br_4588,58795-000,58797-999
zip_range_4525,city_br_4589,36430-000,36439-999
zip_range_4526,city_br_4590,44260-000,44269-999
zip_range_4527,city_br_082,68000-001,68128-999
zip_range_4528,city_br_4591,68720-000,68720-999
zip_range_4529,city_br_4592,97700-000,97752-999
zip_range_4530,city_br_4593,89854-000,89854-999
zip_range_4531,city_br_4594,78425-000,78429-999
zip_range_4532,city_br_4595,44200-000,44219-999
zip_range_4533,city_br_4596,88140-000,88149-999
zip_range_4534,city_br_4597,49180-000,49189-999
zip_range_4535,city_br_4598,65195-000,65199-999
zip_range_4536,city_br_4599,19360-000,19379-999
zip_range_4537,city_br_4600,58675-000,58679-999
zip_range_4538,city_br_025,09000-001,09299-999
zip_range_4539,city_br_4601,98800-001,98849-999
zip_range_4540,city_br_4602,59255-000,59257-999
zip_range_4541,city_br_4603,14390-000,14399-999
zip_range_4542,city_br_4604,75935-000,75939-999
zip_range_4543,city_br_4605,95500-000,95514-999
zip_range_4544,city_br_4606,86430-000,86449-999
zip_range_4545,city_br_4607,97870-000,97879-999
zip_range_4546,city_br_4608,75375-000,75379-999
zip_range_4547,city_br_313,44570-001,44574-999
zip_range_4548,city_br_4609,64640-000,64644-999
zip_range_4549,city_br_4610,28470-000,28494-999
zip_range_4550,city_br_4611,13830-000,13834-999
zip_range_4551,city_br_4612,37262-000,37263-999
zip_range_4552,city_br_4613,16130-000,16199-999
zip_range_4553,city_br_4614,36670-000,36679-999
zip_range_4554,city_br_4615,87730-000,87739-999
zip_range_4555,city_br_4616,72900-001,72909-999
zip_range_4556,city_br_4617,35388-000,35389-999
zip_range_4557,city_br_4618,69680-000,69684-999
zip_range_4558,city_br_4619,39160-000,39164-999
zip_range_4559,city_br_4620,39935-000,39939-999
zip_range_4560,city_br_4621,13995-000,13999-999
zip_range_4561,city_br_4622,78628-000,78629-999
zip_range_4562,city_br_4623,78180-000,78189-999
zip_range_4563,city_br_4624,35560-000,35564-999
zip_range_4564,city_br_4625,99265-000,99269-999
zip_range_4565,city_br_4626,86315-000,86319-999
zip_range_4566,city_br_4627,12450-000,12459-999
zip_range_4567,city_br_4628,99525-000,99527-999
zip_range_4568,city_br_4629,39538-000,39539-999
zip_range_4569,city_br_4630,35880-000,35893-999
zip_range_4570,city_br_4631,85710-000,85726-999
zip_range_4571,city_br_4632,68786-000,68789-999
zip_range_4572,city_br_4633,65730-000,65734-999
zip_range_4573,city_br_4634,64438-000,64439-999
zip_range_4574,city_br_4635,98590-000,98594-999
zip_range_4575,city_br_4636,98960-000,98969-999
zip_range_4576,city_br_4637,44190-000,44199-999
zip_range_4577,city_br_4638,19190-000,19199-999
zip_range_4578,city_br_4639,99895-000,99899-999
zip_range_4579,city_br_4640,39210-000,39214-999
zip_range_4580,city_br_4641,86650-000,86659-999
zip_range_4581,city_br_4642,64560-000,64562-999
zip_range_4582,city_br_4643,16240-000,16249-999
zip_range_4583,city_br_056,11000-001,11249-999
zip_range_4584,city_br_4644,36240-000,36249-999
zip_range_4585,city_br_4645,62370-000,62374-999
zip_range_4586,city_br_4646,65440-000,65449-999
zip_range_4587,city_br_4647,55410-000,55414-999
zip_range_4588,city_br_4648,58857-000,58859-999
zip_range_4589,city_br_4649,65235-000,65237-999
zip_range_4590,city_br_4650,58865-000,58869-999
zip_range_4591,city_br_4651,37407-000,37407-999
zip_range_4592,city_br_4652,59590-000,59591-999
zip_range_4593,city_br_4653,12490-000,12499-999
zip_range_4594,city_br_4654,89280-001,89293-999
zip_range_4595,city_br_4655,77958-000,77959-999
zip_range_4596,city_br_4656,59210-000,59212-999
zip_range_4597,city_br_4657,55370-000,55374-999
zip_range_4598,city_br_4658,89982-000,89982-999
zip_range_4599,city_br_4659,65550-000,65554-999
zip_range_4600,city_br_021,09600-001,09899-999
zip_range_4601,city_br_4660,88485-000,88489-999
zip_range_4602,city_br_4661,97670-000,97684-999
zip_range_4603,city_br_4662,57380-000,57389-999
zip_range_4604,city_br_4663,35495-000,35496-999
zip_range_4605,city_br_4664,64783-000,64784-999
zip_range_4606,city_br_4665,68775-000,68779-999
zip_range_4607,city_br_178,09500-001,09599-999
zip_range_4608,city_br_4666,55130-000,55139-999
zip_range_4609,city_br_4667,89885-000,89885-999
zip_range_4610,city_br_113,13560-001,13579-999
zip_range_4611,city_br_4668,87770-000,87779-999
zip_range_4612,city_br_4669,49100-000,49119-999
zip_range_4613,city_br_4670,89533-000,89534-999
zip_range_4614,city_br_4671,47820-000,47829-999
zip_range_4615,city_br_4672,48895-000,48899-999
zip_range_4616,city_br_4673,73860-000,73864-999
zip_range_4617,city_br_4674,58853-000,58854-999
zip_range_4618,city_br_4675,89835-000,89836-999
zip_range_4619,city_br_4676,49525-000,49529-999
zip_range_4620,city_br_4677,35335-000,35337-999
zip_range_4621,city_br_4678,68520-000,68520-999
zip_range_4622,city_br_4679,65888-000,65889-999
zip_range_4623,city_br_4680,68635-000,68636-999
zip_range_4624,city_br_4681,58485-000,58486-999
zip_range_4625,city_br_4682,65790-000,65794-999
zip_range_4626,city_br_4683,29745-000,29749-999
zip_range_4627,city_br_4684,35993-000,35999-999
zip_range_4628,city_br_4685,99270-000,99289-999
zip_range_4629,city_br_4686,44550-000,44559-999
zip_range_4630,city_br_4687,76977-000,76978-999
zip_range_4631,city_br_4688,44360-000,44379-999
zip_range_4632,city_br_4689,65890-000,65894-999
zip_range_4633,city_br_4690,35275-000,35276-999
zip_range_4634,city_br_4691,78670-000,78673-999
zip_range_4635,city_br_4692,47665-000,47679-999
zip_range_4636,city_br_4693,64375-000,64377-999
zip_range_4637,city_br_4694,77605-000,77609-999
zip_range_4638,city_br_4695,68380-000,68382-999
zip_range_4639,city_br_4696,59327-000,59329-999
zip_range_4640,city_br_4697,28400-000,28429-999
zip_range_4641,city_br_4698,39300-000,39313-999
zip_range_4642,city_br_4699,58818-000,58818-999
zip_range_4643,city_br_4700,49945-000,49949-999
zip_range_4644,city_br_4701,15710-000,15712-999
zip_range_4645,city_br_4702,97610-000,97639-999
zip_range_4646,city_br_4703,64745-000,64747-999
zip_range_4647,city_br_4704,75490-000,75494-999
zip_range_4648,city_br_4705,28230-000,28249-999
zip_range_4649,city_br_4706,35543-000,35543-999
zip_range_4650,city_br_4707,95400-000,95419-999
zip_range_4651,city_br_4708,38260-000,38269-999
zip_range_4652,city_br_4709,65929-000,65929-999
zip_range_4653,city_br_4710,43900-000,43999-999
zip_range_4654,city_br_4711,36810-000,36814-999
zip_range_4655,city_br_4712,76935-000,76936-999
zip_range_4656,city_br_4713,65650-000,65659-999
zip_range_4657,city_br_4714,59908-000,59909-999
zip_range_4658,city_br_4715,68748-000,68749-999
zip_range_4659,city_br_4716,64550-000,64554-999
zip_range_4660,city_br_4717,89240-000,89244-999
zip_range_4661,city_br_4718,44915-000,44919-999
zip_range_4662,city_br_4719,97300-000,97334-999
zip_range_4663,city_br_4720,69750-000,69799-999
zip_range_4664,city_br_4721,29780-000,29784-999
zip_range_4665,city_br_4722,79490-000,79499-999
zip_range_4666,city_br_4723,36530-000,36539-999
zip_range_4667,city_br_4724,39723-000,39724-999
zip_range_4668,city_br_4725,68570-000,68574-999
zip_range_4669,city_br_4726,35258-000,35259-999
zip_range_4670,city_br_018,24400-001,24799-999
zip_range_4671,city_br_4727,38790-000,38793-999
zip_range_4672,city_br_4728,62670-000,62679-999
zip_range_4673,city_br_265,59290-001,59299-999
zip_range_4674,city_br_4729,64993-000,64994-999
zip_range_4675,city_br_4730,35544-000,35544-999
zip_range_4676,city_br_4731,64435-000,64437-999
zip_range_4677,city_br_4732,35935-000,35937-999
zip_range_4678,city_br_4733,39185-000,39187-999
zip_range_4679,city_br_4734,37490-000,37495-999
zip_range_4680,city_br_4735,44330-000,44339-999
zip_range_4681,city_br_4736,38800-000,38804-999
zip_range_4682,city_br_4737,96700-000,96734-999
zip_range_4683,city_br_4738,86270-000,86279-999
zip_range_4684,city_br_4739,55435-000,55439-999
zip_range_4685,city_br_4740,85570-000,85574-999
zip_range_4686,city_br_4741,65225-000,65229-999
zip_range_4687,city_br_4742,88240-000,88259-999
zip_range_4688,city_br_4743,37920-000,37921-999
zip_range_4689,city_br_4744,73760-000,73769-999
zip_range_4690,city_br_4745,69375-000,69377-999
zip_range_4691,city_br_4746,28200-000,28229-999
zip_range_4692,city_br_4747,13870-001,13879-999
zip_range_4693,city_br_4748,64635-000,64637-999
zip_range_4694,city_br_4749,64243-000,64244-999
zip_range_4695,city_br_4750,39355-000,39359-999
zip_range_4696,city_br_4751,37568-000,37569-999
zip_range_4697,city_br_4752,75985-000,75989-999
zip_range_4698,city_br_4753,68774-000,68774-999
zip_range_4699,city_br_4754,39430-000,39436-999
zip_range_4700,city_br_4755,64350-000,64359-999
zip_range_4701,city_br_4756,99855-000,99859-999
zip_range_4702,city_br_4757,64510-000,64511-999
zip_range_4703,city_br_4758,15640-000,15649-999
zip_range_4704,city_br_4759,39475-000,39477-999
zip_range_4705,city_br_4760,15315-000,15319-999
zip_range_4706,city_br_053,25500-001,25599-999
zip_range_4707,city_br_4761,68719-000,68719-999
zip_range_4708,city_br_4762,36300-001,36319-999
zip_range_4709,city_br_4763,68518-000,68519-999
zip_range_4710,city_br_4764,64155-000,64159-999
zip_range_4711,city_br_4765,87740-000,87749-999
zip_range_4712,city_br_4766,58590-000,58594-999
zip_range_4713,city_br_4767,65385-000,65389-999
zip_range_4714,city_br_4768,88395-000,88399-999
zip_range_4715,city_br_4769,86930-000,86934-999
zip_range_4716,city_br_4770,62965-000,62969-999
zip_range_4717,city_br_4771,36918-000,36919-999
zip_range_4718,city_br_4772,35277-000,35279-999
zip_range_4719,city_br_4773,89897-000,89897-999
zip_range_4720,city_br_4774,35146-000,35146-999
zip_range_4721,city_br_4775,39365-000,39369-999
zip_range_4722,city_br_4776,65973-000,65974-999
zip_range_4723,city_br_4777,39540-000,39546-999
zip_range_4724,city_br_4778,17970-000,17979-999
zip_range_4725,city_br_4779,64760-000,64762-999
zip_range_4726,city_br_4780,97230-000,97249-999
zip_range_4727,city_br_4781,58910-000,58914-999
zip_range_4728,city_br_4782,59310-000,59314-999
zip_range_4729,city_br_4783,65615-000,65619-999
zip_range_4730,city_br_4784,88970-000,88979-999
zip_range_4731,city_br_4785,58520-000,58529-999
zip_range_4732,city_br_4786,84150-000,84159-999
zip_range_4733,city_br_4787,65665-000,65667-999
zip_range_4734,city_br_4788,39704-000,39706-999
zip_range_4735,city_br_4789,36680-000,36689-999
zip_range_4736,city_br_4790,88600-000,88624-999
zip_range_4737,city_br_4791,14600-000,14609-999
zip_range_4738,city_br_4792,32920-000,32999-999
zip_range_4739,city_br_4793,55670-000,55674-999
zip_range_4740,city_br_4794,95365-000,95369-999
zip_range_4741,city_br_4795,85575-000,85579-999
zip_range_4742,city_br_4796,87190-000,87199-999
zip_range_4743,city_br_4797,87555-000,87559-999
zip_range_4744,city_br_104,88100-001,88124-999
zip_range_4745,city_br_4798,37945-000,37947-999
zip_range_4746,city_br_4799,14440-000,14444-999
zip_range_4747,city_br_4800,84980-000,84989-999
zip_range_4748,city_br_4801,55565-000,55569-999
zip_range_4749,city_br_4802,58815-000,58816-999
zip_range_4750,city_br_4803,57860-000,57889-999
zip_range_4751,city_br_4804,33350-000,33399-999
zip_range_4752,city_br_4805,39785-000,39789-000
zip_range_4753,city_br_4806,57445-000,57459-999
zip_range_4754,city_br_4807,35694-000,35694-999
zip_range_4755,city_br_4808,45620-000,45621-999
zip_range_4756,city_br_4809,98325-000,98329-999
zip_range_4757,city_br_4810,85898-000,85899-999
zip_range_4758,city_br_4811,58784-000,58789-999
zip_range_4759,city_br_4812,58723-000,58724-999
zip_range_4760,city_br_4813,59162-000,59163-999
zip_range_4761,city_br_4814,58940-000,58944-999
zip_range_4762,city_br_4815,58758-000,58759-999
zip_range_4763,city_br_119,65110-000,65129-999
zip_range_4764,city_br_4816,28455-000,28459-999
zip_range_4765,city_br_4817,37510-000,37510-999
zip_range_4766,city_br_4818,12830-000,12849-999
zip_range_4767,city_br_4819,56950-000,56979-999
zip_range_4768,city_br_4820,58725-000,58729-999
zip_range_4769,city_br_4821,58893-000,58894-999
zip_range_4770,city_br_4822,29470-000,29479-999
zip_range_4771,city_br_4823,59275-000,59279-999
zip_range_4772,city_br_4824,89930-000,89934-999
zip_range_4773,city_br_4825,88570-000,88579-999
zip_range_4774,city_br_4826,39848-000,39849-999
zip_range_4775,city_br_4827,64245-000,64249-999
zip_range_4776,city_br_4828,56700-000,56719-999
zip_range_4777,city_br_4829,35986-000,35992-999
zip_range_4778,city_br_4830,99380-000,99399-999
zip_range_4779,city_br_4831,95755-000,95757-999
zip_range_4780,city_br_4832,98958-000,98959-999
zip_range_4781,city_br_4833,44698-000,44699-999
zip_range_4782,city_br_4834,39707-000,39707-999
zip_range_4783,city_br_4835,36990-000,36999-999
zip_range_4784,city_br_4836,96225-000,96229-999
zip_range_4785,city_br_4837,99870-000,99877-999
zip_range_4786,city_br_4838,64555-000,64557-999
zip_range_4787,city_br_4839,64625-000,64629-999
zip_range_4788,city_br_4840,78773-000,78774-999
zip_range_4789,city_br_4841,78435-000,78444-999
zip_range_4790,city_br_4842,13720-000,13729-999
zip_range_4791,city_br_045,15000-001,15104-999
zip_range_4792,city_br_4843,58610-000,58619-999
zip_range_4793,city_br_4844,59378-000,59379-999
zip_range_4794,city_br_4845,95748-000,95749-999
zip_range_4795,city_br_4846,25780-000,25799-999
zip_range_4796,city_br_4847,78663-000,78663-999
zip_range_4797,city_br_4848,95280-000,95289-999
zip_range_4798,city_br_4849,65762-000,65762-999
zip_range_4799,city_br_030,12200-001,12249-999
zip_range_4800,city_br_4850,58570-000,58574-999
zip_range_4801,city_br_085,83000-001,83189-999
zip_range_4802,city_br_4851,78285-000,78289-999
zip_range_4803,city_br_4852,58339-000,58339-999
zip_range_4804,city_br_4853,64670-000,64674-999
zip_range_4805,city_br_144,93000-001,93179-999
zip_range_4806,city_br_4854,37470-000,37471-999
zip_range_4807,city_br_282,54700-001,54749-999
zip_range_4808,city_br_4855,06890-000,06899-999
zip_range_4809,city_br_4856,89990-000,89997-999
zip_range_4810,city_br_4857,64778-000,64779-999
zip_range_4811,city_br_4858,96170-000,96177-999
zip_range_4812,city_br_4859,88730-000,88734-999
zip_range_4813,city_br_015,65000-001,65109-999
zip_range_4814,city_br_4860,76100-000,76104-999
zip_range_4815,city_br_4861,62665-000,62669-999
zip_range_4816,city_br_4862,64638-000,64639-999
zip_range_4817,city_br_4863,57920-000,57924-999
zip_range_4818,city_br_4864,65708-000,65708-999
zip_range_4819,city_br_4865,69370-000,69372-999
zip_range_4820,city_br_4866,76365-000,76369-999
zip_range_4821,city_br_4867,12140-000,12169-999
zip_range_4822,city_br_4868,97800-000,97842-999
zip_range_4823,city_br_4869,58625-000,58639-999
zip_range_4824,city_br_4870,87215-000,87219-999
zip_range_4825,city_br_4871,18650-000,18659-999
zip_range_4826,city_br_4872,95190-000,95199-999
zip_range_4827,city_br_4873,98690-000,98699-999
zip_range_4828,city_br_4874,88765-000,88769-999
zip_range_4829,city_br_4875,97190-000,97194-999
zip_range_4830,city_br_246,29930-001,29949-999
zip_range_4831,city_br_4876,65470-000,65479-999
zip_range_4832,city_br_4877,83900-000,83979-999
zip_range_4833,city_br_4878,59920-000,59924-999
zip_range_4834,city_br_4879,18230-000,18239-999
zip_range_4835,city_br_4880,64378-000,64379-999
zip_range_4836,city_br_4881,89879-000,89879-999
zip_range_4837,city_br_4882,44580-000,44589-999
zip_range_4838,city_br_4883,98865-000,98869-999
zip_range_4839,city_br_4884,58334-000,58336-999
zip_range_4840,city_br_4885,49535-000,49539-999
zip_range_4841,city_br_4886,36590-000,36591-999
zip_range_4842,city_br_4887,76590-000,76599-999
zip_range_4843,city_br_4888,64558-000,64559-999
zip_range_4844,city_br_4889,59585-000,59585-999
zip_range_4845,city_br_4890,68660-000,68664-999
zip_range_4846,city_br_4891,76932-000,76933-999
zip_range_4847,city_br_4892,85877-000,85879-999
zip_range_4848,city_br_4893,89900-000,89904-999
zip_range_4849,city_br_4894,75185-000,75189-999
zip_range_4850,city_br_4895,64330-000,64332-999
zip_range_4851,city_br_4896,77925-000,77929-999
zip_range_4852,city_br_4897,57240-001,57249-999
zip_range_4853,city_br_4898,57940-000,57944-999
zip_range_4854,city_br_4899,97880-000,97884-999
zip_range_4855,city_br_4900,76343-000,76344-999
zip_range_4856,city_br_001,01000-001,05999-999
zip_range_4857,city_br_001,08000-000,08499-999
zip_range_4858,city_br_4901,97980-000,97999-999
zip_range_4859,city_br_4902,69600-000,69619-999
zip_range_4860,city_br_4903,59460-000,59463-999
zip_range_4861,city_br_4904,59480-000,59489-999
zip_range_4862,city_br_4905,13520-000,13524-999
zip_range_4863,city_br_4906,65920-000,65920-999
zip_range_4864,city_br_303,28940-001,28949-999
zip_range_4865,city_br_4907,78835-000,78839-999
zip_range_4866,city_br_4908,95758-000,95759-999
zip_range_4867,city_br_4909,37855-000,37859-999
zip_range_4868,city_br_4910,98323-000,98324-999
zip_range_4869,city_br_4911,88125-000,88129-999
zip_range_4870,city_br_4912,97920-000,97929-999
zip_range_4871,city_br_4913,85929-000,85929-999
zip_range_4872,city_br_4914,86945-000,86949-999
zip_range_4873,city_br_4915,87955-000,87959-999
zip_range_4874,city_br_4916,64430-000,64434-999
zip_range_4875,city_br_4917,39784-000,39784-999
zip_range_4876,city_br_4918,97400-000,97409-999
zip_range_4877,city_br_4919,18940-000,18949-999
zip_range_4878,city_br_4920,65978-000,65979-999
zip_range_4879,city_br_4921,35360-000,35363-999
zip_range_4880,city_br_4922,59518-000,59519-999
zip_range_4881,city_br_4923,65840-000,65849-999
zip_range_4882,city_br_4924,65753-000,65754-999
zip_range_4883,city_br_4925,64770-000,64772-999
zip_range_4884,city_br_4926,65758-000,65759-999
zip_range_4885,city_br_4927,39290-000,39294-999
zip_range_4886,city_br_4928,18130-001,18146-999
zip_range_4887,city_br_4929,37927-000,37929-999
zip_range_4888,city_br_4930,29665-000,29669-999
zip_range_4889,city_br_4931,77368-000,77369-999
zip_range_4890,city_br_4932,57275-000,57279-999
zip_range_4891,city_br_4933,11600-001,11629-999
zip_range_4892,city_br_4934,86240-000,86249-999
zip_range_4893,city_br_4935,37567-000,37567-999
zip_range_4894,city_br_4936,68820-000,68824-999
zip_range_4895,city_br_4937,13790-000,13799-999
zip_range_4896,city_br_4938,36793-000,36794-999
zip_range_4897,city_br_4939,58119-000,58119-999
zip_range_4898,city_br_4940,28550-000,28569-999
zip_range_4899,city_br_4941,35334-000,35334-999
zip_range_4900,city_br_4942,95760-000,95764-999
zip_range_4901,city_br_4943,39795-000,39799-999
zip_range_4902,city_br_4944,35567-000,35569-999
zip_range_4903,city_br_4945,37950-000,37959-999
zip_range_4904,city_br_4946,43850-000,43899-999
zip_range_4905,city_br_4947,35815-000,35819-999
zip_range_4906,city_br_4948,37467-000,37467-999
zip_range_4907,city_br_4949,77990-000,77992-999
zip_range_4908,city_br_4950,69135-000,69139-999
zip_range_4909,city_br_4951,58510-000,58514-999
zip_range_4910,city_br_4952,97340-000,97384-999
zip_range_4911,city_br_4953,75890-000,75899-999
zip_range_4912,city_br_4954,14200-000,14209-999
zip_range_4913,city_br_4955,37408-000,37409-999
zip_range_4914,city_br_4956,36350-000,36359-999
zip_range_4915,city_br_4957,37960-000,37964-999
zip_range_4916,city_br_4958,87220-000,87224-999
zip_range_4917,city_br_4959,59400-000,59409-999
zip_range_4918,city_br_4960,99640-000,99644-999
zip_range_4919,city_br_4961,99240-000,99249-999
zip_range_4920,city_br_4962,77390-000,77394-999
zip_range_4921,city_br_4963,98595-000,98599-999
zip_range_4922,city_br_4964,95795-000,95799-999
zip_range_4923,city_br_4965,59340-000,59342-999
zip_range_4924,city_br_083,11300-001,11399-999
zip_range_4925,city_br_4966,37370-000,37399-999
zip_range_4926,city_br_4967,58158-000,58159-999
zip_range_4927,city_br_4968,97420-000,97449-999
zip_range_4928,city_br_4969,65220-000,65222-999
zip_range_4929,city_br_4970,55860-000,55864-999
zip_range_4930,city_br_4971,58340-000,58341-999
zip_range_4931,city_br_4972,44530-000,44539-999
zip_range_4932,city_br_4973,78365-000,78369-999
zip_range_4933,city_br_4974,93800-001,93879-999
zip_range_4934,city_br_4975,84290-000,84299-999
zip_range_4935,city_br_4976,37690-000,37699-999
zip_range_4936,city_br_4977,68548-000,68548-999
zip_range_4937,city_br_4978,25880-000,25899-999
zip_range_4938,city_br_226,93200-001,93249-999
zip_range_4939,city_br_4979,28990-001,28999-999
zip_range_4940,city_br_257,87110-001,87119-999
zip_range_4941,city_br_4980,99560-000,99579-999
zip_range_4942,city_br_4981,18225-000,18229-999
zip_range_4943,city_br_4982,39728-000,39729-999
zip_range_4944,city_br_4983,18840-000,18859-999
zip_range_4945,city_br_4984,32450-000,32469-999
zip_range_4946,city_br_4985,48485-000,48489-999
zip_range_4947,city_br_4986,57120-000,57129-999
zip_range_4948,city_br_4987,65709-000,65709-999
zip_range_4949,city_br_4988,44220-000,44229-999
zip_range_4950,city_br_4989,85568-000,85569-999
zip_range_4951,city_br_4990,89868-000,89869-999
zip_range_4952,city_br_4991,44740-000,44744-999
zip_range_4953,city_br_4992,89275-000,89277-999
zip_range_4954,city_br_4993,46900-000,46929-999
zip_range_4955,city_br_4994,89770-000,89777-999
zip_range_4956,city_br_4995,15180-000,15189-999
zip_range_4957,city_br_4996,64985-000,64989-999
zip_range_4958,city_br_4997,46450-000,46459-999
zip_range_4959,city_br_4998,64873-000,64874-999
zip_range_4960,city_br_4999,98380-000,98384-999
zip_range_4961,city_br_5000,98675-000,98679-999
zip_range_4962,city_br_5001,96910-000,96919-999
zip_range_4963,city_br_5002,99450-000,99456-999
zip_range_4964,city_br_5003,79590-000,79599-999
zip_range_4965,city_br_5004,35441-000,35441-999
zip_range_4966,city_br_5005,69940-000,69944-999
zip_range_4967,city_br_5006,65783-000,65784-999
zip_range_4968,city_br_5007,37615-000,37619-999
zip_range_4969,city_br_194,75250-001,75264-999
zip_range_4970,city_br_5008,36650-000,36659-999
zip_range_4971,city_br_5009,59250-000,59254-999
zip_range_4972,city_br_5010,36540-000,36541-999
zip_range_4973,city_br_5011,59168-000,59169-999
zip_range_4974,city_br_5012,69925-000,69925-999
zip_range_4975,city_br_5013,37586-000,37587-999
zip_range_4976,city_br_5014,68360-000,68364-999
zip_range_4977,city_br_5015,65935-000,65935-499
zip_range_4978,city_br_5016,39190-000,39199-999
zip_range_4979,city_br_5017,63600-000,63604-999
zip_range_4980,city_br_5018,57515-000,57519-999
zip_range_4981,city_br_5019,62470-000,62479-999
zip_range_4982,city_br_5020,98895-000,98897-999
zip_range_4983,city_br_5021,84220-000,84239-999
zip_range_4984,city_br_5022,48970-000,48989-999
zip_range_4985,city_br_5023,36470-000,36474-999
zip_range_4986,city_br_5024,39745-000,39749-999
zip_range_4987,city_br_5025,36275-000,36279-999
zip_range_4988,city_br_5026,96765-000,96769-999
zip_range_4989,city_br_5027,47350-000,47399-999
zip_range_4990,city_br_5028,99250-000,99254-999
zip_range_4991,city_br_5029,35368-000,35369-999
zip_range_4992,city_br_5030,76934-000,76934-999
zip_range_4993,city_br_5031,95918-000,95919-999
zip_range_4994,city_br_5032,37454-000,37455-999
zip_range_4995,city_br_5033,23890-001,23899-999
zip_range_4996,city_br_041,29160-001,29184-999
zip_range_4997,city_br_5034,89871-000,89871-999
zip_range_4998,city_br_5035,14230-000,14239-999
zip_range_4999,city_br_5036,39165-000,39169-999
zip_range_5000,city_br_5037,58580-000,58587-999
zip_range_5001,city_br_5038,59245-000,59246-999
zip_range_5002,city_br_5039,58260-000,58264-999
zip_range_5003,city_br_5040,35617-000,35619-999
zip_range_5004,city_br_5041,59214-000,59214-999
zip_range_5005,city_br_5042,59663-000,59664-999
zip_range_5006,city_br_5043,68948-000,68949-999
zip_range_5007,city_br_5044,47630-000,47639-999
zip_range_5008,city_br_5045,38760-000,38769-999
zip_range_5009,city_br_5046,39868-000,39869-999
