id,code,type,description,supplementary_unit,start_date,expiry_date
"commodity_code_2018_85255000","85255000","commodity","Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus","p/st","",""
"commodity_code_2018_85256000","85256000","commodity","Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus","p/st","",""
"commodity_code_2018_85258011","85258011","commodity","Television cameras, with 3 or more camera tubes","","","2022-01-01"
"commodity_code_2018_85258019","85258019","commodity","Television cameras (excl. those with 3 or more camera tubes and video recorders)","","","2022-01-01"
"commodity_code_2018_85258030","85258030","commodity","Digital cameras","","","2022-01-01"
"commodity_code_2018_85258091","85258091","commodity","Video camera recorders only able to record sound and images taken by the television camera","","","2022-01-01"
"commodity_code_2018_85258099","85258099","commodity","Video camera recorders able to record television programmes and sound and images taken by the television camera","","","2022-01-01"
"commodity_code_2018_85261000","85261000","commodity","Radar apparatus","","",""
"commodity_code_2018_85269120","85269120","commodity","Radio navigational receivers (excl. radar apparatus)","p/st","",""
"commodity_code_2018_85269180","85269180","commodity","Radio navigational aid apparatus (excl. receivers and radar apparatus)","","",""
"commodity_code_2018_85269200","85269200","commodity","Radio remote control apparatus","","",""
"commodity_code_2018_85271210","85271210","commodity","Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with an analogue and digital reading system, with built-in amplifier, without built-in loudspeakers, capable of being operated without an external source of power","","",""
"commodity_code_2018_85271290","85271290","commodity","Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, without built-in loudspeakers, capable of being operated without an external source of power (excl. with analogue and digital reading system)","","",""
"commodity_code_2018_85271310","85271310","commodity","Radio-broadcast receivers capable of operating without an external source of power, combined with sound-reproducing apparatus with laser reading system (excl. pocket-size radiocassette players)","","",""
"commodity_code_2018_85271391","85271391","commodity","Cassette radios, capable of operating without an external source of power, combined with sound recording or reproducing apparatus, with an analogue and digital reading system (excl. pocket-size radiocassette players)","","",""
"commodity_code_2018_85271399","85271399","commodity","Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excl. pocket-size radiocassette players, with laser reading system and cassette decks with an analogue and digital reading system)","","",""
"commodity_code_2018_85271900","85271900","commodity","Radio-broadcast receivers capable of operating without an external source of power, not combined with sound-reproducing apparatus","p/st","",""
"commodity_code_2018_85272120","85272120","commodity","Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system","p/st","",""
"commodity_code_2018_85272152","85272152","commodity","Cassette-radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system","p/st","",""
"commodity_code_2018_85272159","85272159","commodity","Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. those with sound-reproducing apparatus or a laser reading system and cassette decks with an analogue and digital reading system)","p/st","",""
"commodity_code_2018_85272170","85272170","commodity","Radio-broadcast receivers of a type used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system (excl. those capable of receiving and decoding digital Radio Data System signals)","p/st","",""
"commodity_code_2018_85272192","85272192","commodity","Cassette-radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating an analogue and digital reading system (excl. those capable of receiving and decoding digital Radio Data System signals)","p/st","",""
"commodity_code_2018_85272198","85272198","commodity","Radio-broadcast receivers of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. sound-reproducing apparatus incorporating a laser reading system, those capable of receiving and decoding digital Radio Data System signals and cassette decks with an analogue and digital reading system)","p/st","",""
"commodity_code_2018_85272900","85272900","commodity","Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, not combined with sound recording or reproducing apparatus","p/st","",""
"commodity_code_2018_85279111","85279111","commodity","Cassette radios, only mains-operated, with, in the same housing, one or more loudspeakers, combined with sound recording or reproducing apparatus with an analogue and digital reading system","","",""
"commodity_code_2018_85279119","85279119","commodity","Radio receivers, only mains-operated, with, in the same housing, one or more loudspeakers, combined with sound recording or reproducing apparatus (excl. cassette decks with an analogue and digital reading system)","","",""
"commodity_code_2018_85279135","85279135","commodity","Radio-broadcast receivers, for mains operation only, without built-in loudspeaker, combined with sound-reproducing apparatus with laser reading system (excl. those of a kind used in motor vehicles)","","",""
"commodity_code_2018_85279191","85279191","commodity","Cassette radios, only mains-operated, without built-in loudspeakers, combined with sound recording or reproducing apparatus with an analogue and digital reading system (excl. of a kind used in motor vehicles)","","",""
"commodity_code_2018_85279199","85279199","commodity","Radio receivers, only mains-operated, without built-in loudspeakers, combined with sound recording or reproducing apparatus (excl. with laser reading system, cassette decks with an analogue and digital reading system and equipment of a kind used in motor vehicles)","","",""
"commodity_code_2018_85279210","85279210","commodity","Alarm clock radios, for mains operation only, not combined with sound recording or reproducing apparatus","","",""
"commodity_code_2018_85279290","85279290","commodity","Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus but combined with a clock (excl. those of a kind used in motor vehicles and alarm clock radios)","","",""
"commodity_code_2018_85279900","85279900","commodity","Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus and not combined with a clock (excl. those of a kind used in motor vehicles)","p/st","",""
"commodity_code_2018_85284200","85284200","commodity","Cathode-ray tube monitors ""CRT"" capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver)","p/st","",""
"commodity_code_2018_85284900","85284900","commodity","Cathode-ray tube monitors ""CRT"" (excl. computer monitors, with TV receiver)","p/st","",""
"commodity_code_2018_85285210","85285210","commodity","Monitors of a kind solely or principally used in an automatic data-processing system of heading 8471 (excl. CRT, with TV receiver)","p/st","",""
"commodity_code_2018_85285291","85285291","commodity","LCD monitors designed for computer use but of a kind not used principally with a computer (excl. with TV receiver)","p/st","",""
"commodity_code_2018_85285299","85285299","commodity","Monitors designed for computer use but of a kind not used principally with a computer (excl. CRT, LCD, with TV receiver)","p/st","",""
"commodity_code_2018_85285900","85285900","commodity","Monitors (excl. with TV receiver, CRT and those designed for computer use)","p/st","",""
"commodity_code_2018_85286200","85286200","commodity","Projectors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver)","p/st","",""
"commodity_code_2018_85286920","85286920","commodity","Monochrome projectors (excl. with TV receiver, designed for computer use)","p/st","",""
"commodity_code_2018_85286980","85286980","commodity","Colour projectors (excl. with TV receiver, designed for computer use)","p/st","",""
"commodity_code_2018_85287111","85287111","commodity","Video tuners electronic assemblies for incorporation into automatic data-processing machines","p/st","",""
"commodity_code_2018_85287115","85287115","commodity","Video tuners with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function)","p/st","",""
"commodity_code_2018_85287119","85287119","commodity","Video tuners (excl. electronic assemblies for incorporation into automatic data-processing machines and apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet and having a function of interactive information exchange capable of receiving television signals ""set-top boxes with communication function"")","p/st","",""
"commodity_code_2018_85287191","85287191","commodity","Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function, excl. video tuners)","p/st","",""
"commodity_code_2018_85287199","85287199","commodity","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, not designed to incorporate a video display or screen (excl. video tuners, set-top boxes with a communication function)","p/st","",""
"commodity_code_2018_85287210","85287210","commodity","Television projection equipment, colour, designed to incorporate a video display or screen","p/st","",""
"commodity_code_2018_85287220","85287220","commodity","Reception apparatus for television, colour, incorporating a video recorder or reproducer","p/st","",""
"commodity_code_2018_85287230","85287230","commodity","Reception apparatus for television, colour, with integral tube (excl. incorporating video recording or reproducing apparatus, and monitors)","p/st","",""
"commodity_code_2018_85287240","85287240","commodity","Reception apparatus for television, colour, with LCD screen (excl. incorporating video recording or reproducing apparatus, and monitors, and television projection equipment)","p/st","",""
"commodity_code_2018_85287260","85287260","commodity","Reception apparatus for television, colour, with a plasma display (excl. incorporating video recording or reproducing apparatus, and monitors, and television projection equipment)","p/st","",""
"commodity_code_2018_85287280","85287280","commodity","Reception apparatus for television, colour (excl. with integral tube or LCD or plasma display, or incorporating video recording or reproducing apparatus, and monitors and television projection equipment)","p/st","",""
"commodity_code_2018_85287300","85287300","commodity","Reception apparatus for television, black and white or other monochrome, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, designed to incorporate a video display or screen","p/st","",""
"commodity_code_2018_85291011","85291011","commodity","Telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles (only for apparatus of headings 8525 to 8528)","","",""
"commodity_code_2018_85291031","85291031","commodity","Outside aerials for radio or television broadcast receivers, for reception via satellite","","",""
"commodity_code_2018_85291039","85291039","commodity","Outside aerials for radio or television broadcast receivers (excl. those for satellite reception)","","",""
"commodity_code_2018_85291065","85291065","commodity","Inside aerials for radio or television broadcast receivers, incl. built-in types (excl. telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles)","","",""
"commodity_code_2018_85291069","85291069","commodity","Aerials (excl. inside and outside aerials for radio or television broadcast receivers and telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles)","","",""
"commodity_code_2018_85291080","85291080","commodity","Aerial filters and separators","","",""
"commodity_code_2018_85291095","85291095","commodity","Aerial reflectors and parts suitable for use with aerials or aerial reflectors, n.e.s. (excl. aerial filters and separators)","","",""
"commodity_code_2018_85299015","85299015","commodity","Organic light-emitting diode ""OLED"" modules and OLED panels for television reception apparatus","","",""
"commodity_code_2018_85299020","85299020","commodity","Parts of digital cameras falling within subheadings 85258100, 85258200, 85258300 and 85258900; parts of apparatus of subheadings 85256000, 85284200, 85285210 and 85286200, n.e.s.","","",""
"commodity_code_2018_85299041","85299041","commodity","Cabinets and cases of wood, for transmission and reception apparatus for radio-broadcasting or television, television cameras, digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s.","","","2022-01-01"
"commodity_code_2018_85299049","85299049","commodity","Cabinets and cases other than of wood, for transmission and reception apparatus for radio-broadcasting or television, television cameras, digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s.","","","2022-01-01"
"commodity_code_2018_85299065","85299065","commodity","Electronic assemblies suitable for use solely or principally with flat panel display modules, transmission and reception apparatus for radio-broadcasting or television, television cameras, digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s.","","",""
"commodity_code_2018_85299091","85299091","commodity","LED backlight modules for LCDs of headings 8524 to 8528 (excl. for computer monitors)","","",""
"commodity_code_2018_85299092","85299092","commodity","Parts suitable for use solely or principally with television cameras, reception apparatus for radio-broadcasting or television, and monitors and projectors, n.e.s. (excl. aerials, cabinets and casings, electronic assemblies and parts for monitors and projectors of a kind solely or principally used in an automatic data-processing machine)","","",""
"commodity_code_2018_85299097","85299097","commodity","Parts suitable for use solely or principally with flat panel display modules, transmission apparatus not incorporating reception apparatus for radio-broadcasting or television, video camera recorders, radar apparatus, radio navigational aid apparatus and remote control apparatus, n.e.s.","","",""
"commodity_code_2018_85301000","85301000","commodity","Electrical signalling, safety or traffic control equipment for railways or tramways (excl. mechanical or electromechanical equipment of heading 8608)","","",""
"commodity_code_2018_85308000","85308000","commodity","Electrical signalling, safety or traffic control equipment (excl. that for railways or tramways and mechanical or electromechanical equipment of heading 8608)","","",""
"commodity_code_2018_85309000","85309000","commodity","Parts of electrical signalling, safety or traffic control equipment, n.e.s.","","",""
"commodity_code_2018_85311030","85311030","commodity","Burglar or fire alarms and similar apparatus, for use in buildings","p/st","",""
"commodity_code_2018_85311095","85311095","commodity","Burglar or fire alarms and similar apparatus (excl. those for use in motor vehicles or buildings)","p/st","",""
"commodity_code_2018_85312020","85312020","commodity","Indicator panels with light emitting diodes ""LED"" (excl. those of a kind used for motor vehicles, cycles or traffic signalling)","","",""
"commodity_code_2018_85312040","85312040","commodity","Indicator panels with matrix liquid crystal devices ""LCD"", active (excl. those of a kind used for motor vehicles, cycles or traffic signalling)","","",""
"commodity_code_2018_85312095","85312095","commodity","Indicator panels with liquid crystal devices ""LCD"" (excl. active matrix liquid crystal devices and those of a kind used for motor vehicles, cycles or traffic signalling)","","",""
"commodity_code_2018_85318040","85318040","commodity","Electric bells, buzzers, door chimes and similar (excl. burglar or fire alarms and similar apparatus and apparatus for cycles, motor vehicles and traffic signalling)","","",""
"commodity_code_2018_85318070","85318070","commodity","Electric sound or visual signalling apparatus (excl. indicator panels with LCDs or LEDs, burglar or fire alarms and similar apparatus, apparatus for cycles, motor vehicles and traffic signalling, and bells, buzzers, door chimes and similar)","","",""
"commodity_code_2018_85319000","85319000","commodity","Parts of electric sound or visual signalling apparatus, n.e.s.","","",""
"commodity_code_2018_85321000","85321000","commodity","Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling capacity of >= 0,5 kvar ""power capacitors""","","",""
"commodity_code_2018_85322100","85322100","commodity","Fixed electrical capacitors, tantalum (excl. power capacitors)","","",""
"commodity_code_2018_85322200","85322200","commodity","Fixed electrical capacitors, aluminium electrolytic (excl. power capacitors)","","",""
"commodity_code_2018_85322300","85322300","commodity","Fixed electrical capacitors, ceramic dielectric, single layer (excl. power capacitors)","","",""
"commodity_code_2018_85322400","85322400","commodity","Fixed electrical capacitors, ceramic dielectric, multilayer (excl. power capacitors)","","",""
"commodity_code_2018_85322500","85322500","commodity","Fixed electrical capacitors, dielectric of paper or plastics (excl. power capacitors)","","",""
"commodity_code_2018_85322900","85322900","commodity","Fixed electrical capacitors (excl. tantalum, aluminium electrolytic, ceramic, paper, plastic and power capacitors)","","",""
"commodity_code_2018_85323000","85323000","commodity","Variable or adjustable ""pre-set"" electrical capacitors","","",""
"commodity_code_2018_85329000","85329000","commodity","Parts of electrical ""pre-set"" capacitors, fixed, variable or adjustable, n.e.s.","","",""
"commodity_code_2018_85331000","85331000","commodity","Fixed carbon resistors, composition or film types (excl. heating resistors)","","",""
"commodity_code_2018_85332100","85332100","commodity","Fixed electrical resistors for a power handling capacity <= 20 W (excl. heating resistors)","","",""
"commodity_code_2018_85332900","85332900","commodity","Fixed electrical resistors for a power handling capacity > 20 W (excl. heating resistors)","","",""
"commodity_code_2018_85333100","85333100","commodity","Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling capacity <= 20 W (excl. heating resistors)","","",""
"commodity_code_2018_85333900","85333900","commodity","Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling capacity > 20 W (excl. heating resistors)","","",""
"commodity_code_2018_85334010","85334010","commodity","Electrical variable resistors, incl. rheostats and potentiometers, for a power handling capacity <= 20 W (excl. wirewound variable resistors and heating resistors)","","",""
"commodity_code_2018_85334090","85334090","commodity","Electrical variable resistors, incl. rheostats and potentiometers, for a power handling capacity > 20 W (excl. wirewound variable resistors and heating resistors)","","",""
"commodity_code_2018_85339000","85339000","commodity","Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.","","",""
"commodity_code_2018_85340011","85340011","commodity","Multilayer printed circuits, consisting only of conductor elements and contacts","","",""
"commodity_code_2018_85340019","85340019","commodity","Printed circuits consisting only of conductor elements and contacts (excl. multiple printed circuits)","","",""
"commodity_code_2018_85340090","85340090","commodity","Printed circuits consisting of conductor elements, contacts and other passive elements (excl. those with passive and active elements)","","",""
"commodity_code_2018_85351000","85351000","commodity","Fuses for a voltage > 1.000 V","","",""
"commodity_code_2018_85352100","85352100","commodity","Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV","","",""
"commodity_code_2018_85352900","85352900","commodity","Automatic circuit breakers for a voltage >= 72,5 kV","","",""
"commodity_code_2018_85353010","85353010","commodity","Isolating switches and make-and-break switches, for a voltage > 1.000 V but < 72,5 kV","","",""
"commodity_code_2018_85353090","85353090","commodity","Isolating switches and make-and-break switches, for a voltage >= 72,5 kV","","",""
"commodity_code_2018_85354000","85354000","commodity","Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V","","",""
"commodity_code_2018_85359000","85359000","commodity","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage > 1.000 V (excl. fuses, automatic circuit breakers, isolating switches, make-and-break switches, lightning arresters, voltage limiters, surge suppressors and control desks, cabinets, panels etc. of heading 8537)","","",""
"commodity_code_2018_85361010","85361010","commodity","Fuses for a current <= 10 A, for a voltage <= 1.000 V","","",""
"commodity_code_2018_85361050","85361050","commodity","Fuses for a current > 10 A but <= 63 A, for a voltage <= 1.000 V","","",""
"commodity_code_2018_85361090","85361090","commodity","Fuses for a current > 63 A, for a voltage <= 1.000 V","","",""
"commodity_code_2018_85362010","85362010","commodity","Automatic circuit breakers for a voltage <= 1.000 V, for a current <= 63 A","","",""
"commodity_code_2018_85362090","85362090","commodity","Automatic circuit breakers for a voltage <= 1.000 V, for a current > 63 A","","",""
"commodity_code_2018_85363010","85363010","commodity","Apparatus for protecting electrical circuits for a voltage <= 1.000 V, for a current <= 16 A (excl. fuses and automatic circuit breakers)","","",""
"commodity_code_2018_85363030","85363030","commodity","Apparatus for protecting electrical circuits for a voltage <= 1.000 V, for a current > 16 A but <= 125 A (excl. fuses and automatic circuit breakers)","","",""
"commodity_code_2018_85363090","85363090","commodity","Apparatus for protecting electrical circuits for a voltage <= 1.000 V, for a current > 125 A (excl. fuses and automatic circuit breakers)","","",""
"commodity_code_2018_85364110","85364110","commodity","Relays for a voltage <= 60 V, for a current <= 2 A","","",""
"commodity_code_2018_85364190","85364190","commodity","Relays for a voltage <= 60 V, for a current > 2 A","","",""
"commodity_code_2018_85364900","85364900","commodity","Relays for a voltage > 60 V but <= 1.000 V","","",""
"commodity_code_2018_85365003","85365003","commodity","Electronic AC switches consisting of optically coupled input and output circuits ""insulated thyristor AC switches"" (excl. relays and automatic circuit breakers)","","",""
"commodity_code_2018_85365005","85365005","commodity","Electronic switches, incl. temperature protected electronic switches, consisting of a transistor and a logic chip ""chip-on-chip technology"" (excl. relays and automatic circuit breakers)","","",""
"commodity_code_2018_85365007","85365007","commodity","Electromechanical snap-action switches for a current <= 11 A (excl. relays and automatic circuit breakers)","","",""
"commodity_code_2018_85365011","85365011","commodity","Push-button switches for a voltage of <= 60 V","","",""
"commodity_code_2018_85365015","85365015","commodity","Rotary switches for a voltage of <= 60 V","","",""
"commodity_code_2018_85365019","85365019","commodity","Switches for a voltage of <= 60 V (excl. relays, push-button switches and rotary switches)","","",""
"commodity_code_2018_85365080","85365080","commodity","Switches for a voltage of > 60 V and <= 1.000 V (excl. relays, automatic circuit breakers, electronic AC switches consisting of optically coupled input and output circuits ""insulated thyristor AC switches"", electronic switches, incl. temperature protected electronic switches, consisting of a transistor and a logic chip [chip-on-chip technology] and electromechanical snap-action switches for a current <= 11 A)","","",""
"commodity_code_2018_85366110","85366110","commodity","Edison lamp holders, electric","","",""
"commodity_code_2018_85366190","85366190","commodity","Lamp holders for a voltage <= 1.000 V (excl. Edison lamp holders)","","",""
"commodity_code_2018_85366910","85366910","commodity","Plugs and sockets for a voltage of <= 1.000 V, for coaxial cables","","",""
"commodity_code_2018_85366930","85366930","commodity","Plugs and sockets for a voltage of <= 1.000 V, for printed circuits","","",""
"commodity_code_2018_85366990","85366990","commodity","Plugs and sockets for a voltage of <= 1.000 V (excl. those for coaxial cables and printed circuits)","","",""
"commodity_code_2018_85367000","85367000","commodity","Connectors for optical fibres, optical fibre bundles or cables","","",""
"commodity_code_2018_85369001","85369001","commodity","Prefabricated elements for electrical circuits, for a voltage of <= 1.000 V","","",""
"commodity_code_2018_85369010","85369010","commodity","Connections and contact elements, for wire and cables, for a voltage of <= 1.000 V (excl. plugs, sockets and prefabricated elements)","","",""
"commodity_code_2018_85369020","85369020","commodity","Wafer probers","","",""
"commodity_code_2018_85369040","85369040","commodity","Battery clamps of a kind used for motor vehicles of heading 8702, 8703, 8704, or 8711","","",""
"commodity_code_2018_85369095","85369095","commodity","Electrical apparatus for making connections to or in electrical circuits, for a voltage <= 1.000 V (excl. fuses, circuit breakers and other apparatus for protecting electrical circuits, relays and other switches, lamp holders, plugs and sockets, prefabricated elements for electrical circuits, connections and contact elements for wire and cables, and car battery clamps)","","",""
"commodity_code_2018_85371010","85371010","commodity","Numerical control panels with built-in automatic data-processing machines","","",""
"commodity_code_2018_85371091","85371091","commodity","Programmable memory controllers (excl. numerical control panels with built-in automatic data-processing machines)","","",""
"commodity_code_2018_85371095","85371095","commodity","Touch screens for electric control, without display capabilities, for incorporation into apparatus having a display","","",""
"commodity_code_2018_85371098","85371098","commodity","Boards, cabinets and similar combinations of apparatus for electric control or the distribution of electricity, for a voltage <= 1.000 V (excl. switching apparatus for line telephony or line telegraphy, numerical control panels with built-in automatic data-processing machines, programmable memory controllers and touch screens)","","",""
"commodity_code_2018_85372091","85372091","commodity","Boards, cabinets and similar combinations of apparatus for electric control or the distribution of electricity, for a voltage > 1.000 V but <= 72,5 kV","","",""
"commodity_code_2018_85372099","85372099","commodity","Boards, cabinets and similar combinations of apparatus for electric control or the distribution of electricity, for a voltage > 72,5 kV","","",""
"commodity_code_2018_85381000","85381000","commodity","Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not equipped with their apparatus","","",""
"commodity_code_2018_85389011","85389011","commodity","Electronic assemblies for wafer probers of subheading 8536.90.20","","",""
"commodity_code_2018_85389019","85389019","commodity","Parts for wafer probers of subheading 8536.90.20, n.e.s. (excl. electronic assemblies)","","",""
"commodity_code_2018_85389091","85389091","commodity","Electronic assemblies for electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits of heading 8535 or 8536 and for control desks, cabinets and similar combinations of apparatus of heading 8537 (excl. for wafer probers of subheading 8536.90.20)","","",""
"commodity_code_2018_85389099","85389099","commodity","Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, n.e.s. (excl. electronic assemblies, and boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not equipped with their apparatus, and for wafer probers of subheading 8536.90.20)","","",""
"commodity_code_2018_85391000","85391000","commodity","Sealed beam lamp units","p/st","",""
"commodity_code_2018_85392130","85392130","commodity","Tungsten halogen filament lamps for motorcycles or other motor vehicles (excl. sealed beam lamp units)","p/st","",""
"commodity_code_2018_85392192","85392192","commodity","Tungsten halogen filament lamps for a voltage > 100 V","p/st","",""
"commodity_code_2018_85392198","85392198","commodity","Tungsten halogen filament lamps for a voltage <= 100 V (excl. those for motorcycles or other motor vehicles)","p/st","",""
"commodity_code_2018_85392210","85392210","commodity","Reflector filament lamps of a power <= 200 W and for a voltage > 100 V (excl. tungsten halogen filament lamps)","p/st","",""
"commodity_code_2018_85392290","85392290","commodity","Filament lamps of a power <= 200 W and for a voltage > 100 V (excl. tungsten halogen lamps, reflector lamps and ultraviolet or infra-red lamps)","p/st","",""
"commodity_code_2018_85392930","85392930","commodity","Filament lamps for motorcycles or other motor vehicles (excl. tungsten halogen lamps)","p/st","",""
"commodity_code_2018_85392992","85392992","commodity","Filament lamps for a voltage > 100 V (excl. tungsten halogen lamps, lamps of a power <= 200 W, and ultraviolet or infra-red lamps)","p/st","",""
"commodity_code_2018_85392998","85392998","commodity","Filament lamps for a voltage <= 100 V (excl. tungsten halogen lamps and lamps for motorcycles and other motor vehicles)","p/st","",""
"commodity_code_2018_85393110","85393110","commodity","Discharge lamps, fluorescent, hot cathode, with double ended cap","p/st","",""
"commodity_code_2018_85393190","85393190","commodity","Discharge lamps, fluorescent, hot cathode (excl. with double ended cap)","p/st","",""
"commodity_code_2018_85393220","85393220","commodity","Mercury or sodium vapour lamps","p/st","",""
"commodity_code_2018_85393290","85393290","commodity","Metal halide lamps","p/st","",""
"commodity_code_2018_85393920","85393920","commodity","Cold-cathode fluorescent lamps ""CCFLs"" for backlighting of flat panel displays","p/st","",""
"commodity_code_2018_85393980","85393980","commodity","Discharge lamps (excl. hot-cathode fluorescent lamps, mercury or sodium vapour lamps, metal halide lamps, ultraviolet lamps, and cold-cathode fluorescent lamps ""CCFLs"" for backlighting of flat panel displays)","p/st","",""
"commodity_code_2018_85394100","85394100","commodity","Arc lamps","p/st","",""
"commodity_code_2018_85394900","85394900","commodity","Ultraviolet or infra-red lamps","p/st","",""
"commodity_code_2018_85395000","85395000","commodity","Light-emitting diode ""LED"" lamps","","","2022-01-01"
"commodity_code_2018_85399010","85399010","commodity","Lamp bases for filament or discharge lamps and other lamps of heading 8539, n.e.s.","","",""
"commodity_code_2018_85399090","85399090","commodity","Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red lamps, arc lamps and LED light sources, n.e.s.","","",""
"commodity_code_2018_85401100","85401100","commodity","Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour","p/st","",""
"commodity_code_2018_85401200","85401200","commodity","Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white or other monochrome, with a screen width-to-height ratio of < 1,5 and a diagonal measurement of the screen > 72 cm","p/st","",""
"commodity_code_2018_85402010","85402010","commodity","Television camera tubes","p/st","",""
"commodity_code_2018_85402080","85402080","commodity","Image converters and intensifiers and other photo cathode tubes (excl. television camera tubes and cathode ray television picture tubes, incl. video monitor cathode ray tubes)","p/st","",""
"commodity_code_2018_85404000","85404000","commodity","Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch of < 0,4 mm (excl. photo cathode tubes and cathode ray tubes)","p/st","",""
"commodity_code_2018_85406000","85406000","commodity","Cathoderay tubes (excl. television and video-monitor cathoderay tubes, television camera tubes, image converters or intensifiers, other photo-cathode tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of < 0,4 mm)","p/st","",""
"commodity_code_2018_85407100","85407100","commodity","Magnetrons","p/st","",""
"commodity_code_2018_85407900","85407900","commodity","Microwave tubes, e.g. travelling wave tubes and carcinotrons (excl. magnetrons and grid-controlled tubes)","p/st","",""
"commodity_code_2018_85408100","85408100","commodity","Receiver or amplifier valves and tubes (excl. microwave tubes, photo-cathode tubes and cathode ray tubes)","p/st","",""
"commodity_code_2018_85408900","85408900","commodity","Electronic valves and tubes (excl. receiver or amplifier valves and tubes, microwave tubes, photo-cathode tubes, cathode ray tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of < 0,4 mm)","p/st","",""
"commodity_code_2018_85409100","85409100","commodity","Parts of cathode ray tubes, n.e.s.","","",""
"commodity_code_2018_85409900","85409900","commodity","Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excl. parts of cathode ray tubes)","","",""
"commodity_code_2018_85411000","85411000","commodity","Diodes (excl. photosensitive or light emitting diodes ""LED"")","","",""
"commodity_code_2018_85412100","85412100","commodity","Transistors with a dissipation rate < 1 W (excl. photosensitive transistors)","","",""
"commodity_code_2018_85412900","85412900","commodity","Transistors with a dissipation rate >= 1 W (excl. photosensitive transistors)","","",""
"commodity_code_2018_85413000","85413000","commodity","Thyristors, diacs and triacs (excl. photosensitive semiconductor devices)","","",""
"commodity_code_2018_85414010","85414010","commodity","Light-emitting diodes, incl. laser diodes","","","2022-01-01"
"commodity_code_2018_85414090","85414090","commodity","Photosensitive semiconductor devices, incl. photovoltaic cells","","","2022-01-01"
"commodity_code_2018_85415000","85415000","commodity","Semiconductor devices, n.e.s.","","","2022-01-01"
"commodity_code_2018_85416000","85416000","commodity","Mounted piezo-electric crystals","","",""
