"id","name","code","account_type","reconcile","non_trade","name@sk","description","description@sk","tax_ids","depreciation_model_id"
"chart_sk_511200","Vehicle maintenance","511200","expense","False","False","Údržba vozidla","Routine servicing, tire changes, and repairs performed on the company's vehicle fleet.","Bežný servis, výmena pneumatík a opravy firemného vozového parku.","vs_tuz_23",""
"chart_sk_512100","Flights","512100","expense","False","False","Lety","Airfare and baggage fees incurred by employees during domestic or international business trips.","Letenky a poplatky za batožinu zamestnancov počas tuzemských alebo zahraničných pracovných ciest.","",""
"chart_sk_512200","Hotels","512200","expense","False","False","Hotely","Accommodation expenses incurred by employees while traveling for business.","Náklady na ubytovanie zamestnancov počas pracovných ciest.","vs_tuz_5",""
"chart_sk_512300","Public Transportation","512300","expense","False","False","Verejná doprava","Train, bus, and other public transport tickets used by staff during business travel or commuting.","Cestovné lístky na vlak, autobus a inú verejnú dopravu využívané zamestnancami počas pracovných ciest.","",""
"chart_sk_512400","Other travel costs","512400","expense","False","False","Ostatné cestovné výdavky","Highway tolls, road vignettes, and taxi rides related to company business trips.","Diaľničné mýto, diaľničné známky a jazdy taxíkom súvisiace s firemnými pracovnými cestami.","vs_tuz_23",""
"chart_sk_513100","Business gift","513100","expense","False","False","Obchodné dary","Gifts and branded promotional items given to clients or partners to build business relationships.","Dary a značkové propagačné predmety darované klientom alebo partnerom na budovanie obchodných vzťahov.","vs_tuz_23",""
"chart_sk_513200","Bar & Restaurant","513200","expense","False","False","Bar a reštaurácia","Meals and drinks consumed at restaurants while entertaining clients or during team events.","Jedlá a nápoje konzumované v reštauráciách pri pohostení klientov alebo na tímových akciách.","vs_tuz_5",""
"chart_sk_513300","Food: Reception/deliv.","513300","expense","False","False","Jedlo: Recepcia a rozvoz","Catering, food delivery, and refreshments ordered to the office for meetings or employees.","Catering, rozvoz jedla a občerstvenie objednané do kancelárie na stretnutia alebo pre zamestnancov.","vs_tuz_5",""
"chart_sk_518100","Studies & works","518100","expense","False","False","Štúdie a práce","Fees for specialized market research, technical studies, or feasibility assessments.","Poplatky za špecializovaný prieskum trhu, technické štúdie alebo posúdenia realizovateľnosti.","vs_tuz_23",""
"chart_sk_518200","General subcontracting","518200","expense","False","False","Všeobecné subdodávky","Invoices from freelancers, consultants, and external agencies contracted to perform project work.","Faktúry od nezávislých pracovníkov, konzultantov a externých agentúr najatých na realizáciu projektov.","vs_tuz_23",""
"chart_sk_518300","Office Rent","518300","expense","False","False","Nájom kancelárie","Monthly lease payments and related charges for renting office space or headquarters.","Mesačné nájomné a súvisiace poplatky za prenájom kancelárskych priestorov alebo sídla spoločnosti.","vs_tuz_23",""
"chart_sk_518400","Vehicle rent","518400","expense","False","False","Prenájom vozidla","Short-term car rentals used for business purposes, excluding long-term operational leasing.","Krátkodobé prenájmy áut využívané na pracovné účely, s výnimkou dlhodobého operatívneho lízingu.","vs_tuz_23",""
"chart_sk_518500","Office services","518500","expense","False","False","Kancelárske služby","Document shredding, archiving, water delivery, and other intangible office support services.","Skartovanie dokumentov, archivácia, dodávka pitnej vody a ďalšie nehmotné podporné služby kancelárie.","vs_tuz_23",""
"chart_sk_518600","Accounting","518600","expense","False","False","Účtovníctvo","Fees paid to external bookkeeping firms, tax advisors, and accountants.","Odmeny platené externým účtovným firmám, daňovým poradcom a účtovníkom.","vs_tuz_23",""
"chart_sk_518700","Legal expenses","518700","expense","False","False","Právne výdavky","Invoices from law firms, notaries, trademark registrations, and court fees.","Faktúry od advokátskych kancelárií, notárov, registrácie ochranných známok a súdne poplatky.","vs_tuz_23",""
"chart_sk_518900","Administration fees","518900","expense","False","False","Správne poplatky","Municipal fees, trade licence renewals, and other administrative charges required to operate.","Komunálne poplatky, obnova živnostenských oprávnení a ostatné správne poplatky nutné na prevádzku.","vs_tuz_23",""
"chart_sk_518910","Phone & internet","518910","expense","False","False","Telefón a internet","Monthly telecommunication bills, internet connections, and corporate mobile phone plans.","Mesačné účty za telekomunikácie, internetové pripojenie a firemné mobilné tarify.","vs_tuz_23",""
"chart_sk_518920","Advertising","518920","expense","False","False","Reklama","Digital ad spend, billboard placements, print media, and general marketing campaigns.","Výdavky na digitálnu reklamu, billboardy, tlačené médiá a všeobecné marketingové kampane.","vs_tuz_23",""
"chart_sk_518930","Training and doc.","518930","expense","False","False","Školenia a dokumentácia","Employee seminars, professional certifications, online courses, and technical manuals.","Semináre pre zamestnancov, profesijné certifikácie, online kurzy a technické príručky.","vs_tuz_23",""
"chart_sk_518940","Import fees","518940","expense","False","False","Dovozné poplatky","Customs duties, tariffs, and brokerage fees incurred when importing goods from outside the EU.","Clo, tarify a poplatky colným deklarantom vzniknuté pri dovoze tovaru zo štátov mimo EÚ.","vs_tuz_23",""
"chart_sk_548100","Membership fees","548100","expense","False","False","Členské príspevky","Dues paid to industry associations, chambers of commerce, and professional bodies.","Príspevky platené priemyselným združeniam, obchodným komorám a profesijným organizáciám.","",""
"chart_sk_548200","Fire insurance","548200","expense","False","False","Poistenie proti požiaru","Premiums paid to protect company property, warehouses, and inventory against fire or natural disasters.","Poistné platené na ochranu firemného majetku, skladov a zásob proti požiaru alebo živelným pohromám.","",""
"chart_sk_548300","Professional insurance","548300","expense","False","False","Profesijné poistenie","Premiums for general liability, legal protection, and business interruption insurance policies.","Poistné za všeobecné poistenie zodpovednosti, právnej ochrany a prerušenia prevádzky.","",""
"chart_sk_548400","Legal protection ins.","548400","expense","False","False","Poistenie právnej ochrany","Insurance covering legal costs, lawyer fees, and court expenses in case of business disputes.","Poistenie kryjúce právne náklady, odmeny advokátov a súdne výdavky v prípade obchodných sporov.","",""
"chart_sk_548500","Prof. Liability Ins.","548500","expense","False","False","Poistenie profesijnej zodpovednosti","Insurance protecting the company against damage claims made by third parties.","Poistenie chrániace spoločnosť pred nárokmi na náhradu škody uplatnenými tretími stranami.","",""
