code,description,long_description,type,category,fs_mapping,parent_code,normal_balance,tags,default_vendors,regulatory_mapping,start_date,end_date,notes,subcategory,cash_flow_classification,cost_center,GAAP_classification,detailed_description
22136,CC - BOA - 0091:CORP Account - 16X9 CORP (0091),"This account tracks cc - boa - 0091:corp account - 16x9 corp (0091) representing obligations of the entity. CC - BOA - 0091:CORP Account - 16X9 CORP (0091) - This account is used to record transactions related to CC - BOA - 0091:CORP Account - 16X9 CORP (0091).

Purpose: This account tracks liability items specifically related to cc - boa - 0091:corp account - 16x9 corp (0091). It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - boa - 0091:corp account - 16x9 corp (0091) transactions
- Adjustments related to cc - boa - 0091:corp account - 16x9 corp (0091)
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 5 legacy account(s) across 5 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"general, operating-activities, liability, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Liability - General,Operating Activities,CC-0000,US-GAAP Liability,"CC - BOA - 0091:CORP Account - 16X9 CORP (0091) - This account is used to record transactions related to CC - BOA - 0091:CORP Account - 16X9 CORP (0091).

Purpose: This account tracks liability items specifically related to cc - boa - 0091:corp account - 16x9 corp (0091). It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - boa - 0091:corp account - 16x9 corp (0091) transactions
- Adjustments related to cc - boa - 0091:corp account - 16x9 corp (0091)
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 5 legacy account(s) across 5 company/companies, indicating high standardization importance."
22314,CC - Chase - 9689,"This account tracks cc - chase - 9689 representing obligations of the entity. CC - Chase - 9689 - This account is used to record transactions related to CC - Chase - 9689.

Purpose: This account tracks liability items specifically related to cc - chase - 9689. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - chase - 9689 transactions
- Adjustments related to cc - chase - 9689
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"general, operating-activities, liability, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Liability - General,Operating Activities,CC-0000,US-GAAP Liability,"CC - Chase - 9689 - This account is used to record transactions related to CC - Chase - 9689.

Purpose: This account tracks liability items specifically related to cc - chase - 9689. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - chase - 9689 transactions
- Adjustments related to cc - chase - 9689
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
22492,CC - Citi - MD Personal - Balance Xfer,"This account tracks cc - citi - md personal - balance xfer representing obligations of the entity. CC - Citi - MD Personal - Balance Xfer - This account is used to record transactions related to CC - Citi - MD Personal - Balance Xfer.

Purpose: This account tracks liability items specifically related to cc - citi - md personal - balance xfer. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - citi - md personal - balance xfer transactions
- Adjustments related to cc - citi - md personal - balance xfer
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"general, operating-activities, liability, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Liability - General,Operating Activities,CC-0000,US-GAAP Liability,"CC - Citi - MD Personal - Balance Xfer - This account is used to record transactions related to CC - Citi - MD Personal - Balance Xfer.

Purpose: This account tracks liability items specifically related to cc - citi - md personal - balance xfer. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - citi - md personal - balance xfer transactions
- Adjustments related to cc - citi - md personal - balance xfer
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
22670,CC - ROMAN - Chase - 3043,"This account tracks cc - roman - chase - 3043 representing obligations of the entity. CC - ROMAN - Chase - 3043 - This account is used to record Expense account for ROMAN Portfolio properties.

Purpose: This account tracks liability items specifically related to cc - roman - chase - 3043. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - roman - chase - 3043 transactions
- Adjustments related to cc - roman - chase - 3043
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"general, operating-activities, liability, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Liability - General,Operating Activities,CC-0000,US-GAAP Liability,"CC - ROMAN - Chase - 3043 - This account is used to record Expense account for ROMAN Portfolio properties.

Purpose: This account tracks liability items specifically related to cc - roman - chase - 3043. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - roman - chase - 3043 transactions
- Adjustments related to cc - roman - chase - 3043
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
22848,Wells Fargo - BILT Credit Card,"This account tracks wells fargo - bilt credit card representing obligations of the entity. Wells Fargo - BILT Credit Card - This account is used to record transactions related to Wells Fargo - BILT Credit Card.

Purpose: This account tracks liability items specifically related to wells fargo - bilt credit card. It is classified under Current Liability - Credit Cards in accordance with US-GAAP standards.

Transaction Examples:
- Recording of wells fargo - bilt credit card transactions
- Adjustments related to wells fargo - bilt credit card
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Current Liability - Credit Cards classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"operating-activities, liability, credit, cards",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Current Liability - Credit Cards,Operating Activities,CC-0000,US-GAAP Liability,"Wells Fargo - BILT Credit Card - This account is used to record transactions related to Wells Fargo - BILT Credit Card.

Purpose: This account tracks liability items specifically related to wells fargo - bilt credit card. It is classified under Current Liability - Credit Cards in accordance with US-GAAP standards.

Transaction Examples:
- Recording of wells fargo - bilt credit card transactions
- Adjustments related to wells fargo - bilt credit card
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Current Liability - Credit Cards classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
23026,Mortgage Loans,"This account represents borrowed funds that the entity is obligated to repay according to contractual terms. Under IFRS 9 and ASC 470, financial liabilities are initially measured at fair value and subsequently at amortized cost using the effective interest method. The entity must disclose maturity dates, interest rates, and any covenants associated with the debt.",Detail,Liability,Balance Sheet,20000,Credit,"borrowing, debt, financing, loans, liability, credit, investing-activities, payable",,IFRS 9 - Financial Instruments; ASC 470 - Debt,,,,Long-term Liability - Loans Payable,Investing Activities,CC-0000,US-GAAP Liability,"Mortgage Loans - This account is used to record House @ 15 W 14th St, Lehigh Acres, FL 33972.

Purpose: This account tracks liability items specifically related to mortgage loans. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of mortgage loans transactions
- Adjustments related to mortgage loans
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 8 legacy account(s) across 1 company/companies, indicating high standardization importance."
23204,Mortgage Loans:Mortgage 1025-1027 Jaguar Blvd,"This account represents borrowed funds that the entity is obligated to repay according to contractual terms. Under IFRS 9 and ASC 470, financial liabilities are initially measured at fair value and subsequently at amortized cost using the effective interest method. The entity must disclose maturity dates, interest rates, and any covenants associated with the debt.",Detail,Liability,Balance Sheet,20000,Credit,"borrowing, debt, financing, loans, liability, credit, investing-activities, payable",,IFRS 9 - Financial Instruments; ASC 470 - Debt,,,,Long-term Liability - Loans Payable,Investing Activities,CC-0000,US-GAAP Liability,"Mortgage Loans:Mortgage 1025-1027 Jaguar Blvd - This account is used to record Duplex @ 1025-1027 Jaguar Blvd, Lehigh Acres, FL 33974.

Purpose: This account tracks liability items specifically related to mortgage loans:mortgage 1025-1027 jaguar blvd. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of mortgage loans:mortgage 1025-1027 jaguar blvd transactions
- Adjustments related to mortgage loans:mortgage 1025-1027 jaguar blvd
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 4 legacy account(s) across 1 company/companies, indicating high standardization importance."
23382,Mortgage Loans:Mortgage 12534 Griffing Blvd,"This account represents borrowed funds that the entity is obligated to repay according to contractual terms. Under IFRS 9 and ASC 470, financial liabilities are initially measured at fair value and subsequently at amortized cost using the effective interest method. The entity must disclose maturity dates, interest rates, and any covenants associated with the debt.",Detail,Liability,Balance Sheet,20000,Credit,"borrowing, debt, financing, loans, liability, credit, investing-activities, payable",,IFRS 9 - Financial Instruments; ASC 470 - Debt,,,,Long-term Liability - Loans Payable,Investing Activities,CC-0000,US-GAAP Liability,"Mortgage Loans:Mortgage 12534 Griffing Blvd - This account is used to record transactions related to Mortgage Loans:Mortgage 12534 Griffing Blvd.

Purpose: This account tracks liability items specifically related to mortgage loans:mortgage 12534 griffing blvd. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of mortgage loans:mortgage 12534 griffing blvd transactions
- Adjustments related to mortgage loans:mortgage 12534 griffing blvd
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
23560,Mortgage Loans:Mortgage 16910-16922 Carmen Ave,"This account represents borrowed funds that the entity is obligated to repay according to contractual terms. Under IFRS 9 and ASC 470, financial liabilities are initially measured at fair value and subsequently at amortized cost using the effective interest method. The entity must disclose maturity dates, interest rates, and any covenants associated with the debt.",Detail,Liability,Balance Sheet,20000,Credit,"borrowing, debt, financing, loans, liability, credit, investing-activities, payable",,IFRS 9 - Financial Instruments; ASC 470 - Debt,,,,Long-term Liability - Loans Payable,Investing Activities,CC-0000,US-GAAP Liability,"Mortgage Loans:Mortgage 16910-16922 Carmen Ave - This account is used to record Fourplex @ 16910 Carmen Ave, Fort Myers, FL 33908.

Purpose: This account tracks liability items specifically related to mortgage loans:mortgage 16910-16922 carmen ave. It is classified under Long-term Liability - Loans Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of mortgage loans:mortgage 16910-16922 carmen ave transactions
- Adjustments related to mortgage loans:mortgage 16910-16922 carmen ave
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Long-term Liability - Loans Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
23738,Other Loan Payable,"This account records obligations to pay for goods or services received from suppliers on credit terms. Accounts payable are short-term liabilities measured at the amount expected to be paid. Under IAS 37 and ASC 405, the entity must recognize liabilities when there is a present obligation arising from past events and settlement is probable. Effective management of payables is crucial for cash flow optimization and supplier relationship management.",Detail,Liability,Balance Sheet,20000,Credit,"ap, borrowing, debt, vendor, bills, accounts, supplier, financing, operating-activities, liability, credit, payable",,IAS 37 - Provisions; ASC 405 - Liabilities,,,,Current Liability - Accounts Payable,Operating Activities,CC-0000,US-GAAP Liability,"Other Loan Payable - This account is used to record transactions related to Other Loan Payable.

Purpose: This account tracks liability items specifically related to other loan payable. It is classified under Current Liability - Accounts Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of other loan payable transactions
- Adjustments related to other loan payable
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Current Liability - Accounts Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
23916,Rent Payable,"This account records obligations to pay for goods or services received from suppliers on credit terms. Accounts payable are short-term liabilities measured at the amount expected to be paid. Under IAS 37 and ASC 405, the entity must recognize liabilities when there is a present obligation arising from past events and settlement is probable. Effective management of payables is crucial for cash flow optimization and supplier relationship management.",Detail,Liability,Balance Sheet,20000,Credit,"ap, vendor, bills, accounts, supplier, occupancy, liability, operating-activities, property, credit, lease, payable",,IAS 37 - Provisions; ASC 405 - Liabilities,,,,Current Liability - Accounts Payable,Operating Activities,CC-0000,US-GAAP Liability,"Rent Payable - This account is used to record transactions related to Rent Payable.

Purpose: This account tracks liability items specifically related to rent payable. It is classified under Current Liability - Accounts Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of rent payable transactions
- Adjustments related to rent payable
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Current Liability - Accounts Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 3 legacy account(s) across 1 company/companies, indicating high standardization importance."
24094,CC - Chase - 4681,"This account tracks cc - chase - 4681 representing obligations of the entity. CC - Chase - 4681 - This account is used to record transactions related to CC - Chase - 4681.

Purpose: This account tracks liability items specifically related to cc - chase - 4681. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - chase - 4681 transactions
- Adjustments related to cc - chase - 4681
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"general, operating-activities, liability, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Liability - General,Operating Activities,CC-0000,US-GAAP Liability,"CC - Chase - 4681 - This account is used to record transactions related to CC - Chase - 4681.

Purpose: This account tracks liability items specifically related to cc - chase - 4681. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of cc - chase - 4681 transactions
- Adjustments related to cc - chase - 4681
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
24272,Mortgage Payments,"This account tracks mortgage payments representing obligations of the entity. Mortgage Payments - This account is used to record transactions related to Mortgage Payments.

Purpose: This account tracks liability items specifically related to mortgage payments. It is classified under Long-term Liability - Mortgage Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of mortgage payments transactions
- Adjustments related to mortgage payments
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Long-term Liability - Mortgage Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"payable, mortgage, liability, investing-activities, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Long-term Liability - Mortgage Payable,Investing Activities,CC-0000,US-GAAP Liability,"Mortgage Payments - This account is used to record transactions related to Mortgage Payments.

Purpose: This account tracks liability items specifically related to mortgage payments. It is classified under Long-term Liability - Mortgage Payable in accordance with US-GAAP standards.

Transaction Examples:
- Recording of mortgage payments transactions
- Adjustments related to mortgage payments
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Long-term Liability - Mortgage Payable classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
24450,BOA Corp Parent 0105,"This account tracks boa corp parent 0105 representing obligations of the entity. BOA Corp Parent 0105 - This account is used to record transactions related to BOA Corp Parent 0105.

Purpose: This account tracks liability items specifically related to boa corp parent 0105. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of boa corp parent 0105 transactions
- Adjustments related to boa corp parent 0105
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"general, occupancy, liability, operating-activities, property, lease, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Liability - General,Operating Activities,CC-0000,US-GAAP Liability,"BOA Corp Parent 0105 - This account is used to record transactions related to BOA Corp Parent 0105.

Purpose: This account tracks liability items specifically related to boa corp parent 0105. It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of boa corp parent 0105 transactions
- Adjustments related to boa corp parent 0105
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
24628,Chase - Ennovation Business Ink CC - (8274),"This account tracks chase - ennovation business ink cc - (8274) representing obligations of the entity. Chase - Ennovation Business Ink CC - (8274) - This account is used to record transactions related to Chase - Ennovation Business Ink CC - (8274).

Purpose: This account tracks liability items specifically related to chase - ennovation business ink cc - (8274). It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of chase - ennovation business ink cc - (8274) transactions
- Adjustments related to chase - ennovation business ink cc - (8274)
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"general, operating-activities, liability, credit",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Liability - General,Operating Activities,CC-0000,US-GAAP Liability,"Chase - Ennovation Business Ink CC - (8274) - This account is used to record transactions related to Chase - Ennovation Business Ink CC - (8274).

Purpose: This account tracks liability items specifically related to chase - ennovation business ink cc - (8274). It is classified under Liability - General in accordance with US-GAAP standards.

Transaction Examples:
- Recording of chase - ennovation business ink cc - (8274) transactions
- Adjustments related to chase - ennovation business ink cc - (8274)
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Liability - General classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
24806,Credit Card - 3684 - 2,"This account tracks credit card - 3684 - 2 representing obligations of the entity. Credit Card - 3684 - 2 - This account is used to record transactions related to Credit Card - 3684 - 2.

Purpose: This account tracks liability items specifically related to credit card - 3684 - 2. It is classified under Current Liability - Credit Cards in accordance with US-GAAP standards.

Transaction Examples:
- Recording of credit card - 3684 - 2 transactions
- Adjustments related to credit card - 3684 - 2
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Current Liability - Credit Cards classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance. Liabilities are recognized when there is a present obligation from past events and settlement is expected to result in an outflow of economic resources.",Detail,Liability,Balance Sheet,20000,Credit,"operating-activities, liability, credit, cards",,IAS 1 - Presentation of Financial Statements; ASC 210 - Balance Sheet,,,,Current Liability - Credit Cards,Operating Activities,CC-0000,US-GAAP Liability,"Credit Card - 3684 - 2 - This account is used to record transactions related to Credit Card - 3684 - 2.

Purpose: This account tracks liability items specifically related to credit card - 3684 - 2. It is classified under Current Liability - Credit Cards in accordance with US-GAAP standards.

Transaction Examples:
- Recording of credit card - 3684 - 2 transactions
- Adjustments related to credit card - 3684 - 2
- Period-end reconciliation and reporting

GAAP Rationale: This account follows US-GAAP classification standards for liability accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.

When NOT to Use: Do not use this account for transactions that belong to other liability categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.

Cross-References: Related accounts include other liability accounts within the Current Liability - Credit Cards classification. Review the complete chart of accounts for proper account selection.

Frequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."
