"id","name","type_tax_use","amount_type","sequence","amount","description","l10n_ec_code_base","l10n_ec_code_applied","tax_group_id","l10n_ec_code_ats","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/tag_ids","repartition_line_ids/account_id","name@es","description@es","invoice_label@es","invoice_label","active"
"tax_withhold_profit_322_1","1% 322","none","percent","70","-1","322 1% Insurance and Reinsurance (Premiums and Cessions)","322","372","tax_group_withhold_income_purchase","322","","base","invoice","+322 (Reporte 103)","","322 1% Seguros y Reaseguros (Primas y Cesiones)","322 1% Seguros y Reaseguros (Primas y Cesiones)","322","1% 322","True"
"","","","","","","","","","","","","tax","invoice","+372 (Reporte 103)","ret_ir_1x100","","","","",""
"","","","","","","","","","","","","base","refund","-322 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-372 (Reporte 103)","ret_ir_1x100","","","","",""
"tax_withhold_profit_323O","1% 323o","none","percent","70","-1","323o 1% Interest and Other Financial Income Paid to Banks and Other Entities Subject to the Control of the Superintendency of Banks and the Popular and Solidarity Economy","323","373","tax_group_withhold_income_purchase","323O","","base","invoice","+323 (Reporte 103)","","323O 1% Intereses y Demás Rendimientos Financieros Pagados a Bancos y Otras Entidades Sometidas al Control de la Superintendencia de Bancos y de la Economía Popular y Solidaria","323O 1% Intereses y Demás Rendimientos Financieros Pagados a Bancos y Otras Entidades Sometidas al Control de la Superintendencia de Bancos y de la Economía Popular y Solidaria","323","1% 323o","True"
"","","","","","","","","","","","","tax","invoice","+372 (Reporte 103)","ret_ir_1x100","","","","",""
"","","","","","","","","","","","","base","refund","-322 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-372 (Reporte 103)","ret_ir_1x100","","","","",""
"tax_withhold_profit_343C","2% 343c","none","percent","70","-2","343c 2% PET Non-Returnable Plastic Bottles Reception","344","394","tax_group_withhold_income_purchase","343C","","base","invoice","+344 (Reporte 103)","","343C 2% Recepción de Botellas Plásticas no Retornables de PET","343C 2% Recepción de Botellas Plásticas no Retornables de PET","344","2% 343c","True"
"","","","","","","","","","","","","tax","invoice","+394 (Reporte 103)","ret_ir_2x100","","","","",""
"","","","","","","","","","","","","base","refund","-344 (Reporte 103)","","","","","",""
"","","","","","","","","","","","","tax","refund","-394 (Reporte 103)","ret_ir_2x100","","","","",""
"tax_withhold_profit_sale_1x100","1% WTH","none","percent","70","-1","1% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","1% Ret. de la Fuente","1% Retenciones de la Fuente","1%","1% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_1_75x100","1.75% WTH","none","percent","70","-1.75","1.75% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","1.75% Ret. de la Fuente","1.75% Retenciones de la Fuente","1.75%","1.75% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_2x100","2% WTH","none","percent","70","-2","2% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","2% Ret. de la Fuente","2% Retenciones de la Fuente","2%","2% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_2_75x100","2.75% WTH","none","percent","70","-2.75","2.75% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","2.75% Ret. de la Fuente","2.75% Retenciones de la Fuente","2.75%","2.75% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_3x100","3% WH","none","percent","70","-3","3% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","3% Ret. de la Fuente","3% Retenciones de la Fuente","3%","3% WTH","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_profit_withhold,"","","","",""
"","","","","","","","","","","","",base,refund,"","","","","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_profit_withhold,"","","","",""
"tax_withhold_profit_sale_5x100","5% WTH","none","percent","70","-5","5% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","5% Ret. de la Fuente","5% Retenciones de la Fuente","5%","5% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_8x100","8% WTH","none","percent","70","-8","8% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","8% Ret. de la Fuente","8% Retenciones de la Fuente","8%","8% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_10x100","10% WTH","none","percent","70","-10","10% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","10% Ret. de la Fuente","10% Retenciones de la Fuente","10%","10% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_15x100","15% WTH","none","percent","70","-15","15% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","15% Ret. de la Fuente","15% Retenciones de la Fuente","15%","15% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_profit_sale_22x100","22% WTH","none","percent","70","-22","22% Withholding Taxes","","","tax_group_withhold_income_sale","","","base","invoice","","","22% Ret. de la Fuente","22% Retenciones de la Fuente","22%","22% WTH","True"
"","","","","","","","","","","","","tax","invoice","","ec_sale_profit_withhold","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","tax","refund","","ec_sale_profit_withhold","","","","",""
"tax_withhold_vat_10","10% WTH","none","percent","50","-10","VAT Withholding 10%","","721","tax_group_withhold_vat_purchase","","","base","invoice","","","10% Ret. IVA","10% Retención IVA","RET IVA 10%","10% WTH","True"
"","","","","","","","","","","","100","tax","invoice","+721 (Reporte 104)","ec_vat_withhold_10","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-721 (Reporte 104)","ec_vat_withhold_10","","","","",""
"tax_withhold_vat_20","20% WTH","none","percent","50","-20","VAT Withholding 20%","","723","tax_group_withhold_vat_purchase","","","base","invoice","","","20% Ret. IVA","20% Retención IVA","RET IVA 20%","20% WTH","True"
"","","","","","","","","","","","100","tax","invoice","+723 (Reporte 104)","ec_vat_withhold_20","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-723 (Reporte 104)","ec_vat_withhold_20","","","","",""
"tax_withhold_vat_30","30% WTH","none","percent","50","-30","VAT Withholding 30%","","725","tax_group_withhold_vat_purchase","","","base","invoice","","","30% Ret. IVA","30% Retención IVA","RET IVA 30%","30% WTH","True"
"","","","","","","","","","","","100","tax","invoice","+725 (Reporte 104)","ec_vat_withhold_30","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-725 (Reporte 104)","ec_vat_withhold_30","","","","",""
"tax_withhold_vat_50","50% WTH","none","percent","50","-50","VAT Withholding 50%","","727","tax_group_withhold_vat_purchase","","","base","invoice","","","50% Ret. IVA","50% Retención IVA","RET IVA 50%","50% WTH","True"
"","","","","","","","","","","","100","tax","invoice","+727 (Reporte 104)","ec_vat_withhold_50","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-727 (Reporte 104)","ec_vat_withhold_50","","","","",""
"tax_withhold_vat_70","70% WTH","none","percent","50","-70","VAT Withholding 70%","","729","tax_group_withhold_vat_purchase","","","base","invoice","","","70% Ret. IVA","70% Retención IVA","RET IVA 70%","70% WTH","True"
"","","","","","","","","","","","100","tax","invoice","+729 (Reporte 104)","ec_vat_withhold_70","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-729 (Reporte 104)","ec_vat_withhold_70","","","","",""
"tax_withhold_vat_100","100% WTH","none","percent","50","-100","VAT Withholding 100%","","731","tax_group_withhold_vat_purchase","","","base","invoice","","","100% Ret. IVA","100% Retención IVA","RET IVA 100%","100% WTH","True"
"","","","","","","","","","","","100","tax","invoice","+731 (Reporte 104)","ec_vat_withhold_100","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-731 (Reporte 104)","ec_vat_withhold_100","","","","",""
"tax_sale_withhold_vat_10","10% WTH","none","percent","60","-10","VAT Withholding 10%","","609","tax_group_withhold_vat_sale","","","base","invoice","","","10% Ret. IVA","10% Retención IVA","RET IVA 10%","10% WTH","True"
"","","","","","","","","","","","100","tax","invoice","+609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"tax_sale_withhold_vat_20","VAT WTH 20%","none","percent","60","-20","VAT Withholding 20%","","609","tax_group_withhold_vat_sale","","","base","invoice","","","20% Ret. IVA","20% Retención IVA","RET IVA 20%","VAT WTH 20%","True"
"","","","","","","","","","","","100","tax","invoice","+609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"tax_sale_withhold_vat_30","VAT WTH 30%","none","percent","60","-30","VAT Withholding 30%","","609","tax_group_withhold_vat_sale","","","base","invoice","","","30% Ret. IVA","30% Retención IVA","RET IVA 30%","VAT WTH 30%","True"
"","","","","","","","","","","","100","tax","invoice","+609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"tax_sale_withhold_vat_50","VAT WTH 50%","none","percent","60","-50","VAT Withholding 50%","","609","tax_group_withhold_vat_sale","","","base","invoice","","","50% Ret. IVA","50% Retención IVA","RET IVA 50%","VAT WTH 50%","True"
"","","","","","","","","","","","100","tax","invoice","+609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"tax_sale_withhold_vat_70","VAT WTH 70%","none","percent","60","-70","VAT Withholding 70%","","609","tax_group_withhold_vat_sale","","","base","invoice","","","70% Ret. IVA","70% Retención IVA","RET IVA 70%","VAT WTH 70%","True"
"","","","","","","","","","","","100","tax","invoice","+609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"tax_sale_withhold_vat_100","VAT WTH 100%","none","percent","60","-100","VAT Withholding 100%","","609","tax_group_withhold_vat_sale","","","base","invoice","","","100% Ret. IVA","100% Retención IVA","RET IVA 100%","VAT WTH 100%","True"
"","","","","","","","","","","","100","tax","invoice","+609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
"","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","100","tax","refund","-609 (Reporte 104)","ec_sale_vat_outstanding_withholds","","","","",""
