"id","parent_id","active","code","name","reconcile","non_trade","account_type","name@es","description","description@es_419","tax_ids","depreciation_model_id"
"ec52022817","ec520228","True","52022817","Waste collection","False","","expense","Recolección residuos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202281801","ec52022818","True","5202281801","Supplies","False","","expense","Gnd suministros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202281802","ec52022818","True","5202281802","Expenses for management and entertainment of customers and employees","False","","expense","Gnd gastos de gestion y agasajos a clientes y empleados","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202281803","ec52022818","True","5202281803","Retentions assumed","False","","expense","Gnd retenciones asumidas","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202281804","ec52022818","True","5202281804","Technical support","False","","expense","Gnd soporte tecnico","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202281805","ec52022818","True","5202281805","Non-deductible mobilization","False","","expense","Gnd movilización no deducible","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec5202281806","ec52022818","True","5202281806","Taxes, interest and penalties","False","","expense","Gnd impuestos, intereses y multas","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec5202281807","ec52022818","True","5202281807","Gnd Foreign Currency Outflow Tax (ISD)","False","","expense","Gnd Impuesto Salida de Divisas (ISD)","Government taxes, fees, or penalties not related to VAT or income tax.","Impuestos, tasas o sanciones gubernamentales no relacionadas con IVA o Impuesto a la Renta.","",""
"ec5202281808","ec52022818","True","5202281808","Other non-deductible expenses","False","","expense","Gnd otros gastos no deducibles","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520301","ec5203","True","520301","Interests","False","","expense","Intereses","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","",""
"ec520302","ec5203","True","520302","Commissions","False","","expense","Comisiones","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520303","ec5203","True","520303","Asset financing expenses","False","","expense","Gastos de financiamiento de activos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520304","ec5203","True","520304","Difference in exchange","False","","expense","Diferencia en cambio","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520305","ec5203","True","520305","Other financial expenses","False","","expense","Otros gastos financieros","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec520401","ec5204","True","520401","Loss on investments in associates / subsidiaries and others","False","","expense","Perdida en inversiones en asociadas / subsidiarias y otras","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec_early_pay_discount_gain","ec520402","True","52040201","(-) Early Cash Discount Gain from purchases","False","","expense","(-) Descuento pronto pago en compras de servicios","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec_expense_cash_difference","ec520402","True","52040202","(-) Expenses for Cash Differences","False","","expense","(-) Egresos por diferencias en efectivo","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
"ec_expense_others","ec520402","True","52040203","Other expenses","False","","expense","Otros gastos","General administrative or operating expense incurred by the company.","Gasto administrativo u operativo general incurrido por la empresa.","tax_vat_15_512_sup_04",""
