id,code,description
PR060210,PR060210,"Rental or lease of tangible personal property pursuant to a rental-purchase agreement (rent-to-own) excluding rentals of audio media, audio equipment or furniture - non-business use"
PR060220,PR060220,"Rental or lease of av equipment - business use only"
PR060230,PR060230,"Rental or lease pursuant to a rental-purchase agreement (rent-to-own) for rentals of av equipment - non-business use"
PR060240,PR060240,"Rental or lease pursuant to a rental-purchase agreement (rent-to-own) for rentals of furniture - non-business use"
PR060250,PR060250,"Rental or lease of audio visual media"
PR060260,PR060260,"Rental / leases of tangible personal property pursuant to a rental-purchase agreement (rent-to-own) excluding  rentals of audio media, audio equipment or furniture.  note:  use of this code will apply chicago personal property lease transaction tax."
PR060298,PR060298,"Rentals / leases - tangible personal property (</= 30 days) - backhoe without an operator"
PR060350,PR060350,"Rental and leasing / scaffolding / contractor rental"
PR060777,PR060777,"Rental / lease of tangible personal property pursuant to a rental-purchase agreement (rent-to-own) note:  the code only applies illinois rental purchase agreement occupation tax.  "
PR061200,PR061200,"Golf cart rental"
PR061800,PR061800,"Linen rental with pick-up, relaundering, and redelivery services"
PR062482,PR062482,"Catering services - equipment rental fees"
PR062498,PR062498,"Catering services - room rental charges"
PR065000,PR065000,"Rental / leases - tangible personal property (<= 30 days) "
PR065100,PR065100,"Rental / leases - manufacturing machinery (<= 30 days) "
PR075000,PR075000,"Rental / leases - tangible personal property (> 30 days)"
PR075100,PR075100,"Rental / leases - manufacturing machinery (> 30 days)"
PR080000,PR080000,"Capital lease"
PR082546,PR082546,"$1 option buyout lease"
PR082626,PR082626,"Rental or lease of tangible personal property - capital lease"
PR082627,PR082627,"Rental and leasing / tangible personal property / capital lease fees"
PR082658,PR082658,"Third party financing for $1 purchase payment lease - treatment as a capital lease"
PR082666,PR082666,"Third party financing for $1 purchase payment lease - treatment as a financing arrangement"
PR091000,PR091000,"Rental or lease of tangible personal property - operating lease"
PR091001,PR091001,"Rental and leasing / tangible personal property / operating lease fees"
PR091100,PR091100,"Hiring out of movable tangible property, except hiring out of all means of transport"
PR097018,PR097018,"Safe deposit box rentals"
PR100100,PR100100,"Car rentals <= 30 days"
PR100200,PR100200,"Car rentals > 30 days"
PR100300,PR100300,"Rental and leasing / passenger car rental"
PR100320,PR100320,"Rental and leasing / passenger car rental / optional fees"
PR100330,PR100330,"Rental and leasing / passenger car rental / mandatory fees"
PR100340,PR100340,"Rental and leasing / passenger car rental / accessory equipment"
PR100350,PR100350,"Rental and leasing / moving truck rental"
PR100355,PR100355,"Rental and leasing / moving truck rental / mandatory administrative fee"
PR100356,PR100356,"Rental and leasing / moving truck rental / mandatory miscellaneous fees"
PS050000,PS050000,"School related products (business-to-business)"
PS050100,PS050100,"School related products (b2b)-supplies"
PS050101,PS050101,"School related products (b2b)-supplies-binders"
PS050102,PS050102,"School related products (b2b)-supplies-blackboard chalk"
PS050103,PS050103,"School related products (b2b)-supplies-book bags"
PS050104,PS050104,"School related products (b2b)-supplies-calculators"
PS050105,PS050105,"School related products (b2b)-supplies-cellophane tape"
PS050106,PS050106,"School related products (b2b)-supplies-compasses"
PS050107,PS050107,"School related products (b2b)-supplies-composition books"
PS050108,PS050108,"School related products (b2b)-supplies-crayons"
PS050109,PS050109,"School related products (b2b)-supplies-erasers"
PS050110,PS050110,"School related products (b2b)-supplies-folders - expandable, pocket, plastic and manila"
PS050111,PS050111,"School related products (b2b)-supplies-glue, paste and paste sticks"
PS050112,PS050112,"School related products (b2b)-supplies-highlighters"
PS050113,PS050113,"School related products (b2b)-supplies-index cards"
PS050114,PS050114,"School related products (b2b)-supplies-index card boxes"
PS050115,PS050115,"School related products (b2b)-supplies-legal pads"
PS050116,PS050116,"School related products (b2b)-supplies-lunch boxes"
PS050117,PS050117,"School related products (b2b)-supplies-markers"
PS050118,PS050118,"School related products (b2b)-supplies-notebooks"
PS050119,PS050119,"School related products (b2b)-supplies-paper"
PS050120,PS050120,"School related products (b2b)-supplies-pencil boxes and other school supply boxes"
PS050121,PS050121,"School related products (b2b)-supplies-pencil sharpeners"
PS050122,PS050122,"School related products (b2b)-supplies-pencils"
PS050123,PS050123,"School related products (b2b)-supplies-pens"
PS050124,PS050124,"School related products (b2b)-supplies-protractors"
PS050125,PS050125,"School related products (b2b)-supplies-rulers"
PS050126,PS050126,"School related products (b2b)-supplies-scissors"
PS050127,PS050127,"School related products (b2b)-supplies-writing tablets"
PS050300,PS050300,"School related products (b2b)-instructional material"
PS050302,PS050302,"School related products (b2b)-instructional material-reference maps and globes"
PS050303,PS050303,"School related products (b2b)-instructional material-textbooks"
PS050305,PS050305,"School related products (b2b) – learning aids to include books, cards, puzzles, games, and toys to assist in reading, math, and other skills"
PS050401,PS050401,"School related products (b2b)-computer supply-computer storage media, diskettes, compact disks"
PS050402,PS050402,"School related products (b2b)-computer supply-handheld electronic schedulers, except devices that are cellular phones"
PS050403,PS050403,"School related products (b2b)-computer supply-personal digital assistants, except devices that are cellular phones"
PS050404,PS050404,"School related products (b2b)-computer supply-computer printers"
PS050405,PS050405,"School related products (b2b)-computer supply-printer supplies for computers - paper, ink etc."
PS060000,PS060000,"School related products (business-to-customer)"
PS060100,PS060100,"School related products (b2c)-supplies"
PS060101,PS060101,"School related products (b2c)-supplies-binders"
PS060102,PS060102,"School related products (b2c)-supplies-blackboard chalk"
PS060103,PS060103,"School related products (b2c)-supplies-book bags"
PS060104,PS060104,"School related products (b2c)-supplies-calculators"
PS060105,PS060105,"School related products (b2c)-supplies-cellophane tape"
PS060106,PS060106,"School related products (b2c)-supplies-compasses"
PS060107,PS060107,"School related products (b2c)-supplies-composition books"
PS060108,PS060108,"School related products (b2c)-supplies-crayons"
PS060109,PS060109,"School related products (b2c)-supplies-erasers"
PS060110,PS060110,"School related products (b2c)-supplies-folders - expandable, pocket, plastic and manila"
PS060111,PS060111,"School related products (b2c)-supplies-glue, paste and paste sticks"
PS060112,PS060112,"School related products (b2c)-supplies-highlighters"
PS060113,PS060113,"School related products (b2c)-supplies-index cards"
PS060114,PS060114,"School related products (b2c)-supplies-index card boxes"
PS060115,PS060115,"School related products (b2c)-supplies-legal pads"
PS060116,PS060116,"School related products (b2c)-supplies-lunch boxes"
PS060117,PS060117,"School related products (b2c)-supplies-markers"
PS060118,PS060118,"School related products (b2c)-supplies-notebooks"
PS060119,PS060119,"School related products (b2c)-supplies-paper"
PS060120,PS060120,"School related products (b2c)-supplies-pencil boxes and other school supply boxes"
PS060121,PS060121,"School related products (b2c)-supplies-pencil sharpeners"
PS060122,PS060122,"School related products (b2c)-supplies-pencils"
PS060123,PS060123,"School related products (b2c)-supplies-pens"
PS060124,PS060124,"School related products (b2c)-supplies-protractors"
PS060125,PS060125,"School related products (b2c)-suppliesrulers"
PS060126,PS060126,"School related products (b2c)-suppliesscissors"
PS060127,PS060127,"School related products (b2c)-supplies-writing tablets"
PS060200,PS060200,"School related products (b2c)-art supplies"
PS060300,PS060300,"School related products (b2c)-instructional material"
PS060302,PS060302,"School related products (b2c)-instructional material-reference maps and globes"
PS060303,PS060303,"School related products (b2c)-instructional material-textbooks"
PS060305,PS060305,"School related products (b2c) – learning aids to include books, cards, puzzles, games, and toys to assist in reading, math, and other skills"
PS060400,PS060400,"School related products (b2c)-computer supply"
PS060401,PS060401,"School related products (b2c)-computer supply-computer storage media, diskettes, compact disks"
PS060404,PS060404,"School related products (b2c)-computer supply-computer printers"
PS060405,PS060405,"School related products (b2c)-computer supply-printer supplies for computers - paper, ink etc."
PS078938,PS078938,"Security systems"
PS080101,PS080101,"Buttons"
PS081250,PS081250,"Sewing supplies (non-commercial use) - sewing supplies (non-commercial use) - clothing dye"
PS081258,PS081258,"Sewing notions (excludes thread)"
PS081266,PS081266,"Sewing supplies (non-commercial use) - decorative patches / iron on transfers / girl and boy scout patches"
PS081274,PS081274,"Sewing thread / carpet thread"
PS081282123,PS081282123,"Yarn"
PS081282,PS081282,"Yarn"
PS101298,PS101298,"Shoe polish / shoe wax / shoe paste / mink oil "
PS116242,PS116242,"Signs attached to realty"
PS118898,PS118898,"Store signs not attached to realty"
PS160000,PS160000,"Smoking products"
PS160747,PS160747,"Cigarettes"
PS160748,PS160748,"Cigars - non premium - costs less than $2 per cigar"
PS160749,PS160749,"Cigars - premium - costs more than $2 per cigar"
PS160750,PS160750,"Tobacco: smoking / chewing / snuff / does not include pipe tobacco"
PS160751,PS160751,"Pipe tobacco"
PS160800,PS160800,"Electronic cigarettes"
PS160801,PS160801,"Vapor e-cigarettes / includes nicotine refill cartridge / closed system"
PS160802,PS160802,"Vapor e-cigarettes / nicotine refill cartridge only / greater than 5ml"
PS160805,PS160805,"Vapor heat sticks"
PS160806,PS160806,"Vapor vapeleaf"
PS160811,PS160811,"Vapor e-cigarettes / includes nicotine refill cartridge / open system"
PS160812,PS160812,"Vapor e-cigarettes / nicotine refill cartridge only / less than or equal to 5ml"
PS160820,PS160820,"Vapor pen / closed / does not contain nicotine"
PS160821,PS160821,"Vapor pen / closed / contains nicotine"
PS160822,PS160822,"Vapor pen / cbd"
PS160823,PS160823,"Vapor pen / refillable contains nicotine"
PS160824,PS160824,"Vapor pen / refillable does not contain nicotine"
PS160825,PS160825,"Vapor pen / cbd refill cartridge only / 5 ml or less"
PS160826,PS160826,"Vapor pen / cbd refill cartridge only /greater than 5 ml"
PS160827,PS160827,"Vapor pen /  nicotine refill cartridge only / greater than 5 ml"
PS160828,PS160828,"Vapor pen / nicotine refill cartridge only  / 5 ml  or less"
PS160829,PS160829,"Vapor pen / does not contain nicotine / refill cartridge only / greater than 5 ml"
PS160830,PS160830,"Vapor pen / does not contain nicotine / refill cartridge only / 5 ml or less"
PS160835,PS160835,"Vapor liquids / does not contain nicotine / 5 ml or less"
PS160836,PS160836,"Vapor liquids / does not contain nicotine /greater than 5 ml"
PS160837,PS160837,"Vapor liquids / contains nicotine / 5 ml or less"
PS160838,PS160838,"Vapor liquids / contains nicotine / greater than 5 ml"
PS160840,PS160840,"Vapor devices and kits / with vape liquid / does not contain nicotine"
PS160841,PS160841,"Vapor devices and kits / without vape liquid"
PS160842,PS160842,"Vapor devices and kits / with vape liquid / contains nicotine"
PS160845,PS160845,"Vapor components and accessories – excludes battery and charger"
PS160846,PS160846,"Vapor battery or charger"
PS300110,PS300110,"Solar / alternating current (ac) cable and conduit / used in generation / solar equipment sold at retail"
PS300111,PS300111,"Solar / alternating current (ac) cable and conduit / used in transmission / solar equipment sold at retail"
PS300115,PS300115,"Solar / direct current (dc) equipment / solar equipment sold at retail"
PS300120,PS300120,"Solar / generator tie line / solar equipment sold at retail"
PS300125,PS300125,"Solar / inverter / solar equipment sold at retail"
PS300126,PS300126,"Solar / microinverters / solar equipment sold at retail"
PS300130,PS300130,"Solar / solar groundmount posts / solar equipment sold at retail"
PS300135,PS300135,"Solar / solar module or panel / solar equipment sold at retail"
PS300140,PS300140,"Solar / solar panel grounding and bonding components / solar equipment sold at retail"
PS300145,PS300145,"Solar / solar panel mounting structures and hardware / solar equipment sold at retail"
PS300150,PS300150,"Solar / solar panel tilt brackets and hardware / solar equipment sold at retail"
PS300155,PS300155,"Solar / switchgear / solar equipment sold at retail"
PS300160,PS300160,"Solar / solar alternating current (ac) module or panel kits / solar equipment sold at retail"
PS300165,PS300165,"Solar / batteries and storage / solar equipment sold at retail"
PS300170,PS300170,"Solar / cables and connectors / solar equipment sold at retail"
PS300175,PS300175,"Solar / accessories for solar energy system / solar equipment sold at retail"
PS300180,PS300180,"Solar / solar monitoring system / solar equipment sold at retail"
PT030000,PT030000,"Telecommunication machinery & equipment"
PT030400,PT030400,"Telecom - installation"
PT030500,PT030500,"Telecom - warranty contracts (mandatory)"
PT030501,PT030501,"Telecom - warranty contracts (optional)"
PT030600,PT030600,"Telecom - machinery and equipment (replacement parts)"
PT118800,PT118800,"Hand tools"
PT118801,PT118801,"Power tools"
PT118802,PT118802,"Battery packs for power tools"
PT118803,PT118803,"Toolboxes"
PT118804,PT118804,"Duffle bags and tote bags designed for carrying tools"
PT118805,PT118805,"Shop lights"
PT118806,PT118806,"Led flashlights"
PT118807,PT118807,"Electrical voltage and testing equipment"
PT118808,PT118808,"Drain opening tools"
PT118809,PT118809,"Pipe cutting tools – handheld"
PT118810,PT118810,"Plumbing inspection equipment"
PT118811,PT118811,"Toolboxes designed for vehicle installation"
PT118906,PT118906,"Tools"
PW032474,PW032474,"Window treatments - ready made"
RSF,RSF,"Retail sales fee"
S0000000,S0000000,"Services "
S0000001,S0000001,"Services (required to complete a sale other than delivery & installation)"
S0557082,S0557082,"Specifically taxed services"
S9999999,S9999999,"Temporary unmapped service sku - taxable default"
SA010000,SA010000,"Accounting"
SA010100,SA010100,"Accounting-auditing"
SA010200,SA010200,"Accounting-general"
SA010300,SA010300,"Accounting-other"
SA010400,SA010400,"Accounting-tax"
SA011060,SA011060,"Accounting services performed by cpa"
SA016850,SA016850,"Payroll services"
SA030000,SA030000,"Advertising services - no transfer of tpp"
SA030200,SA030200,"Advertising-public relations"
SA030300,SA030300,"Advertising-market research and polling"
SA030400,SA030400,"Advertising-media placement"
SA030401,SA030401,"Advertising media / creation and placement for media"
SA035898,SA035898,"Advertising media / inserts distributed via newspaper insert"
SA035906,SA035906,"Advertising media / inserts distributed via shared mail package"
SA035914,SA035914,"Advertising media inserts distributed via solo mail"
SA035922,SA035922,"Advertising media inserts sent directly to business purchaser for distribution"
SA035930,SA035930,"Separately stated delivery charges for advertising media inserts distributed via newspaper insert"
SA035938,SA035938,"Separately stated delivery charges for advertising media inserts distributed via shared mail package"
SA035946,SA035946,"Separately stated delivery charges for advertising media inserts distributed via solo mail"
SA035954,SA035954,"Separately stated delivery charges for advertising media inserts sent directly to business purchaser for distribution"
SA036298,SA036298,"Advertising services - online advertising"
SA037000,SA037000,"Outdoor advertising"
SA038000,SA038000,"Advertising agency services"
SA040000,SA040000,"Pet services"
SA046706,SA046706,"Kennel services"
SA046866,SA046866,"Pet grooming services"
SA046867,SA046867,"Pet cremation services"
SA046868,SA046868,"Pet cremation services - urns sold with cremated pet remains"
SA050000,SA050000,"Agricultural livestock-commercial use - medical services"
SA050001,SA050001,"Agricultural livestock-commercial use - general livestock care services"
SA050002,SA050002,"Agricultural livestock-commercial use - livestock emergency/urgent care services"
SA050003,SA050003,"Agricultural livestock-commercial use - livestock surgery services"
SA050004,SA050004,"Agricultural livestock-commercial use - livestock internal medicine services"
SA070000,SA070000,"Architectural"
SA070100,SA070100,"Landscape architectural services"
SA070200,SA070200,"Architectural service / includes designs and plans"
SA080000,SA080000,"Athletic/health club"
SA090000,SA090000,"Automotive"
SA090001,SA090001,"Automotive / electric vehicle charging service / flat fee"
SA090002,SA090002,"Automotive / electric vehicle charging service / charge per kilowatt (kwh)"
SA090101,SA090101,"Car detailing services"
SA090102,SA090102,"Car washing services"
SA090103,SA090103,"Car waxing services"
SA090200,SA090200,"Diagnostic evaluation"
SA090400,SA090400,"Automotive-installation associated with the sale of tpp"
SA090500,SA090500,"Automotive-installation not associated with the sale of tpp"
SA090700,SA090700,"Automotive-repair"
SA090801,SA090801,"Automobile sales and lease / optional fees / long-term lease / vehicle term protection"
SA090802,SA090802,"Automobile sales and lease / optional fees / long-term lease / vehicle lease end protection"
SA090803,SA090803,"Automobile sales and lease / optional fees / long-term lease / vehicle pinstriping"
SA090804,SA090804,"Automobile sales and lease / optional fees / long-term lease / vehicle service protection plan"
SA090805,SA090805,"Automobile sales and lease / optional fees / long-term lease / vehicle dent protection plan"
SA090806,SA090806,"Automobile sales and lease / optional fees / long-term lease / vehicle tire, wheel, and cosmetic coverage"
SA090807,SA090807,"Automobile sales and lease / optional fees / long-term lease / vehicle vin etching"
SA090808,SA090808,"Automobile sales and lease / optional fees / long-term lease / vehicle window tinting"
SA090809,SA090809,"Automobile sales and lease / repair charges / long-term lease"
SA090810,SA090810,"Automobile sales and lease / optional fees / long-term lease / vehicle certified pre-owned service protection"
SA097130,SA097130,"Tire recapping services"
SA186314,SA186314,"Alteration services"
SB010000,SB010000,"Bank and financial institution"
SB010100,SB010100,"Bank - charges related to checking accounts"
SB010200,SB010200,"Bank - other charges"
SB010300,SB010300,"Debt counseling services"
SB016682,SB016682,"Investment advisor services"
SB030000,SB030000,"Barber (haircutting)"
SB040100,SB040100,"Beauty-haircutting, coloring, and styling"
SB045978,SB045978,"Body hair removal"
SB045994,SB045994,"Hair dye service"
SB046002,SB046002,"Miscellaneous salon services"
SB046003,SB046003,"Beauty - spray tanning"
SB046004,SB046004,"Beauty - manicures / pedicures"
SB046010,SB046010,"Skin treatment"
SB070000,SB070000,"Boat / repair, installation, or other services"
SB070400,SB070400,"Boat / installation / associated with the sale of tpp"
SB070500,SB070500,"Boat / installation / not associated with the sale of tpp"
SB070700,SB070700,"Boat / repair"
SB071000,SB071000,"Marina/dock rentals"
SB156266,SB156266,"Building inspection services"
SB156300,SB156300,"Building exterior cleaning services (except sandblasting, window cleaning)"
SC010000,SC010000,"Cable"
SC020010,SC020010,"Carpet cleaning services / residential / no deodorant or protector added"
SC020011,SC020011,"Carpet cleaning services / residential / deodorant or protector added"
SC020020,SC020020,"Carpet cleaning services / commercial / no deodorant or protector added"
SC020021,SC020021,"Carpet cleaning services / commercial / deodorant or protector added"
SC020025,SC020025,"Chimney cleaning services / residential"
SC020030,SC020030,"Chimney cleaning services / commercial"
SC060000,SC060000,"Clothing alteration or repair"
SC070000,SC070000,"Computer software implementation (implementation, installation and training) - associated with the sale of software"
SC070100,SC070100,"Computer software implementation - associated with the sale of software-prewritten software"
SC070101,SC070101,"Computer software implementation - associated with the sale of software-prewritten software-electronically downloaded"
SC070102,SC070102,"Computer software implementation - associated with the sale of software-prewritten software-load and leave"
SC070103,SC070103,"Computer software implementation - associated with the sale of software-prewritten software-physical media"
SC070104,SC070104,"Installation of canned software (optional)"
SC070121,SC070121,"Computer software implementation - optional - prewritten software - electronically downloaded for business use only"
SC070131,SC070131,"Computer software implementation - mandatory - prewritten software - electronically downloaded for business use only"
SC070200,SC070200,"Computer software implementation - associated with the sale of software-custom software"
SC070201,SC070201,"Computer software implementation - associated with the sale of software-custom software-electronically downloaded"
SC070202,SC070202,"Computer software implementation - associated with the sale of software-custom software-load and leave"
SC070203,SC070203,"Computer software implementation - associated with the sale of software-custom software-physical media"
SC070204,SC070204,"Installation of custom software (optional)"
SC070300,SC070300,"Computer software implementation-training only"
SC070301,SC070301,"Computer software implementation-training only-prewritten software - electronically downloaded"
SC070302,SC070302,"Computer software implementation-training only-prewritten software (load and leave)"
SC070303,SC070303,"Computer software implementation-training only-prewritten software (physical media)"
SC070304,SC070304,"Computer software implementation-training only-custom software (electronically downloaded)"
SC070305,SC070305,"Computer software implementation-training only-custom software (load and leave)"
SC070306,SC070306,"Computer software implementation-training only-custom software (physical media)"
SC070321,SC070321,"Computer software implementation - training only - optional - prewritten software - electronically downloaded for business use only"
SC070331,SC070331,"Computer software implementation - training only - mandatory - prewritten software - electronically downloaded for business use only"
SC080000,SC080000,"Computer software implementation (implementation, installation and training) - not associated with the sale of software"
SC080100,SC080100,"Computer software implementation - not associated with the sale of software-prewritten software"
SC080101,SC080101,"Computer software implementation - not associated with the sale of software-prewritten software-electronically downloaded"
SC080102,SC080102,"Computer software implementation - not associated with the sale of software-prewritten software-load and leave"
SC080103,SC080103,"Computer software implementation - not associated with the sale of software-prewritten software-physical media"
SC080121,SC080121,"Computer software implementation - prewritten software - electronically downloaded for business use only"
SC080200,SC080200,"Computer software implementation - not associated with the sale of software-custom software"
SC080201,SC080201,"Computer software implementation - not associated with the sale of software-custom software-electronically downloaded"
SC080202,SC080202,"Computer software implementation - not associated with the sale of software-custom software-load and leave"
SC080203,SC080203,"Computer software implementation - not associated with the sale of software-custom software-physical media"
SC080300,SC080300,"Computer software implementation - not associated with the sale of software-training only"
SC080301,SC080301,"Computer software implementation - not associated with the sale of software-training only-prewritten software (electronically)"
SC080302,SC080302,"Computer software implementation - not associated with the sale of software-training only-prewritten software (load and leave)"
SC080303,SC080303,"Computer software implementation - not associated with the sale of software-training only-prewritten software (physical media)"
SC080304,SC080304,"Computer software implementation - not associated with the sale of software-training only-custom software (electronically downloaded)"
SC080305,SC080305,"Computer software implementation - not associated with the sale of software-training only-custom software (load and leave)"
SC080306,SC080306,"Computer software implementation - not associated with the sale of software-training only-custom software (physical media)"
SC080307,SC080307,"Computer software implementation - not associated with the sale of software-training only-custom system software (electronically downloaded, for an operator or programmer defined as an it person)"
SC080308,SC080308,"Computer software implementation - not associated with the sale of software-training only-custom system software (load and leave, for an operator or programmer defined as an it person)"
SC080309,SC080309,"Computer software implementation - not associated with the sale of software-training only-custom system software (physical media, for an operator or programmer defined as an it person)"
SC080321,SC080321,"Computer software implementation - training only - prewritten software - electronically downloaded for business use only"
SC090000,SC090000,"Computer software maintenance contracts/agreements (custom software)"
SC090100,SC090100,"Computer software maintenance (custom software)-optional (electronically downloaded)"
SC090101,SC090101,"Computer software maintenance (custom software)-optional (electronically downloaded)-services only (remote support)"
SC090102,SC090102,"Computer software maintenance (custom software)-optional (electronically downloaded)-downloaded updates, etc. & services"
SC090103,SC090103,"Optional computer software maintenance contracts with respect to non-prewritten (custom) computer software that only provide updates or upgrades delivered electronically with respect to the software"
SC090200,SC090200,"Computer software maintenance (custom software)-mandatory (electronically downloaded)"
SC090201,SC090201,"Computer software maintenance (custom software)-mandatory (electronically downloaded)-services only (remote support)"
SC090202,SC090202,"Computer software maintenance (custom software)-mandatory (electronically downloaded)-downloaded updates, etc. & services"
SC090300,SC090300,"Computer software maintenance (custom software)-optional (load and leave)"
SC090301,SC090301,"Computer software maintenance (custom software)-optional (load and leave)-services only (remote support)"
SC090302,SC090302,"Computer software maintenance (custom software)-optional (load and leave)-load and leave updates, etc. & services"
SC090303,SC090303,"Optional computer software maintenance contracts with respect to non-prewritten (custom) computer software that only provide updates or upgrades delivered via load and leave with respect to the software"
SC090400,SC090400,"Computer software maintenance (custom software)-mandatory (load and leave)"
SC090401,SC090401,"Computer software maintenance (custom software)-mandatory (load and leave)-services only (remote support)"
SC090402,SC090402,"Computer software maintenance (custom software)-mandatory (load and leave)-load and leave updates, etc. & services"
SC090500,SC090500,"Computer software maintenance (custom software)-optional (physical media)"
SC090501,SC090501,"Computer software maintenance (custom software)-optional (physical media)-services only (remote support)"
SC090502,SC090502,"Computer software maintenance (custom software)-optional (physical media)-physical media, updates & services, etc."
SC090503,SC090503,"Optional computer software maintenance contracts with respect to non-prewritten (custom) computer software that only provide updates or upgrades with respect to the software"
SC090600,SC090600,"Computer software maintenance (custom software)-mandatory (physical media)"
SC090601,SC090601,"Computer software maintenance (custom software)-mandatory (physical media)-services only (remote support)"
SC090602,SC090602,"Computer software maintenance (custom software)-mandatory (physical media)-physical media updates, etc. & services"
SC100000,SC100000,"Computer software maintenance contracts/agreements (prewritten software)"
SC100100,SC100100,"Computer software maintenance (prewritten software)-optional (electronically downloaded)"
SC100101,SC100101,"Computer software maintenance (prewritten software)-optional (electronically downloaded)-services only (remote support)"
SC100102,SC100102,"Computer software maintenance (prewritten software)-optional (electronically downloaded)-downloaded updates, etc. & services"
SC100103,SC100103,"Computer software maintenance (prewritten software) - optional agreement - separately stated charges - updates in electronic form - upgrades, bug fixes, etc."
SC100121,SC100121,"Computer software maintenance contracts / agreements - optional -  prewritten software (electronically-downloaded) for business use only - services only (remote support)"
SC100122,SC100122,"Computer software maintenance contracts / agreements - optional - prewritten software (electronically downloaded) for business use only - downloaded updates and support services"
SC100200,SC100200,"Computer software maintenance (prewritten software)-mandatory (electronically downloaded)"
SC100201,SC100201,"Computer software maintenance (prewritten software)-mandatory (electronically downloaded)-services only (remote support)"
SC100202,SC100202,"Computer software maintenance (prewritten software)-mandatory (electronically downloaded)-downloaded updates, etc. & services"
SC100203,SC100203,"Computer software maintenance (prewritten software) - mandatory agreement - separately stated charges - updates in electronic form - upgrades  bug fixes  etc."
SC100221,SC100221,"Computer software maintenance contracts / agreements - mandatory -  prewritten software (electronically-downloaded) for business use only - services only (remote support)"
SC100222,SC100222,"Computer software maintenance contracts / agreements - mandatory - prewritten software (electronically downloaded) for business use only - downloaded updates and support services"
SC100300,SC100300,"Computer software maintenance (prewritten software)-optional (load and leave)"
SC100301,SC100301,"Computer software maintenance (prewritten software)-optional (load and leave)-services only (remote support)"
SC100302,SC100302,"Computer software maintenance (prewritten software)-optional (load and leave)-load and leave updates, etc. & services"
SC100303,SC100303,"Optional computer software maintenance contracts with respect to prewritten computer software that only provide updates or upgrades delivered via load and leave with respect to the software"
SC100400,SC100400,"Computer software maintenance (prewritten software)-mandatory (load and leave)"
SC100401,SC100401,"Computer software maintenance (prewritten software)-mandatory (load and leave)-services only (remote support)"
SC100402,SC100402,"Computer software maintenance (prewritten software)-mandatory (load and leave)-load and leave updates, etc. & services"
SC100500,SC100500,"Computer software maintenance (prewritten software)-computer optional (physical media)"
SC100501,SC100501,"Computer software maintenance (prewritten software)-computer optional (physical media)-services only (remote support)"
SC100502,SC100502,"Computer software maintenance (prewritten software)-computer optional (physical media)-physical media, updates & services, etc. "
SC100503,SC100503,"Computer software maintenance (prewritten software) - optional agreement - separately stated charges - updates in tangible form - upgrades, bug fixes, etc."
SC100600,SC100600,"Computer software maintenance (prewritten software)-mandatory (physical media)"
SC100601,SC100601,"Computer software maintenance (prewritten software)-mandatory (physical media)-services only (remote support)"
SC100602,SC100602,"Computer software maintenance (prewritten software)-mandatory (physical media)-physical media updates, etc. & services"
SC100603,SC100603,"Computer software maintenance (prewritten software) - mandatory agreement - separately stated charges - updates in tangible form - upgrades, bug fixes, etc."
SC117274,SC117274,"Customization of canned software"
SC117314,SC117314,"Software programming services / individual use"
SC117315,SC117315,"Software programming services / business use"
SC120000,SC120000,"Computer software technical services (custom software)"
SC120100,SC120100,"Computer software technical services (custom software)-optional (electronically downloaded)"
SC120101,SC120101,"Computer software technical services (custom software)-optional (electronically downloaded)-services only (remote support)"
SC120102,SC120102,"Computer software technical services (custom software)-optional (electronically downloaded)-downloaded updates, etc. & services"
SC120200,SC120200,"Computer software technical services (custom software)-mandatory (electronically downloaded)"
SC120201,SC120201,"Computer software technical services (custom software)-mandatory (electronically downloaded)-services only (remote support)"
SC120202,SC120202,"Computer software technical services (custom software)-mandatory (electronically downloaded)-downloaded updates, etc. & services"
SC120300,SC120300,"Computer software technical services (custom software)-optional (load and leave)"
SC120301,SC120301,"Computer software technical services (custom software)-optional (load and leave)-services only (remote support)"
SC120302,SC120302,"Computer software technical services (custom software)-optional (load and leave)-load and leave updates, etc. & services"
SC120400,SC120400,"Computer software technical services (custom software)-mandatory (load and leave)"
SC120401,SC120401,"Computer software technical services (custom software)-mandatory (load and leave)-services only (remote support)"
SC120402,SC120402,"Computer software technical services (custom software)-mandatory (load and leave)-load and leave updates, etc. & services"
SC120500,SC120500,"Computer software technical services (custom software)-optional (physical media)"
SC120501,SC120501,"Computer software technical services (custom software)-optional (physical media)-services only (remote support)"
SC120502,SC120502,"Computer software technical services (custom software)-optional (physical media)-physical media updates, etc. & services"
SC120600,SC120600,"Computer software technical services (custom software)-mandatory (physical media)"
SC120601,SC120601,"Computer software technical services (custom software)-mandatory (physical media)-services only (remote support)"
SC120602,SC120602,"Computer software technical services (custom software)-mandatory (physical media)-physical media updates, etc. & services"
SC130000,SC130000,"Computer software technical services (prewritten software)"
SC130100,SC130100,"Computer software technical services (prewritten software)-optional (electronically downloaded)"
SC130101,SC130101,"Computer software technical services (prewritten software)-optional (electronically downloaded)-services only (remote support)"
SC130102,SC130102,"Computer software technical services (prewritten software)-optional (electronically downloaded)-downloaded updates, etc. & services"
SC130121,SC130121,"Computer software optional - technical services remote only - prewritten software (electronically downloaded) for business use only"
