"id","code_prefix_start","code_prefix_end","name","name@de","name@fr"
"account_group_65318","65318","","AVA on other transferable securities","ZWb von sonstigen Wertpapieren","DCV sur autres valeurs mobilières"
"account_group_6532","6532","","FVA on transferable securities","AFV der Wertpapiere","AJV sur valeurs mobilières"
"account_group_654","654","","Loss on disposal of receivables and transferable securities from current assets","Verlust aus dem Abgang von Forderungen und Wertpapieren des Umlaufvermögens","Moins-values de cession de valeurs mobilières de l'actif circulant"
"account_group_6541","6541","","Loss on disposal of receivables from current assets","Verlust aus dem Abgang von Forderungen des Umlaufvermögens","Perte sur la cession de créances de l'actif circulant"
"account_group_65411","65411","","From affiliated undertakings","Forderungen gegen verbundene Unternehmen","Sur des entreprises liées"
"account_group_65412","65412","","From undertakings with which the undertaking is linked by virtue of participating interests","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_65413","65413","","from other receivables from current assets","aus sonstigen Forderungen aus dem Umlaufvermögen","d'autres créances de l'actif circulant"
"account_group_6542","6542","","Loss on disposal of transferable securities","Verlust aus der Veräußerung von Wertpapieren","Perte sur la cession de valeurs mobilières"
"account_group_65421","65421","","Shares in affiliated undertakings","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"account_group_65422","65422","","Own shares or corporate units","Eigene Aktien oder Anteile","Actions propres ou parts propres"
"account_group_65423","65423","","Shares in in undertakings with which the undertaking is linked by virtue of participating interests","Anteile an Unternehmen, mit denen das Unternehmen durch eine Beteiligung verbunden ist","Actions dans des entreprises avec lesquelles l'entreprise est liée par des participations"
"account_group_65428","65428","","Other transferable securities","Sonstige Wertpapiere","Autres valeurs mobilières"
"account_group_655","655","","Interest and discounts","Zinsen und Rabatte","Intérêts et escomptes"
"account_group_6551","6551","","Interest on debenture loans","Zinsen für Schuldverschreibungsdarlehen","Intérêts des dettes financières"
"account_group_65511","65511","","Interest on debenture loans - affiliated undertakings","Zinsen auf Anleihen - verbundene Unternehmen","Intérêts sur emprunts obligataires - entreprises liées"
"account_group_65512","65512","","Interest on debenture loans - other","Zinsen auf Anleihen - sonstige","Intérêts sur emprunts obligataires - autres"
"account_group_6552","6552","","Banking and similar interest","Bankwesen und ähnliche Zinsen","Intérêts bancaires et assimilés"
"account_group_65521","65521","","Banking interest on current accounts","Kontozinsen","Intérêts sur comptes bancaires"
"account_group_65522","65522","","Banking interest on financing operations","Bankzinsen auf Finanzoperationen","Intérêts bancaires sur opérations de financement"
"account_group_65523","65523","","Interest on financial leases","Zinsen aus Finanzierungsleasingverträgen","Intérêts sur les contrats de location-financement"
"account_group_655231","655231","","Interest on financial leases - affiliated undertakings","Zinsen auf Finanzierungsleasings - verbundene Unternehmen","Intérêts sur leasings financiers - entreprises liées"
"account_group_655232","655232","","Interest on financial leases - other","Zinsen auf Finanzierungsleasings - sonstige","Intérêts sur leasings financiers - autres"
"account_group_6553","6553","","Interest on trade payables","Zinsen auf Verbindlichkeiten aus Lieferungen und Leistungen","Intérêts sur dettes commerciales"
"account_group_6554","6554","","Interest payable to affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests","Zinsen an verbundene Unternehmen und Unternehmen, mit denen das Unternehmen durch Beteiligungen verbunden ist","Intérêts dus aux entreprises liées et aux entreprises avec lesquelles l'entreprise est liée par des participations"
"account_group_65541","65541","","Interest payable to affiliated undertakings","Zinsen auf Verbindlichkeiten gegenüber verbundenen Unternehmen","Intérêts sur des entreprises liées"
"account_group_65542","65542","","Interest payable to undertakings with which the undertaking is linked by virtue of participating interests","Zinsen auf Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Intérêts sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_6555","6555","","Discounts and charges on bills of exchange","Wechseldiskont und Wechselspesen","Escomptes et frais sur effets de commerce"
"account_group_65551","65551","","Discounts and charges on bills of exchange - affiliated undertakings","Diskonte und Kosten von Handelswechsel - verbundene Unternehmen","Escomptes et frais sur effets de commerce - entreprises liées"
"account_group_65552","65552","","Discounts and charges on bills of exchange - other","Diskonte und Kosten von Handelswechsel - sonstige","Escomptes et frais sur effets de commerce - autres"
"account_group_6556","6556","","Granted discounts","Gewährung von Rabatten","Remises accordées"
"account_group_65561","65561","","Granted discounts - affiliated undertakings","Gewährte Diskonten - verbundene Unternehmen","Escomptes accordés - entreprises liées"
"account_group_65562","65562","","Granted discounts - other","Gewährte Diskonten - sonstige","Escomptes accordés - autres"
"account_group_6558","6558","","Interest payable on other loans and debts","Zinsaufwendungen für sonstige Darlehen und Schulden","Intérêts dus sur d'autres emprunts et dettes"
"account_group_65581","65581","","Interest payable on other loans and debts - affiliated undertakings","Zinsen auf sonstige Ausleihungen und Verbindlichkeiten - verbundene Unternehmen","Intérêts sur autres emprunts et dettes - entreprises liées"
"account_group_65582","65582","","Interest payable on other loans and debts - other","Zinsen auf sonstige Ausleihungen und Verbindlichkeiten - sonstige","Intérêts sur autres emprunts et dettes - autres"
"account_group_656","656","","Foreign currency exchange losses","Fremdwährungsverluste","Pertes de change"
"account_group_6561","6561","","Foreign currency exchange losses - affiliated undertakings","Wechselkursverluste - verbundene Unternehmen","Pertes de change - entreprises liées"
"account_group_6562","6562","","Foreign currency exchange losses - other","Wechselkursverluste - sonstige","Pertes de change - autres"
"account_group_657","657","","Share in the losses of undertakings accounted for under the equity method","Verlustanteile in den gemeinsamen Unternehmen (andere als Kapitalgesellschaften)","Quote-part dans la perte des entreprises mises en équivalence"
"account_group_658","658","","Other financial charges","Sonstige finanzielle Aufwendungen","Autres charges financières"
"account_group_6581","6581","","Other financial charges - affiliated undertakings","Sonstige finanzielle Aufwendungen - verbundene Unternehmen","Autres charges financières - entreprises liées"
"account_group_6582","6582","","Other financial charges - other","Sonstige finanzielle Aufwendungen - sonstige","Autres charges financières - autres"
"account_group_659","659","","Allocations to financial provisions","Zuführungen zu Finanzrückstellungen","Dotations aux provisions financières"
"account_group_6591","6591","","Allocations to financial provisions - affiliated undertakings","Zuführungen zu finanziellen Rückstellungen - verbundene Unternehmen","Dotations aux provisions financières - entreprises liées"
"account_group_6592","6592","","Allocations to financial provisions - other","Zuführungen zu finanziellen Rückstellungen - sonstige","Dotations aux provisions financières - autres"
"account_group_67","67","","Income taxes","Einkommensteuer","Impôts sur le revenu"
"account_group_671","671","","Corporate income tax (CIT)","Körperschaftssteuer (CIT)","Impôt sur les sociétés (IS)"
"account_group_6711","6711","","CIT - current financial year","KSt - laufendes Geschäftsjahr","IRC - exercice courant"
"account_group_6712","6712","","CIT - previous financial years","KSt - vorhergehende Geschäftsjahre","IRC - exercices antérieurs"
"account_group_672","672","","Municipal business tax","Gewerbesteuer","Impôt commercial communal (ICC)"
"account_group_6721","6721","","MBT - current financial year","GewSt - laufendes Geschäftsjahr","ICC - exercice courant"
"account_group_6722","6722","","MBT - previous financial years","GewSt - vorhergehende Geschäftsjahre","ICC - exercices antérieurs"
"account_group_673","673","","Foreign income taxes","Ausländische Einkommensteuern","Impôts sur le revenu à l'étranger"
"account_group_6731","6731","","Withholding taxes","Quellensteuern","Retenues d'impôt à la source"
"account_group_6732","6732","","Taxes levied on permanent establishments","Auf Betriebsstätten erhobene Steuern","Impôts prélevés sur les établissements stables"
"account_group_67321","67321","","Current financial year","Laufendes Geschäftsjahr","Exercice courant"
"account_group_67322","67322","","Previous financial years","Vorhergehende Geschäftsjahre","Exercices antérieurs"
"account_group_6733","6733","","Taxes levied on non-resident undertakings","Steuern, die durch die nicht gebietsansässige Unternehmen getragen wurden","Impôts supportés par les entreprises non résidentes"
"account_group_6738","6738","","Other foreign income taxes","Sonstige ausländische Steuern auf Einkommen und Erträge","Autres impôts étrangers sur le résultat"
"account_group_679","679","","Allocations to provisions for deferred taxes","Zuführungen zu Rückstellungen für Steuern","Dotations aux provisions pour impôts différés"
"account_group_68","68","","Other taxes not included in the previous caption","Sonstige Steuern, die in der vorstehenden Rubrik nicht enthalten sind","Autres taxes non comprises dans la rubrique précédente"
"account_group_681","681","","Net wealth tax (NWT)","Netto-Vermögenssteuer (NWT)","Impôt sur le patrimoine net (ISN)"
"account_group_6811","6811","","NWT - current financial year","VermSt - laufendes Geschäftsjahr","IF - exercice courant"
"account_group_6812","6812","","NWT - previous financial years","VermSt - vorhergehende Geschäftsjahre","IF - exercices antérieurs"
"account_group_682","682","","Subscription tax","Abgeltungssteuer","Taxe d'abonnement"
"account_group_683","683","","Foreign taxes","Ausländische Steuern","Impôts étrangers"
"account_group_688","688","","Other taxes","Sonstige Steuern","Autres impôts"
"account_group_7","7","","INCOME ACCOUNTS","EINKOMMENSKONTEN","COMPTES DE REVENUS"
"account_group_70","70","","Net turnover","Nettoumsatz","Chiffre d'affaires net"
"account_group_702","702","","Sales of goods","Verkauf von Waren","Ventes de marchandises"
"account_group_7021","7021","","Sales of finished goods","Verkäufe von fertigen Erzeugnissen","Ventes de produits finis"
"account_group_7022","7022","","Sales of semi-finished goods","Verkäufe von Zwischenprodukten","Ventes de produits intermédiaires"
"account_group_7023","7023","","Sales of residual products","Verkäufe von Restprodukten","Ventes de produits résiduels"
"account_group_7029","7029","","Sales of work in progress","Verkäufe von unfertigen Erzeugnissen","Ventes de produits en cours de fabrication"
"account_group_703","703","","Sales of services","Verkauf von Dienstleistungen","Ventes de services"
"account_group_7031","7031","","Fees and royalties for concessions, patents, licences, trademarks and similar rights and assets","Gebühren und Entgelte für Konzessionen, Patente, Lizenzen, Warenzeichen und ähnliche Rechte und Werte","Redevances et royalties pour concessions, brevets, licences, marques et autres droits et actifs similaires"
"account_group_70311","70311","","Concessions","Konzessionen",""
"account_group_70312","70312","","Patents","Patente","Brevets"
"account_group_70313","70313","","Software licences","Software- und Softwarepaketlizenzen","Licences informatiques"
"account_group_70314","70314","","Trademarks and franchises","Warenzeichen und Verkaufskonzession / Alleinverkaufsrecht","Marques et franchises"
"account_group_70315","70315","","Similar rights and assets","Ähnliche Rechte und Werte","Droits et biens similaires"
"account_group_703151","703151","","Copyrights and reproduction rights","Urheber- und Reproduktionsrechte","Droits d'auteur et de reproduction"
"account_group_703158","703158","","Other similar rights and assets","Sonstige vergleichbare Rechte und Werte","Autres droits et valeurs similaires"
"account_group_7032","7032","","Rental income","Mieteinnahmen","Revenus locatifs"
"account_group_70321","70321","","Rental income from real property","Mieterträge aus Immobilien","Revenus de location immobilière"
"account_group_70322","70322","","Rental income from movable property","Mieterträge aus beweglichem Vermögen","Revenus de location mobilière"
"account_group_7033","7033","","Sales of services not mentioned above","Dienstleistungen welche nicht oben erwähnt wurden","Prestations de services non visées ci-dessus"
"account_group_7039","7039","","Sales of services in the course of completion","Nicht ausgeführte Dienstleistungen","Prestations de services en cours de réalisation"
"account_group_704","704","","Sales of packaging","Verkäufe von Verpackungen","Ventes d'emballages"
"account_group_705","705","","Commissions and brokerage fees","Provisionen und Maklergebühren","Commissions et courtages"
"account_group_706","706","","Sales of merchandise and other goods for resale","Verkauf von Handelswaren und anderen Waren zum Wiederverkauf","Ventes de marchandises et d'autres biens destinés à la revente"
"account_group_7061","7061","","Sales of merchandise","Verkäufe von Waren","Ventes de marchandises"
"account_group_7062","7062","","Sales of land resale","Verkäufe von zum Verkauf bestimmten Grundstücken","Ventes de terrains destinés à la revente"
"account_group_7063","7063","","Sales of buildings for resale","Verkäufe von zum Verkauf bestimmten Bauten/Gebäuden","Ventes d'immeubles destinés à la revente"
"account_group_708","708","","Other components of turnover","Sonstige Umsatzerlöse","Autres éléments du chiffre d'affaires"
"account_group_709","709","","Rebates, discounts and refunds (RDR) granted and not immediately deducted from sales","Rabatte, Skonti und Rückvergütungen, die gewährt und nicht sofort vom Umsatz abgezogen werden","Rabais, remises et ristournes (RRR) accordés et non immédiatement déduits des ventes"
"account_group_7092","7092","","RDR on sales of goods","RPR auf Verkäufe von Erzeugnissen","RRR sur ventes de produits"
"account_group_7093","7093","","RDR on sales of services","RPR auf Verkäufe von Dienstleistungen","RRR sur prestations de services"
"account_group_7094","7094","","RDR on sales of packages","RPR auf Verkäufe von Verpackungen","RRR sur ventes d'emballages"
"account_group_7095","7095","","RDR on commissions and brokerage fees","RPR auf Kommissionen und Courtagen","RRR sur commissions et courtages"
"account_group_7096","7096","","RDR on sales of merchandise and other goods for resale","RPR auf Verkäufe von Waren und zum Verkauf bestimmten Gütern/Vermögensgegenständen","RRR sur ventes de marchandises et d'autres biens destinés à la revente"
"account_group_7098","7098","","RDR on other components of turnover","RPR auf sonstige Umsatzerlöse","RRR sur autres éléments du chiffre d'affaires"
"account_group_7099","7099","","Not allocated rebates, discounts and refunds","Nicht zugeordnete RPR","RRR non affectés"
"account_group_71","71","","Change in inventories of goods and of work in progress","Veränderung der Vorräte an Waren und unfertigen Erzeugnissen","Variation des stocks de marchandises et de travaux en cours"
"account_group_711","711","","Change in inventories of work and contracts in progress","Veränderung des Bestandes an unfertigen Leistungen und Aufträgen","Variation des stocks de travaux et de contrats en cours"
"account_group_7111","7111","","Change in inventories of work in progress","Bestandsveränderung von unfertigen Erzeugnissen","Variation des stocks de produits en cours de fabrication"
"account_group_7112","7112","","Change in inventories: contracts in progress - goods","Bestandsveränderung von in Arbeit befindlichen Aufträgen - Erzeugnisse","Variation des stocks : commandes en cours – produits"
"account_group_7113","7113","","Change in inventories: contracts in progress - services","Bestandsveränderung von in Arbeit befindlichen Aufträgen - Dienstleistungen","Variation des stocks : commandes en cours – prestations de services"
"account_group_7114","7114","","Change in inventories: buildings under construction","Bestandsveränderung von im Bau befindlichen Bauten","Variation des stocks : immeubles en construction"
"account_group_712","712","","Change in inventories of goods","Veränderung der Vorräte an Waren","Variation des stocks de marchandises"
"account_group_7121","7121","","Change in inventories of finished goods","Bestandsveränderung von fertigen Erzeugnissen","Variation des stocks de produits finis"
"account_group_7122","7122","","Change in inventories of semi-finished goods","Bestandsveränderung von Zwischenprodukten","Variation des stocks de produits intermédiaires"
"account_group_7123","7123","","Change in inventories of residual goods","Bestandsveränderung von Restprodukten","Variation des stocks de produits résiduels"
"account_group_72","72","","Capitalised production","Aktivierte Eigenleistungen","Production immobilisée"
"account_group_721","721","","Intangible fixed assets","Immaterielle Anlagewerte","Immobilisations incorporelles"
"account_group_7211","7211","","Development costs","Entwicklungskosten","Frais de développement"
"account_group_7212","7212","","Concessions, patents, licences, trademarks and similar rights and assets","Konzessionen, Patente, Lizenzen, Warenzeichen und ähnliche Rechte und Werte","Concessions, brevets, licences, marques, droits et valeurs similaires"
"account_group_72121","72121","","Concessions","Konzessionen",""
"account_group_72122","72122","","Patents","Patente","Brevets"
"account_group_72123","72123","","Software licences","Software- und Softwarepaketlizenzen","Licences informatiques"
"account_group_72124","72124","","Trademarks and franchises","Warenzeichen und Verkaufskonzession / Alleinverkaufsrecht","Marques et franchises"
"account_group_72125","72125","","Similar rights and assets","Ähnliche Rechte und Werte","Droits et valeurs similaires"
"account_group_721251","721251","","Copyrights and reproduction rights","Urheber- und Reproduktionsrechte","Droits d'auteur et de reproduction"
"account_group_721258","721258","","Other similar rights and assets","Sonstige vergleichbare Rechte und Werte","Autres droits et valeurs similaires"
"account_group_722","722","","Tangible fixed assets","Materielle Anlagewerte","Immobilisations corporelles"
"account_group_7221","7221","","Land, fittings and buildings","Grundstücke, Erschließungen, Einrichtungen und Bauten","Terrains, aménagements et constructions"
"account_group_7222","7222","","Plant and machinery","Technische Anlagen und Maschinen","Installations techniques et machines"
"account_group_7223","7223","","Other fixtures and fittings, tools and equipment (included motor vehicles)","Sonstige Anlagen, Betriebs- und Geschäftsausstattung (Fuhrpark inbegriffen)","Autres installations, outillage et mobilier (y compris matériel roulant)"
"account_group_73","73","","Reversals of value adjustments (RVA) on intangible, tangible and current assets (except transferable securities)","Auflösung von Wertberichtigungen auf immaterielle Anlagewerte, Sachanlagen und Umlaufvermögen (mit Ausnahme von übertragbaren Wertpapieren)","Reprises de corrections de valeur sur actifs incorporels, corporels et circulants (à l'exception des valeurs mobilières)"
"account_group_732","732","","RVA on intangible fixed assets","Auflösungen von Wertberichtigungen auf immaterielle Anlagewerte","Reprises de corrections de valeur sur immobilisations incorporelles"
"account_group_7321","7321","","RVA on development costs","Wertaufholungen von Entwicklungskosten","RCV sur frais de développement"
"account_group_7322","7322","","RVA on concessions, patents, licences, trademarks and similar rights and assets","Wertaufholungen von Konzessionen, Patenten, Lizenzen, Warenzeichen und ähnlichen Rechten und Werten","RCV sur concessions, brevets, licences, marques ainsi que droits et valeurs similaires"
"account_group_7324","7324","","RVA on down payments and intangible fixed assets under development","Wertaufholungen von geleisteten Anzahlungen und immateriellen Vermögensgegenständen in Entwicklung","RCV sur acomptes versés et immobilisations incorporelles en cours"
"account_group_733","733","","RVA on tangible fixed assets and fair value adjustments (FVA) on investment properties","Auflösungen von Wertberichtigungen auf Sachanlagen und Zeitwertanpassungen auf als Finanzinvestition gehaltene Immobilien","Reprises de corrections de valeur sur les immobilisations corporelles et de corrections de juste valeur sur les immeubles de placement"
"account_group_7331","7331","","RVA on land, fixtures and fittings-out and buildings and FVA on investment properties","Auflösungen von Wertberichtigungen auf Grundstücke, Betriebs- und Geschäftsausstattung sowie Gebäude und Zeitwertanpassungen auf als Finanzinvestition gehaltene Immobilien","Reprises de corrections de valeur sur terrains, agencements et constructions et de corrections de juste valeur sur immeubles de placement"
"account_group_73311","73311","","RVA on land","Wertaufholungen von Grundstücken, Erschließungen, Einrichtungen und Bauten","RCV sur terrains"
"account_group_73312","73312","","RVA on fixtures and fittings-out of land","Wertaufholungen von Erschließungen von Grundstücken","RCV sur agencements et aménagements de terrains"
"account_group_73313","73313","","RVA on buildings","Wertaufholungen von Bauten","RCV sur constructions / bâtiments"
"account_group_73314","73314","","RVA on fixtures and fittings-out of buildings","Wertaufholungen von Einrichtungen von Bauten/Gebäuden","RCV sur agencements et aménagements de constructions / bâtiments"
"account_group_73315","73315","","FVA on investment properties","AFV von Anlageimmobilien","AJV sur immeubles de placement"
"account_group_7332","7332","","RVA on plant and machinery","Wertaufholungen von technischen Anlagen und Maschinen","RCV sur installations techniques et machines"
"account_group_7333","7333","","Other fixtures and fittings, tools and equipment (included motor vehicles)","Sonstige Anlagen, Betriebs- und Geschäftsausstattung (Fuhrpark inbegriffen)","Autres installations, outillage et mobilier (y compris matériel roulant)"
"account_group_7334","7334","","RVA on down payments and tangible fixed assets under development","Wertaufholungen von geleisteten Anzahlungen und Anlagen im Bau","RCV sur acomptes versés et immobilisations corporelles en cours"
"account_group_734","734","","RVA on inventories","Rückbuchung von Wertberichtigungen auf Vorräte","Reprises de corrections de valeur sur stocks"
"account_group_7341","7341","","RVA on inventories of raw materials and consumables","Wertaufholungen von Roh-, Hilfs- und Betriebsstoffen","RCV sur stocks de matières premières et consommables"
"account_group_7342","7342","","RVA on inventories of work and contracts in progress","Wertaufholungen von unfertigen Erzeugnisse und sich in Arbeit befindlichen Aufträgen","RCV sur stocks de produits en cours de fabrication et commandes en cours"
"account_group_7343","7343","","RVA on inventories of goods","Erzeugnisse","RCV sur stocks de produits"
"account_group_7344","7344","","RVA on inventories of merchandise and other goods for resale","Waren und sonstige zum Verkauf bestimmte Güter/Vermögensgegenstände","RCV sur stocks de marchandises et autres biens destinés à la revente"
"account_group_7345","7345","","RVA on down payments on inventories","Geleistete Anzahlungen auf Vorräte","RCV sur acomptes versés sur stocks"
"account_group_735","735","","RVA and FVA on receivables from current assets","Auflösung von Wertberichtigungen und Anpassungen des beizulegenden Zeitwerts auf Forderungen des Umlaufvermögens","Reprises de corrections de valeur et de justes valeurs sur les créances de l'actif circulant"
"account_group_7351","7351","","RVA on trade receivables","Forderungen aus Lieferungen und Leistungen","RCV sur créances résultant de ventes et prestations de services"
"account_group_7352","7352","","RVA on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests","Forderungen gegen verbundene Unternehmen und gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","RCV sur créances sur des entreprises liées et sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_7353","7353","","RVA on other receivables","Sonstige Forderungen","RCV sur autres créances"
"account_group_7354","7354","","FVA on receivables from current assets","AFV von Forderungen des Umlaufvermögens","AJV sur créances de l'actif circulant"
"account_group_74","74","","Other operating income","Sonstige betriebliche Erträge","Autres produits d'exploitation"
"account_group_741","741","","Fees and royalties for concessions, patents, licences, trademarks and similar rights and assets from ancillary activities","Gebühren und Entgelte für Konzessionen, Patente, Lizenzen, Warenzeichen und ähnliche Rechte und Werte aus Nebentätigkeiten","Redevances et royalties pour concessions, brevets, licences, marques et droits similaires et actifs provenant d'activités auxiliaires"
"account_group_7411","7411","","Concessions","Konzessionen",""
"account_group_7412","7412","","Patents","Patente","Brevets"
"account_group_7413","7413","","Software licences","Software- und Softwarepaketlizenzen","Licences informatiques"
"account_group_7414","7414","","Trademarks and franchises","Warenzeichen und Verkaufskonzession / Alleinverkaufsrecht","Marques et franchises"
"account_group_7415","7415","","Similar rights and assets","Ähnliche Rechte und Werte","Droits et biens similaires"
"account_group_74151","74151","","Copyrights and reproduction rights","Urheber- und Reproduktionsrechte","Droits d'auteur et de reproduction"
"account_group_74158","74158","","Other similar rights and assets","Sonstige vergleichbare Rechte und Werte","Autres droits et valeurs similaires"
"account_group_742","742","","Rental income from ancillary activities","Mieteinnahmen aus Nebentätigkeiten","Revenus locatifs des activités annexes"
"account_group_7421","7421","","Rental income on real property","Mieterträge aus Immobilien","Revenus de location immobilière"
"account_group_7422","7422","","Rental income on movable property","Mieterträge aus beweglichem Vermögen","Revenus de location mobilière"
"account_group_743","743","","Attendance fees, director's fees and similar remunerations","Sitzungsgeld, Tantiemen und vergleichbare Erträge","Jetons de présence, tantièmes et rémunérations assimilées"
"account_group_744","744","","Gain on disposal of intangible and tangible fixed assets","Gewinn aus dem Abgang von immateriellen Vermögenswerten und Sachanlagen","Gain sur la cession d'immobilisations incorporelles et corporelles"
"account_group_7441","7441","","Gain on disposal of intangible fixed assets","Gewinn aus dem Abgang von immateriellen Anlagegütern","Gain sur la cession d'immobilisations incorporelles"
"account_group_74411","74411","","Book value of yielded intangible fixed assets","Buchwert der verkauften immateriellen Anlagewerte","Valeur comptable d'immobilisations incorporelles cédées"
"account_group_74412","74412","","Disposal proceeds of intangible fixed assets","Verkaufserlös von immateriellen Anlagewerten","Produits de cession d'immobilisations incorporelles"
"account_group_7442","7442","","Income of yielded tangible fixed assets","Erträge aus veräußerten Sachanlagen","Revenus des immobilisations corporelles cédées"
"account_group_74421","74421","","Book value of yielded tangible fixed assets","Buchwert der verkauften materiellen Anlagewerte","Valeur comptable d'immobilisations corporelles cédées"
"account_group_74422","74422","","Disposal proceeds of tangible fixed assets","Verkaufserlös von materiellen Anlagewerten","Produits de cession d'immobilisations corporelles"
"account_group_745","745","","Subsidies for operating activities","Zuschüsse für operative Tätigkeiten","Subventions pour les activités opérationnelles"
"account_group_7451","7451","","Product subsidies","Produktzuschüsse","Subventions sur produits"
"account_group_7452","7452","","Interest subsidies","Zinszuschüsse","Bonifications d'intérêt"
"account_group_7453","7453","","Compensatory allowances","Ausgleichszahlungen","Indemnités compensatoires"
"account_group_7454","7454","","Subsidies in favour of employment development","Zuschüsse zur Beschäftigungsförderung","Subventions destinées à promouvoir l'emploi"
"account_group_7458","7458","","Other subsidies for operating activities","Sonstige Zuschüsse für die laufende Geschäftstätigkeit","Autres subventions d'exploitation"
"account_group_746","746","","Benefits in kind","Sachleistungen","Avantages en nature"
"account_group_747","747","","Reversals of temporarily not taxable capital gains and of investment subsidies","Rückbuchungen von vorübergehend nicht steuerpflichtigen Kapitalerträgen und von Investitionszuschüssen","Reprises de plus-values temporairement non imposables et de subventions d'investissement"
"account_group_7471","7471","","Temporarily not taxable capital gains not reinvested","Sonderposten mit Rücklageanteil, nicht wiederangelegt","Plus-values immunisées non réinvesties"
"account_group_7472","7472","","Temporarily not taxable capital gains reinvested","Sonderposten mit Rücklageanteil, wiederangelegt","Plus-values immunisées réinvesties"
"account_group_7473","7473","","Capital investment subsidies","Investitionszuschüsse","Subventions d'investissement en capital"
"account_group_748","748","","Other miscellaneous operating income","Sonstige übrige betriebliche Erträge","Autres produits d'exploitation divers"
"account_group_7481","7481","","Insurance indemnities","Versicherungsentschädigungen","Indemnités d'assurance"
"account_group_7488","7488","","Miscellaneous operating income","Andere betriebliche Erträge","Produits d'exploitation divers"
"account_group_749","749","","Reversals of provisions","Auflösungen von Rückstellungen","Reprises de provisions"
"account_group_7491","7491","","Reversals of provisions for taxes","Wertaufholungen von Steuerrückstellungen","Reprises de provisions pour impôts"
"account_group_7492","7492","","Reversals of operating provisions","Wertaufholungen von betrieblichen Rückstellungen","Reprises de provisions d'exploitation"
"account_group_75","75","","Financial income","Finanzielle Einnahmen","Produits financiers"
"account_group_751","751","","Reversals of value adjustments (RVA) and fair-value adjustments (FVA) on financial fixed assets","Rückgängigmachung von Wertberichtigungen (RVA) und Zeitwertanpassungen (FVA) bei Finanzanlagen","Reprises de corrections de valeur (RVA) et de corrections de juste valeur (FVA) sur immobilisations financières"
"account_group_7511","7511","","RVA on financial fixed assets","Rückbuchungen von Wertberichtigungen auf Finanzanlagen","Reprises de corrections de valeur sur immobilisations financières"
"account_group_75111","75111","","RVA on shares in affiliated undertakings","Auflösungen von Wertberichtigungen auf Anteile an verbundenen Unternehmen","Reprises de corrections de valeur sur les parts dans les entreprises liées"
"account_group_75112","75112","","RVA on amounts owed by affiliated undertakings","Auflösungen von Wertberichtigungen auf Forderungen gegenüber verbundenen Unternehmen","Reprises de corrections de valeur sur créances d'entreprises liées"
"account_group_75113","75113","","RVA on participating interests","Rückbuchung von Wertberichtigungen auf Beteiligungen","Reprises de corrections de valeur sur participations"
"account_group_75114","75114","","RVA on amounts owed by undertakings with which the company is linked by virtue of participating interests","Auflösungen von Wertberichtigungen auf Forderungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Reprises de corrections de valeur sur créances d'entreprises auxquelles la société est liée par des participations"
"account_group_75115","75115","","RVA on securities held as fixed assets","Auflösungen von Wertberichtigungen auf Wertpapiere des Anlagevermögens","Reprises de corrections de valeur sur titres immobilisés"
"account_group_75116","75116","","RVA on loans, deposits and claims held as fixed assets","Auflösungen von Wertberichtigungen auf Darlehen, Einlagen und Forderungen des Anlagevermögens","Reprises de corrections de valeur sur prêts, dépôts et créances détenus à titre d'actifs immobilisés"
"account_group_7512","7512","","FVA on financial fixed assets","AFV der Finanzanlagen","AJV sur immobilisations financières"
"account_group_752","752","","Income and gain on disposal of financial fixed assets","Erträge und Gewinne aus der Veräußerung von Finanzanlagen","Produits et gains sur la cession d'immobilisations financières"
"account_group_7521","7521","","Income from financial fixed assets","Erträge aus Finanzanlagen","Produits des immobilisations financières"
"account_group_75211","75211","","Shares in affiliated undertakings","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"account_group_75212","75212","","Amounts owed by affiliated undertakings","Forderungen gegen verbundene Unternehmen","Créances sur des entreprises liées"
"account_group_75213","75213","","Participating interests","Anteile","Participations"
"account_group_75214","75214","","Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Créances sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_75215","75215","","Securities held as fixed assets","Wertpapiere des Anlagevermögens","Titres ayant le caractère d'immobilisations"
"account_group_75216","75216","","Loans, deposits and claims held as fixed assets","Ausleihungen, geleistete Hinterlegungen und Forderungen (Anlagevermögen)","Prêts, dépôts et créances immobilisés"
"account_group_7522","7522","","Gain on disposal of financial fixed assets","Gewinn aus der Veräußerung von Finanzanlagen","Gain sur la cession d'immobilisations financières"
