name,default_code,list_price,,
Parogen Ultra Intimate Wash 6.8Ph,243125,3.8,,
Parogen Ultra Intimate Wash 6.8Ph,243125,3.8,,
Parogen Vinger Vaginal Douch,VINE,4.49,,
Parogen Vinger Vaginal Douch,243558,4.49,,
Parogen Vinger Vaginal Douch,243558,4.49,,
Parry Condom 12Pcs,8,0.948,,
Parry Condom 3Pcs,9,0.258,,
Parvulex Softgel Cap 30,100322,4.75,,
Parvulex Softgel Cap 30,10000238,4.85,,
Parvulex Softgel Cap 30,100237,5.82,,
Parvulex Softgel Cap 30,100237,5.82,,
Parvulex Softgel Cap 30,236002,6,,
Parvulex Softgel Cap 30,236002,6,,
Parvulex Softgel Cap 30,551001,6,,
Parvulex Softgel Cap 30,551001,6,,
Pasante Blueberry 12,64091,6.5,,
Pasante Blueberry 12,64091,6.5,,
Pasante Climax Condom 3,104113,2.1,,
Pasante Climax Condom 3,104113,2.1,,
Pasante Cooling Condom 3,104119,2.1,,
Pasante Cooling Condom 3,104119,2.1,,
Pasante Cooling Condom 3,104119,2.1,,
Pasante Extra Safe Condom 12,64077,6.5,,
Pasante Extra Safe Condom 3,104042,2.1,,
Pasante Extra Safe Condom12,64077,6.5,,
Pasante Feel Condom 3,104114,2.1,,
Pasante Feel Condom 3,104114,2.1,,
Pasante Feel Condom 3,104114,2.1,,
Pasante Feel Condom 3,31051,2.1,,
Pasante Flavours Condom 3,104044,2.1,,
Pasante Flavours Condom 3,104044,2.1,,
Pasante Glow Condom 4,104045,3.731,,
Pasante Passion Condom 3,31056,2.1,,
Pasante Passion Condom 3,31056,2.1,,
Pasante Tropical Condom 3,104058,2.1,,
Pasante Warming Condom,104121,2.1,,
Pasante Warming Condom 12,64089,6.5,,
Pasante Warming Condom 12,64089,6.5,,
Pasante Warming Condom 3,104121,2.1,,
Pbt Gauze Bandage 10Cm,100527,0.4,,
Pbt Gauze Bandage 10Cm,100527,0.4,,
Pbt Gauze Bandage 15Cm,100368,0.35,,
Pbt Gauze Bandage 15Cm,100368,0.35,,
Pbt Gauze Bandage 5Cm,100856,0.2,,
Pbt Gauze Bandage 5Cm,100856,0.2,,
Pbt Gauze Bandage 7.5Cm,100367,0.25,,
Pbt Gauze Bandage 7.5Cm,100367,0.25,,
Pearlmax Women'S Shaver,300030,1.25,,
Pearlmax Women'S Shaver,300030,1.25,,
Pectiflor Eff Tab 20,5412,10.999,,
Pectiflor Eff Tab 20,204011,10.999,,
Pectiflor Eff Tab 20,204011,10.999,,
Pectiflor Eff Tab 20,204011,10.999,,
Pectiflor Eff Tab 20,204011,10.999,,
Pectiflor Eff Tab 20,204011,10.999,,
Pectol Fresh,NULL,13.8,,
Pedbag Silicone Insoles,168,5.818,,
Pedexa 100Mg Cap 20,243523100,3.6,,
Pedexa 200Mg Cap 10,5351,3.88,,
Pedexa 200Mg Cap 10,21221,3.88,,
Pedexa 200Mg Cap 10,21222,3.88,,
Pedexa 200Mg Cap 10,21222,3.88,,
Pedexa 200Mg Cap 10,32236,3.88,,
Pedexa 200Mg Cap 10,32236,3.88,,
Pedexa 200Mg Cap 10,115133,3.88,,
Pedexa 200Mg Cap 10,115133,3.88,,
Pedexa 200Mg Cap 10,115133,3.88,,
Pedexa 200Mg Cap 10,115133,3.88,,
Pedexa 200Mg Cap 10,115133,3.88,,
Pedexa 200Mg Cap 10,243023100,3.88,,
Pedexa 200Mg Cap 10,DAD238,3.88,,
Pedexa 200Mg Cap 10,DAD238,3.88,,
Pedexa 200Mg Cap 30,DAD238,7.25,,
Pedexa 200Mg Cap 30,32260,8.78,,
Pedexa 200Mg Cap 30,32260,8.78,,
Pedexa 200Mg Cap 30,115149,8.78,,
Pedexa 200Mg Cap 30,115149,8.78,,
Pedexa 200Mg Cap 30,243022500,8.78,,
Pedi Vitamin Forte Cap,3,4,,
Pedia Fer Solution,79000,6,,
Pedia Fer Solution,79000,6,,
Pediafast Drop 25Ml,1694,1.71,,
Pediafast Drop 25Ml,1771,1.71,,
Pediafast Drop 25Ml,39004,1.71,,
Pediafast Drop 25Ml,39004,1.71,,
Pediafast Drop 25Ml,57011,1.71,,
Pediafast Drop 25Ml,67009,1.71,,
Pediafast Drop 25Ml,77002,1.71,,
Pediafast Drop 25Ml,84008,1.71,,
Pediafast Drop 25Ml,84008,1.71,,
Pediafast Drop 25Ml,142055,1.71,,
Pediafast Drop 25Ml,142055,1.71,,
Pediafast Drop 25Ml,142055,1.71,,
Pediafast Drop 25Ml,315009,1.71,,
Pediafast Drop 25Ml,315009,1.71,,
Pediafast Drop 25Ml,6251649000256,1.71,,
Pediafast Drop 25Ml,JER006,1.71,,
Pediafast Drop 25Ml,JER006,1.71,,
Pediafast Drop 25Ml,JER006,2.67,,
Pediafast Syrp 100Ml,2808,2.22,,
Pediafast Syrp 100Ml,39005,2.22,,
Pediafast Syrp 100Ml,39005,2.22,,
Pediafast Syrp 100Ml,57012,2.22,,
Pediafast Syrp 100Ml,67005,2.22,,
Pediafast Syrp 100Ml,77003,2.22,,
Pediafast Syrp 100Ml,84009,2.22,,
Pediafast Syrp 100Ml,84009,2.22,,
Pediafast Syrp 100Ml,142056,2.22,,
Pediafast Syrp 100Ml,142056,2.22,,
Pediafast Syrp 100Ml,142056,2.22,,
Pediafast Syrp 100Ml,315010,2.22,,
Pediafast Syrp 100Ml,315010,2.22,,
Pediafast Syrp 100Ml,6251649000416,2.22,,
Pediafast Syrp 100Ml,JSH002,2.22,,
Pediafast Syrp 100Ml,JSH002,2.22,,
Pediafast Syrp 100Ml,2734,2.22,,
Pediafast Syrp 100Ml,JSH002,6.55,,
Pediafer Oral Drop 50Ml,48008,6,,
Pediafer Oral Drop 50Ml,61583,6,,
Pediafer Oral Drop 50Ml,79001,6,,
Pediafer Oral Drop 50Ml,79001,6,,
Pediafer Oral Drop 50Ml,82012,6,,
Pediafer Oral Drop 50Ml,82012,6,,
Pediafer Oral Drop 50Ml,85004,6,,
Pediafer Oral Drop 50Ml,213005,6,,
Pediafer Oral Drop 50Ml,213005,6,,
Pediafer Oral Drop 50Ml,213005,6,,
Pediafer Oral Drop 50Ml,213005,6,,
Pediafer Oral Drop 50Ml,213005,6,,
Pediafer Solution 250Ml,48007,6,,
Pediafer Solution 250Ml,85007,6,,
Pediafer Solution 250Ml,213006,6,,
Pediafer Solution 250Ml,213006,6,,
Pediafer Solution 250Ml,213006,6,,
Pediafer Solution 250Ml,82013,6,,
Pediafer Solution 250Ml,82013,6,,
Pediaheal Cream 30Ml,82006,4.82,,
Pediaheal Cream 30Ml,82006,4.82,,
Pediaheal Cream 30Ml,62008,4.82,,
Pediakid Appetite Syrp 125Ml,10701,8.3,,
Pediakid Appetite Syrp 125Ml,10701,8.3,,
Pediakid Appetite Syrp 125Ml,173001,8.3,,
Pediakid Appetite Syrp 125Ml,173001,8.3,,
Pediakid Colicillus Baby 1Billion Drop 10Ml,10707,9.283,,
Pediakid Colicillus Baby 1Billion Drop 10Ml,10707,9.283,,
Pediakid Colicillus Baby 1Billion Drop 10Ml,121006,9.283,,
Pediakid Colicillus Baby 1Billion Drop 10Ml,173007,9.283,,
Pediakid Colicillus Baby 1Billion Drop 10Ml,173007,9.283,,
Pediakid Colicillus Baby 1Billion Drop 10Ml,173007,9.283,,
Pediakid Colicillus Baby 1Billion Drop 10Ml,173007,9.283,,
Pediakid Omega 3 Syrp 125Ml,10702,8.39,,
Pediakid Omega 3 Syrp 125Ml,10702,8.39,,
Pediakid Omega 3 Syrp 125Ml,121002,8.39,,
Pediakid Omega 3 Syrp 125Ml,173003,8.39,,
Pediakid Omega 3 Syrp 125Ml,173003,8.39,,
Pediakid Omega 3 Syrp 125Ml,173003,8.39,,
Pediakid Omega 3 Syrp 125Ml,173003,8.39,,
Pediakid Omega 3 Syrp 125Ml,173003,8.39,,
Pediakid Probiotics Sachets 10,10706,6.3,,
Pediakid Probiotics Sachets 10,10706,6.3,,
Pediakid Probiotics Sachets 10,121005,6.3,,
Pediakid Probiotics Sachets 10,190005,6.3,,
Pediakid Probiotics Sachets 10,173006,6.3,,
Pediakid Probiotics Sachets 10,173006,6.3,,
Pediakid Vitamin D3 Drop 20Ml,190004,5.636,,
Pediakid Vitamin D3 Drop 20Ml,10705,5.636,,
Pediakid Vitamin D3 Drop 20Ml,10705,5.636,,
Pediakid Vitamin D3 Drop 20Ml,121007,5.636,,
Pediakid Vitamin D3 Drop 20Ml,173008,5.636,,
Pediakid Vitamin D3 Drop 20Ml,173008,5.636,,
Pediakid Vitamin D3 Drop 20Ml,173008,5.636,,
Pediakid Vitamin D3 Drop 20Ml,173008,5.636,,
Pediakid Vitamin D3 Drop 20Ml,173008,5.636,,
Pediasure Chocolate 400G,96001,7.5,,
Pediasure Chocolate 400G,96001,7.5,,
Pediasure Chocolate 450Gm,232004,7.5,,
Pediasure Chocolate 900 Gm,96024,15.1,,
Pediasure Chocolate 900 Gm,96024,15.1,,
Pediasure Honey 400Gm,232005,7.5,,
Pediasure Vanilla 400Gm,96002,7.5,,
Pediasure Vanilla 400Gm,96002,7.5,,
Pediasure Vanilla 450Gm,232008,7.5,,
Pediasure Vanilla 900 Gm,96025,15.1,,
Pediasure Vanilla 900 Gm,96025,15.1,,
Pediavit-D 400Iu Oral Drop 50Ml,3783,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,48001,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,61584,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,79002,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,79002,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,82007,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,82007,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,85001,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,213007,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,213007,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,213007,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,213007,6.7,,
Pediavit-D 400Iu Oral Drop 50Ml,213007,6.7,,
Pediavit-Minimum Oral Drop 50Ml,85005,6.7,,
Pediavit-Minimum Oral Drop 50Ml,48005,6.7,,
Pediavit-Minimum Oral Drop 50Ml,79004,6.7,,
Pediavit-Minimum Oral Drop 50Ml,79004,6.7,,
Pediavit-Minimum Oral Drop 50Ml,213008,6.7,,
Pediavit-Minimum Oral Drop 50Ml,213008,6.7,,
Pediavit-Multi Oral Drop 50Ml,85002,6.7,,
Pediavit-Multi Oral Drop 50Ml,48004,6.7,,
Pediavit-Multi Oral Drop 50Ml,79003,6.7,,
Pediavit-Multi Oral Drop 50Ml,79003,6.7,,
Pediavit-Multi Oral Drop 50Ml,213009,6.7,,
Pediavit-Multi Oral Drop 50Ml,213009,6.7,,
Pelargos Syrp 120Ml,5753,3.6,,
Pelargos Syrp 120Ml,19100,3.6,,
Pelargos Syrp 120Ml,19100,3.6,,
Pelargos Syrp 120Ml,34050,3.6,,
Pelargos Syrp 120Ml,34050,3.6,,
Pelargos Syrp 120Ml,36014,3.6,,
Pelargos Syrp 120Ml,83304,3.6,,
Pelargos Syrp 120Ml,136038,3.6,,
Pelargos Syrp 120Ml,136038,3.6,,
Pelargos Syrp 120Ml,136038,3.6,,
Pelargos Syrp 120Ml,136038,3.6,,
Pelargos Syrp 120Ml,136038,3.6,,
Penamox 1000Mg Tab 12,169,2.76,,
Penamox 1000Mg Tab 12,211,2.76,,
Penamox 1000Mg Tab 12,22018,2.76,,
Penamox 1000Mg Tab 12,23045,2.76,,
Penamox 1000Mg Tab 12,102118,2.76,,
Penamox 1000Mg Tab 12,102118,2.76,,
Penamox 1000Mg Tab 12,102118,2.76,,
Penamox 1000Mg Tab 12,102118,2.76,,
Penamox 1000Mg Tab 12,102118,2.76,,
Penamox 1000Mg Tab 12,6251065033043,2.76,,
Penamox 1000Mg Tab 12,HIK011,2.76,,
Penamox 1000Mg Tab 12,HIK011,2.76,,
Penamox 1000Mg Tab 12,HIK011,2.76,,
Penamox 1G Cap 12,16032,2.76,,
Penamox 1G Cap 12,16032,2.76,,
Penamox 1G Cap 12,30020,2.76,,
Penamox 250Mg/5Ml Susp 100Ml,16035,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,16035,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,22036,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,23047,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,23047,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,23047,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,30019,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,102120,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,102120,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,102120,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,102122,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,102122,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,6251065011799,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,HIK029,1.92,,
Penamox 250Mg/5Ml Susp 100Ml,HIK029,1.92,,
Penamox 500Mg Cap 20,172,3.11,,
Penamox 500Mg Cap 20,214,3.11,,
Penamox 500Mg Cap 20,16018,3.11,,
Penamox 500Mg Cap 20,16018,3.11,,
Penamox 500Mg Cap 20,22017,3.11,,
Penamox 500Mg Cap 20,23046,3.11,,
Penamox 500Mg Cap 20,23046,3.11,,
Penamox 500Mg Cap 20,23046,3.11,,
Penamox 500Mg Cap 20,30022,3.11,,
Penamox 500Mg Cap 20,102121,3.11,,
Penamox 500Mg Cap 20,102121,3.11,,
Penamox 500Mg Cap 20,102121,3.11,,
Penamox 500Mg Cap 20,102121,3.11,,
Penamox 500Mg Cap 20,102121,3.11,,
Penamox 500Mg Cap 20,6251065010396,3.11,,
Penamox 500Mg Cap 20,HIK036,3.11,,
Penamox 500Mg Cap 20,HIK036,3.11,,
Penamox 500Mg Cap 20,HIK036,7.385,,
Pentaglobin 100Ml,NULL,330,,
Pentaglobin 10Ml,3004,65,,
Pentaglobin 50Ml,NULL,165,,
Pentyllin 400Mg Tab 20,DAW104,2.15,,
Pentyllin 400Mg Tab 20,17049,2.89,,
Pentyllin 400Mg Tab 20,30104,2.89,,
Pentyllin 400Mg Tab 20,38091,2.89,,
Pentyllin 400Mg Tab 20,38091,2.89,,
Pentyllin 400Mg Tab 20,DAW104,2.89,,
Pentyllin 400Mg Tab 20,DAW104,2.89,,
Pentyllin Sr 400Mg Tab 20,18152,2.89,,
Pentyllin Sr 400Mg Tab 20,18152,2.89,,
Pentyllin Sr 400Mg Tab 20,FPNTB0100020,2.89,,
Pentyllins.R 400Mg Tab 20,106105,2.89,,
Pentyllins.R 400Mg Tab 20,106105,2.89,,
Pentyllins.R 400Mg Tab 20,106105,2.89,,
Pentyllins.R 400Mg Tab 20,106105,2.89,,
Pepon Cap 30,147027,6.859,,
Pepon Cap 30,147027,6.859,,
Pepon Cap 30,1299,6.86,,
Pepon Cap 30,115001,6.87,,
Pepon Cap 30,147027,6.87,,
Pepon Cap 30,147027,6.87,,
Pepon Cap 30,11506,7.65,,
Pepon Cap 30,11506,7.65,,
Pepon Plus Cap 20,11525,9.98,,
Pepon Plus Cap 20,11525,9.98,,
Pepon Plus Cap 20,96001,9.98,,
Pepon Plus Cap 20,147061,9.98,,
Pepon Plus Cap 20,147061,9.98,,
Pepon Plus Cap 20,147066,9.98,,
Pepon Plus Cap 20,147896,9.98,,
Peptazol 30Mg Cap 14,801,2.6154,,
Peptifam 20Mg Tab 20,2529,3.57,,
Peptifam 20Mg Tab 20,27028,3.57,,
Peptifam 20Mg Tab 20,101216,3.57,,
Peptifam 20Mg Tab 20,101216,3.57,,
Peptifam 20Mg Tab 20,101271,3.57,,
Peptifam 20Mg Tab 20,101271,3.57,,
Peptifam 20Mg Tab 20,52026,3.57,,
Peptifam 20Mg Tab 20,52026,3.57,,
Peptifam 40Mg Tab 10,27029,3.57,,
Peptifam 40Mg Tab 10,117171,3.57,,
Peptifam 40Mg Tab 10,117171,3.57,,
Peptifam 40Mg Tab 10,260235,3.57,,
Peptifam 40Mg Tab 10,260235,3.57,,
Peptifam 40Mg Tab 10,5101270,3.57,,
Peptifam 40Mg Tab 10,6251158240105,3.57,,
Peptifam 40Mg Tab 20,101270,3.57,,
Peptifam 40Mg Tab 20,101270,3.57,,
Percepta 100Mg,260251,6.49,,
Percepta 100Mg,260251,6.49,,
Percepta 200Mg Tab 30,101313,13.34,,
Percepta 200Mg Tab 30,101313,13.34,,
Percepta 200Mg Tab 30,260260,13.34,,
Percepta 200Mg Tab 30,260260,13.34,,
Percepta 50Mg Tab 30,27228,5.95,,
Percepta 50Mg Tab 30,27260,5.95,,
Percepta 50Mg Tab 30,27260,5.95,,
Percepta 50Mg Tab 30,101301,5.95,,
Percepta 50Mg Tab 30,101301,5.95,,
Percepta 50Mg Tab 30,260257,5.95,,
Percepta 50Mg Tab 30,260257,5.95,,
Perfalgan 1G/100Ml,0,1.71,,
Perfect Care Solution 120Ml,254,2.71,,
Perfect Care Solution 120Ml,60067,2.71,,
Perfect Care Solution 120Ml,109164,2.71,,
Perfect Care Solution 120Ml,109164,2.71,,
Perfect Care Solution 120Ml,10212,2.71,,
Perfect Care Solution 120Ml,109164,2.71,,
Perfect Care Solution 120Ml,519108,2.71,,
Perfect Care Solution 120Ml,109122,2.71,,
Perfectil Cap 30,811,8.24,,
Perfectil Cap 30,131015,8.24,,
Perfectil Cap 30,131015,8.24,,
Perfectil Platinum Tab 30,812,13.69,,
Perio Kin Gel 30Gm,122352,4,,
Perio Kin Gel 30Gm,27016,4,,
Perio Kin Gel 30Gm,44010,4,,
Perio Kin Gel 30Gm,51021,4,,
Perio Kin Gel 30Gm,543008,4,,
Perio Kin Gel 30Gm,177006,4,,
Perio Kin Gel 30Gm,177006,4,,
Perio Kin Gel 30Gm,543008,4,,
Perio Kin Gel 30Gm,543008,4,,
Perio Kin Spray 40Ml,36580,4.5,,
Perio Kin Spray 40Ml,51010,4.5,,
Perio Kin Spray 40Ml,177007,4.5,,
Perio Kin Spray 40Ml,177007,4.5,,
Perio Kin Spray 40Ml,543013,4.5,,
Perio Kin Spray 40Ml,543013,4.5,,
Perio Kin Spray 40Ml,44055,4.5,,
Perio Kin Spray 40Ml,44055,4.5,,
Perjeta 420Mg-14Ml Vial,127,2578.15,,
Perofen 400 500 Tab,62006,15.15,,
Perofen 400 500 Tab,62006,15.15,,
Perofen 400 500 Tab,109,15.15,,
Peromask,NULL,2.5,,
Pery Nasal Spray 20Ml,134002,3.5,,
Pery Nasal Spray 20Ml,134002,3.5,,
Pery Nasal Spray 20Ml,537002,3.5,,
Pery Nasal Spray 20Ml,200871,3.5,,
Pery Nasal Spray 20Ml,200871,3.5,,
Pery Nasal Spray 20Ml,19203,3.5,,
Pery Nasal Spray 20Ml,537002,3.5,,
Pery Nasal Spray 20Ml,537002,3.5,,
Petralar - N Cream,800,1.19,,
Petralar - N Cream,28034,1.19,,
Petralar N Cream 15Gm,28016,1.19,,
Petralar N Cream 15Gm,28016,1.19,,
Petralar N Cream 15Gm,4634,1.19,,
Petralar N Cream 15Gm,54048,1.19,,
Petralar N Cream 15Gm,54048,1.19,,
Petralar N Cream 15Gm,117138,1.19,,
Petralar N Cream 15Gm,117138,1.19,,
Petroleum Jelly 125 Ml,250057,1.795,,
Pevaryl Powder,16008,4.42,,
Pevaryl Powder,CIL016,4.42,,
Pevison Cream,16011,1.67,,
Pevison Cream,164011,1.67,,
Pf Dexeryl Cream 250G,46025,6.97,,
Pharma Cal Susp 100Ml,4826,5.69,,
Pharma Cal Susp 100Ml,11517,5.69,,
Pharma Cal Susp 100Ml,11517,5.69,,
Pharma Cal Susp 100Ml,65022,5.69,,
Pharma Cal Susp 100Ml,98018,5.69,,
Pharma Cal Susp 100Ml,98018,5.69,,
Pharma Cal Susp 100Ml,147036,5.69,,
Pharma Cal Susp 100Ml,147036,5.69,,
Pharma Cal Susp 100Ml,147037,5.69,,
Pharma Cal Susp 100Ml,147037,5.69,,
Pharma Cal Susp 100Ml,147037,5.69,,
Pharma Vit Kid Drops 30Ml,4827,5.34,,
Pharma Vit Kid Drops 30Ml,11511,5.34,,
Pharma Vit Kid Drops 30Ml,11511,5.34,,
Pharma Vit Kid Drops 30Ml,98015,5.34,,
Pharma Vit Kid Drops 30Ml,98015,5.34,,
Pharma Vit Kid Drops 30Ml,147036,5.34,,
Pharma Vit Kid Drops 30Ml,147036,5.34,,
Pharma Vit Kid Drops 30Ml,147036,5.34,,
Pharma Vit Kids Drops,65023,4.97,,
Pharma Vit Kids Drops,147037,4.97,,
Pharma Vit Kids Drops,147037,4.97,,
Pharma Vit Syrp,11512,5.69,,
Pharma Vit Syrp,11512,5.69,,
Pharma Vit Syrp,65024,5.69,,
Pharma Vit Syrp,98016,5.69,,
Pharma Vit Syrp,98016,5.69,,
Pharma Vit Syrp,147033,5.69,,
Pharma Vit Syrp,147033,5.69,,
Pharma Vit Syrp,147033,5.69,,
Pharma Vit Syrp,147038,5.69,,
Pharma Vit Syrp,147038,5.69,,
Pharmacy Bags -Large Size (5 Kg),587003,8.62,,
Pharmacy Bags -Large Size (5 Kg),587003,8.62,,
Pharmacy Bags -Medium Size (5 Kg),587002,8.62,,
Pharmacy Bags -Medium Size (5 Kg),587002,8.62,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,4947,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,11514,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,11514,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,65020,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,98014,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,98014,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,147035,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,147035,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,147035,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,147035,6.31,,
Pharma-D Vitamin D3 200Iu Drop 30Ml,147035,6.31,,
Pharmalix 1.5Mg Tab 30,FPMTB0100030,3.66,,
Pharmalix Sr 1.5Mg Tab 30,30007,3.66,,
Pharmalix Sr 1.5Mg Tab 30,181700,3.66,,
Pharmalix Sr 1.5Mg Tab 30,181700,3.66,,
Pharmatex 18.9Mg Vaginal Supp 10,128014,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,128014,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,153040,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,153040,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,522032,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,10914,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,11215,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,11215,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,153024,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,153024,5.769,,
Pharmatex 18.9Mg Vaginal Supp 10,153024,5.769,,
Pharmaton Kiddi Syrp 200Ml,31072,3.4,,
Pharmaton Kiddi Syrp 200Ml,31072,3.4,,
Phenicol 10Mg Eye Oint 5G,211,0.99,,
Phenicol 10Mg Eye Oint 5G,605,0.99,,
Phenicol 10Mg Eye Oint 5G,14029,0.99,,
Phenicol 10Mg Eye Oint 5G,20006,0.99,,
Phenicol 10Mg Eye Oint 5G,20006,0.99,,
Phenicol 10Mg Eye Oint 5G,75020,0.99,,
Phenicol 10Mg Eye Oint 5G,75020,0.99,,
Phenicol 10Mg Eye Oint 5G,127128,0.99,,
Phenicol 10Mg Eye Oint 5G,127128,0.99,,
Phenicol 10Mg Eye Oint 5G,127128,0.99,,
Phenicol 10Mg Eye Oint 5G,127128,0.99,,
Phenicol 10Mg Eye Oint 5G,572015,0.99,,
Phenicol 10Mg Eye Oint 5G,572015,0.99,,
Phenicol 10Mg Eye Oint 5G,572015,0.99,,
Phenicol 10Mg Eye Oint 5G,6251151000423,0.99,,
Phenicol 10Mg Eye Oint 5G,NAY046,0.99,,
Phenicol 10Mg Eye Oint 5G,60063,0.99,,
Phenicol 10Mg Eye Oint 5G,41013,0.99,,
Phenicol Drops 10Ml- Cold,604,0.8,,
Phenicol Drops 10Ml- Cold,14028,0.8,,
Phenicol Drops 10Ml- Cold,20005,0.8,,
Phenicol Drops 10Ml- Cold,20005,0.8,,
Phenicol Drops 10Ml- Cold,75051,0.8,,
Phenicol Drops 10Ml- Cold,75051,0.8,,
Phenicol Drops 10Ml- Cold,127129,0.8,,
Phenicol Drops 10Ml- Cold,127129,0.8,,
Phenicol Drops 10Ml- Cold,572010,0.8,,
Phenicol Drops 10Ml- Cold,572010,0.8,,
Phenicol Drops 10Ml- Cold,572010,0.8,,
Phenicol Drops 10Ml- Cold,NAY021,0.8,,
Phenicol Drops 10Ml- Cold,NAY021,0.8,,
Phenidex 0.1% Drops 10Ml - Cold,606,1.46,,
Phenidex 0.1% Drops 10Ml - Cold,14027,1.46,,
Phenidex 0.1% Drops 10Ml - Cold,20014,1.46,,
Phenidex 0.1% Drops 10Ml - Cold,20014,1.46,,
Phenidex 0.1% Drops 10Ml - Cold,75196,1.46,,
Phenidex 0.1% Drops 10Ml - Cold,75196,1.46,,
Phenidex 0.1% Drops 10Ml - Cold,NAY036,1.46,,
Phenidex 0.1% Drops 10Ml - Cold,NAY036,1.46,,
Phenidexolin Eye Drops 10Ml - Cold,14032,1.75,,
Phenidexolin Eye Drops 10Ml - Cold,20053,1.75,,
Phenidexolin Eye Drops 10Ml - Cold,20053,1.75,,
Phenidexolin Eye Drops 10Ml - Cold,75292,1.75,,
Phenidexolin Eye Drops 10Ml - Cold,75292,1.75,,
Phenidexolin Eye Drops 10Ml - Cold,API003,1.75,,
Phenotal 60Mg Tab,702,2.31,,
Philaquin Forte 4% Cream 30Gm,136046,3.97,,
Philaquin Forte 4% Cream 30Gm,542,3.97,,
Philaquin Forte 4% Cream 30Gm,18007,3.97,,
Philaquin Forte 4% Cream 30Gm,34022,3.97,,
Philaquin Forte 4% Cream 30Gm,34022,3.97,,
Philaquin Forte 4% Cream 30Gm,36015,3.97,,
Philaquin Forte 4% Cream 30Gm,52017,3.97,,
Philaquin Forte 4% Cream 30Gm,136046,3.97,,
Philaquin Forte 4% Cream 30Gm,136046,3.97,,
Philaquin Forte 4% Cream 30Gm,136046,3.97,,
Philaquin Forte 4% Cream 30Gm,136046,3.97,,
Philaquin Forte 4% Cream 30Gm,PHI001,3.97,,
Philaquin Plus Serum 30Gm,19113,10,,
Philaquin Plus Serum 30Gm,19113,10,,
Philaquin Plus Serum 30Gm,36019,10,,
Philaquin Plus Serum 30Gm,22521,10,,
Philaquin Plus Serum 30Gm,99015,10,,
Philaquin Plus Serum 30Gm,99015,10,,
Philaquin Plus Serum 30Gm,18076,10,,
Philaquin Plus Serum 30Gm,136043,10,,
Philaquin Plus Serum 30Gm,136043,10,,
Philaquin Plus Serum 30Gm,136043,10,,
Philaquin Plus Serum 30Gm,136078,10,,
Philaquin Plus Serum 30Gm,136078,10,,
Philaquin Plus Serum 30Gm,PHI023,10,,
Philaquin Plus Serum 30Gm,83310,10,,
Philax Laxative Drop 15Ml,966,0.82,,
Philax Laxative Drop 15Ml,1020,0.82,,
Philax Laxative Drop 15Ml,19065,0.82,,
Philax Laxative Drop 15Ml,19065,0.82,,
Philax Laxative Drop 15Ml,34041,0.82,,
Philax Laxative Drop 15Ml,34041,0.82,,
Philax Laxative Drop 15Ml,36009,0.82,,
Philax Laxative Drop 15Ml,52022,0.82,,
Philax Laxative Drop 15Ml,83300,0.82,,
