"id","name","code","account_type","reconcile","name@fr"
"pcg_7034","Sales of intermediate products to group entities outside the Region","7034","income","False","Ventes de produits intermédiaires à des entités du groupe en dehors de la région"
"pcg_7035","Sales of intermediate products on the internet","7035","income","False","Vente de produits intermédiaires sur Internet"
"pcg_7039","Rebates, rebates, rebates granted (not broken down) on Sales of intermediate products","7039","income","False","Rabais, remises, ristournes accordés (non ventilés) sur les ventes de produits intermédiaires"
"pcg_7041","Sales of residual products in the Region","7041","income","False","Ventes de produits résiduels dans la région"
"pcg_7042","Sales of residual products outside the Region","7042","income","False","Ventes de produits résiduels en dehors de la région"
"pcg_7043","Sales of residual products to group entities in the Region","7043","income","False","Ventes de produits résiduels aux entités du groupe dans la Région"
"pcg_7044","Sales of residual products to group entities outside the Region","7044","income","False","Ventes de produits résiduels à des entités du groupe en dehors de la Région"
"pcg_7045","Sales of residual products on the internet","7045","income","False","Vente de produits résiduels sur Internet"
"pcg_7049","Rebates, rebates, rebates granted (not broken down) on sales of residual products","7049","income","False","Rabais, remises, ristournes accordés (non ventilés) sur les ventes de produits résiduels"
"pcg_7051","Works invoiced in the Region","7051","income","False","Travaux facturés dans la Région"
"pcg_7052","Work invoiced outside the Region","7052","income","False","Travaux facturés en dehors de la région"
"pcg_7053","Work invoiced to group entities in the Region","7053","income","False","Travaux facturés aux entités du groupe dans la région"
"pcg_7054","Work invoiced to group entities outside the Region","7054","income","False","Travaux facturés aux entités du groupe en dehors de la région"
"pcg_7055","Work billed online","7055","income","False","Travail facturé en ligne"
"pcg_7059","Rebates, rebates, rebates granted (not broken down) on invoiced work","7059","income","False","Rabais, remises, ristournes accordés (non ventilés) sur les travaux facturés"
"pcg_7061","Services sold in the Region","7061","income","False","Services vendus dans la région"
"pcg_7062","Services sold outside the Region","7062","income","False","Services vendus en dehors de la région"
"pcg_7063","Services sold to group entities in the Region","7063","income","False","Services vendus aux entités du groupe dans la région"
"pcg_7064","Services sold to group entities outside the Region","7064","income","False","Services vendus à des entités du groupe en dehors de la Région"
"pcg_7065","Services sold on the internet","7065","income","False","Services vendus sur Internet"
"pcg_7069","Rebates, rebates, rebates granted (not broken down) on services sold","7069","income","False","Rabais, remises, ristournes accordés (non ventilés) sur les services vendus"
"pcg_7071","Postage, lost packaging and other fees charged","7071","income","False","Frais de port, perte d'emballage et autres frais facturés"
"pcg_7072","Commissions and brokerage","7072","income","False","Commissions et courtage"
"pcg_7073","Rentals and rental fees - financing","7073","income","False","Loyers et frais de location - financement"
"pcg_7074","Bonuses on takeovers and disposals of packaging","7074","income","False","Primes sur les reprises et cessions d'emballages"
"pcg_7075","Provision of staff","7075","income","False","Mise à disposition de personnel"
"pcg_7076","Royalties for patents, software, trademarks and similar rights","7076","income","False","Redevances pour brevets, logiciels, marques et droits similaires"
"pcg_7077","Services operated in the interest of staff","7077","income","False","Services exploités dans l'intérêt du personnel"
"pcg_7078","Other accessory products","7078","income","False","Autres produits accessoires"
"pcg_711","On export products","711","income","False","Sur les produits d'exportation"
"pcg_712","On imported products","712","income","False","Sur les produits importés"
"pcg_713","On equalization products","713","income","False","Sur les produits de péréquation"
"pcg_714","Indemnities and operating subsidies (agricultural entity)","714","income","False","Indemnites et subventions d'exploitation (entité agricole)"
"pcg_7181","Paid by the State and public authorities","7181","income","False","Versés par l'État et les collectivités publiques"
"pcg_7182","Paid by international organizations","7182","income","False","Payé par les organisations internationales"
"pcg_7183","Paid by third parties","7183","income","False","Payé par des tiers"
"pcg_721","Intangible assets","721","income","False","Immobilisations incorporelles"
"pcg_7221","Tangible assets (excluding biological assets)","7221","income","False","Immobilisations corporelles (à l'exclusion des actifs biologiques)"
"pcg_7222","Tangible assets (biological assets)","7222","income","False","Immobilisations corporelles (actifs biologiques)"
"pcg_724","Self-consumed production","724","income","False","Production autoconsommée"
"pcg_726","Financial assets","726","income","False","Actifs financiers"
"pcg_7341","Changes in stocks of products in progress","7341","income","False","Variation des stocks de produits en cours"
"pcg_7342","Changes in work in progress inventories","7342","income","False","Variations des stocks de travaux en cours"
"pcg_7351","Changes in work in progress: Studies in progress","7351","income","False","Changements dans les travaux en cours : Etudes en cours"
"pcg_7352","Changes in services in progress: Services in progress","7352","income","False","Changements dans les services en cours : Services en cours"
"pcg_736","Changes in stocks of finished products","736","income","False","La variation des stocks de produits finis"
"pcg_7371","Changes in inventories of intermediate products","7371","income","False","Variation des stocks de produits intermédiaires"
"pcg_7372","Changes in inventory of residual products","7372","income","False","Variation du stock de produits résiduels"
"pcg_751","Profits on trade receivables and other debtors","751","income","False",""
"pcg_7521","Transferred share of losses (manager's accounting)","7521","income","False","Transfert de la part des pertes (comptabilité du gérant)"
"pcg_7525","Profits allocated by transfer (accounting of non-managing partners)","7525","income","False","Bénéfices alloués par transfert (comptabilité des associés non gérants)"
"pcg_7541","Intangible assets","7541","income","False","Immobilisations incorporelles"
"pcg_7542","Fixed assets","7542","income","False","Actifs immobilisés"
"pcg_756","Exchange gains on trade receivables and debts","756","income","False","Gains de change sur les créances et dettes commerciales"
"pcg_7581","Service allowances and other directors' compensation","7581","income","False","Indemnités de service et autres rémunérations des administrateurs"
"pcg_7582","Insurance compensation received","7582","income","False","Indemnité d'assurance reçue"
"pcg_7588","Other miscellaneous products","7588","income","False","Autres produits divers"
"pcg_7591","Reversal of charges for depreciation and provisions for short-term risks","7591","income","False","Reprise des dotations aux amortissements et aux provisions pour risques à court terme"
"pcg_7593","Recovery of charges for depreciation and provisions on inventories","7593","income","False","Récupération des charges pour dépréciation et provisions sur stocks"
"pcg_7594","Recovery of charges for depreciation and provisions on receivables","7594","income","False","Récupération des charges pour dépréciation et provisions sur créances"
"pcg_7598","Reversal of charges for depreciation and provisions for other charges for depreciation and provisions for short-term operating risks","7598","income","False","Reprise des dotations aux amortissements et provisions pour autres dotations aux amortissements et provisions pour risques d'exploitation à court terme"
"pcg_7712","Loan interest","7712","income","False","Intérêts d'emprunt"
"pcg_7713","Interest on miscellaneous receivables","7713","income","False","Intérêts sur créances diverses"
"pcg_7721","Income from equity securities","7721","income","False","Revenus des titres de participation"
"pcg_7722","Income from other fixed securities","7722","income","False","Revenus des autres titres immobilisés"
"pcg_773","Discounts obtained","773","income","False","Remises obtenues"
"pcg_7745","Bond income","7745","income","False","Revenu des obligations"
"pcg_7746","Income from investment securities","7746","income","False","Revenus des valeurs mobilières de placement"
"pcg_775","Interest in finance lease rents","775","income","False","Intérêt des loyers de location financement"
"pcg_776","Financial exchange gains","776","income","False","Gains de change financiers"
"pcg_777","Gains on disposals of marketable securities","777","income","False","Les gains sur la cession de titres de placement"
"pcg_7781","Earnings on life annuities","7781","income","False","Gains sur les rentes viagères"
"pcg_7782","Gains on financial operations","7782","income","False","Gains sur opérations financières"
"pcg_7784","Gains on cash instruments","7784","income","False","Gains sur les instruments de trésorerie"
"pcg_7791","Reversals of charges for depreciations and short-term provisions on financial risks","7791","income","False","Reprises de charges pour dépréciations et provisions à court terme sur risques financiers"
"pcg_7795","Reversals of charges for depreciations and short-term provisions on investment securities","7795","income","False","Reprises de charges pour dépréciations et provisions à court terme sur titres de placement"
"pcg_7798","Reversals of expenses for depreciations and short-term provisions on other expenses for depreciations and provisions for short-term financial risks","7798","income","False","Reprises de charges pour dépréciations et provisions à court terme sur d'autres charges pour dépréciations et provisions pour risques financiers à court terme"
"pcg_781","Transfers of operating expenses","781","income","False","Transferts de charges d'exploitation"
"pcg_787","Transfers of financial expenses","787","income","False","Transferts de charges financières"
"pcg_7911","Reversals of provisions and operating depreciations for risks and charges","7911","income","False","Reprises de provisions et amortissements d'exploitation pour risques et charges"
"pcg_7913","Reversals of provisions and operating depreciation of intangible assets","7913","income","False","Reprises de provisions et dépréciation d'exploitation des immobilisations incorporelles"
"pcg_7914","Reversals of provisions and operating depreciation of tangible assets","7914","income","False","Reprises de provisions et amortissements d'exploitation des immobilisations corporelles"
"pcg_7971","Reversals of provisions and financial depreciations for risks and charges","7971","income","False","Reprises de provisions et dépréciations financières pour risques et charges"
"pcg_7972","Reversals of provisions and financial depreciation of financial fixed assets","7972","income","False","Reprises de provisions et amortissements financiers d'immobilisations financières"
"pcg_798","Reversals of amortization","798","income","False","Reprises d'amortissements"
"pcg_799","Reprises de subventions d’investissement","799","income","False","Reversal of investment grants"
"pcg_811","Intangible assets","811","expense","False","Immobilisations incorporelles"
"pcg_812","Tangible assets","812","expense","False","Immobilisations corporelles"
"pcg_816","Financial assets","816","expense","False","Actifs financiers"
"pcg_821","Intangible assets","821","income","False","Immobilisations incorporelles"
"pcg_822","Tangible assets","822","income","False","Immobilisations corporelles"
"pcg_826","Financial assets","826","income","False","Actifs financiers"
"pcg_831","O.A.S. recognized","831","expense","False","H.A.O. reconnu"
"pcg_833","Expenses related to restructuring operations","833","expense","False","Les charges liées aux opérations de restructuration"
"pcg_834","Losses on o.a.s. receivables","834","expense","False","Pertes sur h.a.o. créances"
"pcg_835","Donations and freedom granted","835","expense","False","Dons et liberté accordés"
"pcg_836","Waiver of receivables agreed","836","expense","False","Abandon de créances convenu"
"pcg_837","Expenses related to liquidation operations","837","expense","False","Les dépenses liées aux opérations de liquidation"
"pcg_839","Expenses for depreciations and provisions for short-term risks o.a.s.","839","expense","False","Charges pour dépréciations et provisions pour risques à court terme h.a.o."
"pcg_841","O.A.S products observed","841","income","False","H.A.O products observed"
"pcg_843","Income related to restructuring operations","843","income","False","Produits liés aux opérations de restructuration"
"pcg_844","Indemnities and subsidies h.a.o. (agricultural entity)","844","income","False","Indemnites et subventions h.a.o. (entité agricole)"
"pcg_845","Donations and liberalities obtained","845","income","False","Dons et libéralités obtenus"
"pcg_846","Waiver of debts obtained","846","income","False","Abandon de créances obtenu"
"pcg_847","Income related to liquidation transactions","847","income","False","Produits liés aux opérations de liquidation"
"pcg_848","Transfers of o.a.s expenses","848","income","False","Transferts de dépenses d'h.a.o"
"pcg_849","Reversal of expenses for depreciations and provisions for short-term risks o.a.s.","849","income","False","Reversal of expenses for depreciations and provisions for short-term risks h.a.o."
"pcg_851","Allocations to regulated provisions","851","expense","False","Dotations aux provisions réglementées"
"pcg_852","Depreciation and amortization o.a.s.","852","expense","False","Dépréciation et amortissement h.a.o."
"pcg_853","Impairment allowances o.a.s.","853","expense","False","Provisions pour dépréciation h.a.o"
"pcg_854","Allocations to provisions for risks and charges o.a.s.","854","expense","False","Dotations aux provisions pour risques et charges h.a.o."
"pcg_858","Other awards o.a.s.","858","expense","False","Autres prix h.a.o."
"pcg_861","Reversals of regulated provisionsreversals of regulated provisions","861","income","False","Reprises de provisions réglementéesreprises de provisions réglementées"
"pcg_862","Reversals of o.a.s amortization","862","income","False","Reprise de l'amortissement de l'h.a.o."
"pcg_863","Reversals of impairment o.a.s.","863","income","False","Reprises de dépréciation h.a.o."
"pcg_864","Recovery of provisions for o.a.s. risks and charges","864","income","False","Récupération des provisions pour risques et charges de l'h.a.o."
"pcg_868","Other o.a.s.","868","income","False","Autres h.a.o"
"pcg_871","Legal profit sharing","871","expense","False","Participation légale aux bénéfices"
"pcg_874","Contractual profit sharing","874","expense","False","Participation contractuelle aux bénéfices"
"pcg_878","Other participations","878","expense","False","Autres participations"
"pcg_881","State","881","income","False","Etat"
"pcg_884","Public collectivities","884","income","False","Collectivités publiques"
"pcg_886","Group","886","income","False","Groupe"
"pcg_888","Others","888","income","False","Autres"
"pcg_8911","Activities carried out in the State","8911","expense","False","Activités menées dans l'État"
"pcg_8912","Activities carried out in the other States of the Region","8912","expense","False","Activités menées dans les autres États de la Région"
"pcg_8913","Activities carried out outside the Region","8913","expense","False","Activités réalisées en dehors de la Région"
"pcg_892","Tax reminder on previous results","892","expense","False","Rappel fiscal sur les résultats précédents"
"pcg_895","Minimum fixed tax (m.f.t.)","895","expense","False","Impôt minimum fixe (i.m.f.)"
"pcg_8991","Reductions","8991","expense","False","Réductions"
"pcg_8994","Cancellations for retroactive losses","8994","expense","False","CLIENTS, FACTURES IMPAYÉES ET ESCOMPTÉES"
"pcg_9011","Confirmed credits earned","9011","off_balance","False","Crédits confirmés acquis"
"pcg_9012","Loans still to be collected","9012","off_balance","False","Des prêts encore à recouvrer"
"pcg_9013","Revolving financing facilities","9013","off_balance","False","Facilités de financement renouvelables"
"pcg_9014","Issuance facilities","9014","off_balance","False","Facilités d'émission"
"pcg_9018","Other financing commitments obtained","9018","off_balance","False","Autres engagements financiers obtenus"
"pcg_9021","Endorsements obtained","9021","off_balance","False","Approbations obtenues"
"pcg_9022","Deposits, guarantees obtained","9022","off_balance","False","Dépôts, garanties obtenues"
"pcg_9023","Mortgages obtained","9023","off_balance","False","Hypothèques obtenues"
"pcg_9024","Items endorsed by third parties","9024","off_balance","False","Articles approuvés par des tiers"
"pcg_9028","Other guarantees obtained","9028","off_balance","False","Autres garanties accordées"
"pcg_9031","Forward commodity purchases","9031","off_balance","False","Achats à terme de produits de base"
"pcg_9032","Currency forward purchases","9032","off_balance","False","Achats à terme de devises"
"pcg_9033","Firm customer orders","9033","off_balance","False","Commandes fermes des clients"
"pcg_9038","Other reciprocal commitments","9038","off_balance","False","Autres engagements réciproques"
"pcg_9041","Conditional debt waivers","9041","off_balance","False","Abandons de créances conditionnels"
"pcg_9043","Sales with retention of title clause","9043","off_balance","False","Ventes avec clause de réserve de propriété"
"pcg_9048","Various commitments obtained","9048","off_balance","False","Divers engagements obtenus"
"pcg_9051","Loans granted but not disbursed","9051","off_balance","False","Prêts accordés mais non décaissés"
"pcg_9058","Other financing commitments granted","9058","off_balance","False","Autres engagements financiers accordés"
"pcg_9061","Endorsements granted","9061","off_balance","False","Approbations accordées"
"pcg_9062","Deposits, guarantees granted","9062","off_balance","False","Dépôts, garanties accordées"
"pcg_9063","Mortgages granted","9063","off_balance","False","Hypothèques accordées"
"pcg_9064","Items endorsed by the entity","9064","off_balance","False","Éléments endossés par l'entité"
"pcg_9068","Other guarantees granted","9068","off_balance","False","Autres garanties accordées"
"pcg_9071","Forward Commodity Sales","9071","off_balance","False","Ventes à terme de produits de base"
"pcg_9072","Currency forward sales","9072","off_balance","False","Ventes à terme de devises"
"pcg_9073","Firm orders to suppliers","9073","off_balance","False","Commandes fermes aux fournisseurs"
"pcg_9078","Other reciprocal commitments","9078","off_balance","False","Autres engagements réciproques"
"pcg_9081","Conditional debt cancellations","9081","off_balance","False","Annulations conditionnelles de dettes"
"pcg_9082","Retirement commitments","9082","off_balance","False","Engagements de retraite"
"pcg_9083","Purchases with retention of title clause","9083","off_balance","False","Achats avec clause de réserve de propriété"
"pcg_9088","Various commitments granted","9088","off_balance","False","Engagements divers accordés"
"pcg_9111","Counterparties - Confirmed credits obtained","9111","off_balance","False","Contreparties - Crédits confirmés obtenus"
"pcg_9112","Counterparties - Loans still to be collected","9112","off_balance","False","Contreparties - Prêts restant à recouvrer"
"pcg_9113","Counterparties - Revolving financing facilities","9113","off_balance","False","Contreparties - Facilités de financement renouvelables"
"pcg_9114","Counterparties - Issuance facilities","9114","off_balance","False","Contreparties - Facilités d'émission"
"pcg_9118","Counterparties - Other financing commitments obtained","9118","off_balance","False","Contreparties - Autres engagements financiers obtenus"
"pcg_9121","Counterparts - Endorsements obtained","9121","off_balance","False","Contreparties - Avenants obtenus"
"pcg_9122","Counterparties - Sureties, guarantees obtained","9122","off_balance","False","Contreparties - Cautions, garanties obtenues"
"pcg_9123","Considerations - Mortgages obtained","9123","off_balance","False","Considérations - Hypothèques obtenues"
"pcg_9124","Counterparties - Items endorsed by third parties","9124","off_balance","False","Contreparties - Articles avalisés par des tiers"
"pcg_9128","Counterparties - Other guarantees obtained","9128","off_balance","False","Contreparties - Autres garanties obtenues"
"pcg_9131","Counterparties - Forward Commodity Purchases","9131","off_balance","False","Contreparties - Achats à terme de produits de base"
"pcg_9132","Counterparties - Forward currency purchases","9132","off_balance","False","Contreparties - Achats à terme de devises"
"pcg_9133","Counterparties - Firm customer orders","9133","off_balance","False","Contreparties - Ordres fermes des clients"
"pcg_9138","Considerations - Other reciprocal commitments","9138","off_balance","False","Considérations - Hypothèques obtenues"
"pcg_9141","Counterparties - Conditional debt waivers","9141","off_balance","False","Contreparties - Abandons de créances conditionnels"
"pcg_9143","Considerations - Sales with retention of title clause","9143","off_balance","False","Considérations - Ventes avec clause de réserve de propriété"
"pcg_9148","Considerations - Various commitments obtained","9148","off_balance","False","Considérations - Divers engagements obtenus"
"pcg_9151","Counterparties - Loans granted but not disbursed","9151","off_balance","False","Contreparties - Prêts accordés mais non déboursés"
"pcg_9158","Counterparties - Other financing commitments granted","9158","off_balance","False","Contreparties - Autres engagements de financement accordés"
"pcg_9161","Considerations - Guarantees granted","9161","off_balance","False","Considérations - Garanties accordées"
"pcg_9162","Counterparties - Sureties, guarantees granted","9162","off_balance","False","Contreparties - Cautions, garanties accordées"
"pcg_9163","Considerations - Mortgages granted","9163","off_balance","False","Considérations - Hypothèques accordées"
"pcg_9164","Considerations - Items endorsed by the entity","9164","off_balance","False","Considérations - Éléments approuvés par l'entité"
"pcg_9168","Counterparties - Other guarantees granted","9168","off_balance","False","Contreparties - Autres garanties accordées"
"pcg_9171","Counterparties - Forward Commodity Sales","9171","off_balance","False","Contreparties - Ventes à terme de produits de base"
"pcg_9172","Counterparties - Forward currency sales","9172","off_balance","False","Contreparties - Ventes à terme de devises"
"pcg_9173","Considerations - Firm orders to suppliers","9173","off_balance","False","Considérations - Commandes fermes aux fournisseurs"
"pcg_9178","Considerations - Other reciprocal commitments","9178","off_balance","False","Considérations - Hypothèques obtenues"
"pcg_9181","Counterparties - Conditional debt cancellations","9181","off_balance","False","Contreparties - Annulations conditionnelles de dettes"
"pcg_9182","Counterparties - Retirement commitments","9182","off_balance","False","Contreparties - Engagements de retraite"
"pcg_9183","Counterparties - Purchases with retention of title clause","9183","off_balance","False","Contreparties - Achats avec clause de réserve de propriété"
"pcg_9188","Considerations - Various commitments granted","9188","off_balance","False","Considérations - Divers engagements accordés"
"pcg_92","Reflective accounts","92","off_balance","False","Comptes de réflexion"
"pcg_93","Reclassification accounts","93","off_balance","False","Comptes de reclassement"
"pcg_94","Cost accounts","94","off_balance","False","Contributeurs, capital souscrit, non appelé"
"pcg_95","Stock accounts","95","off_balance","False","Comptes d'actions"
"pcg_96","Pre-drawn costs variance accounts","96","off_balance","False","Comptes d'évolution des coûts préliminaires"
"pcg_97","Accounting difference accounts","97","off_balance","False","Comptes d'écarts comptables"
"pcg_98","Income statements","98","off_balance","False","Comptes de résultat"
"pcg_99","Internal link accounts","99","off_balance","False","Comptes de lien interne"
